date,value
1970-01-01,8.899999618530273
1971-01-01,3.5
1972-01-01,3.5999999046325684
1973-01-01,12.699999809265137
1974-01-01,34.400001525878906
1975-01-01,7.300000190734863
1976-01-01,11.899999618530273
1977-01-01,-2.9000000953674316
1978-01-01,1.7999999523162842
1979-01-01,25.299999237060547
1980-01-01,71.69999694824219
1981-01-01,36.20000076293945
1982-01-01,6.300000190734863
1983-01-01,33.20000076293945
1984-01-01,17.899999618530273
1985-01-01,3.9000000953674316
1986-01-01,1.2000000476837158
1987-01-01,0.800000011920929
1988-01-01,13.0
1989-01-01,12.0
1990-01-01,12.5
1991-01-01,16.399999618530273
1992-01-01,3.5999999046325684
1993-01-01,17.0
1994-01-01,14.699999809265137
1995-01-01,6.099999904632568
1996-01-01,8.100000381469727
1997-01-01,4.099999904632568
1998-01-01,3.5999999046325684
1999-01-01,1.5
2000-01-01,18.600000381469727
2001-01-01,14.300000190734863
2002-01-01,8.800000190734863
2003-01-01,15.199999809265137
2004-01-01,9.600000381469727
2005-01-01,13.5
2006-01-01,28.200000762939453
2007-01-01,25.299999237060547
2008-01-01,
2009-01-01,
2010-01-01,
2011-01-01,
2012-01-01,
2013-01-01,
2014-01-01,-4.745359420776367
2015-01-01,4.179999828338623
2016-01-01,0.11999999731779099
2017-01-01,0.8600000143051147
2018-01-01,1.281039834022522
2019-01-01,8.0082426071167
2020-01-01,0.822368421052624
2021-01-01,1.12
2022-01-01,17.45679624228192
2023-01-01,23.306002268285308
2024-01-01,-7.318219124445717
