date,value
2014-01-01,80.56438220757828
2014-04-01,83.75797364085668
2014-07-01,86.06594728171333
2014-10-01,88.37392092257004
2015-01-01,90.89658978583196
2015-04-01,87.24677100494233
2015-07-01,87.21993410214166
2015-10-01,91.1381219110379
2016-01-01,89.5010708401977
2016-04-01,92.29210873146623
2016-07-01,91.80904448105437
2016-10-01,93.84864909390443
2017-01-01,97.820510708402
2017-04-01,101.7655354200988
2017-07-01,102.22176276771
2017-10-01,107.3207742998353
2018-01-01,102.8121746293245
2018-04-01,101.8460461285008
2018-07-01,101.5776771004942
2018-10-01,101.9802306425041
2019-01-01,99.3233772652389
2019-04-01,100.2895057660626
2019-07-01,102.543805601318
2019-10-01,108.7699670510708
2020-01-01,113.8958154859967
2020-04-01,112.6344810543657
2020-07-01,115.7743986820428
2020-10-01,118.672784184514
2021-01-01,122.0810708401977
2021-04-01,123.8254695222405
2021-07-01,128.1462108731466
2021-10-01,138.5320922570017
2022-01-01,153.8666666666667
2022-04-01,198.0666666666667
2022-07-01,236.0
2022-10-01,234.0333333333333
2023-01-01,228.0333333333333
2023-04-01,226.1
2023-07-01,226.2666666666667
2023-10-01,229.4666666666667
2024-01-01,238.7
2024-04-01,230.4
