date,frequency,index,value,unit,yoy_pct,source,derivation,flag
2024-09-01,monthly,HCPI,203.1,index_level,-0.1966,dcs,published,OK
2024-10-01,monthly,HCPI,202.1,index_level,-0.7367,dcs,published,OK
2024-11-01,monthly,HCPI,202.4,index_level,-1.7476,dcs,published,OK
2024-12-01,monthly,HCPI,204.6,index_level,-2.0115,dcs,published,OK
2025-01-01,monthly,HCPI,206.4,index_level,-4.0,dcs,published,OK
2025-02-01,monthly,HCPI,206.2,index_level,-3.8695,dcs,published,OK
2025-03-01,monthly,HCPI,206.0,index_level,-1.9048,dcs,published,OK
2025-04-01,monthly,HCPI,206.5,index_level,-0.8165,dcs,published,OK
2025-05-01,monthly,HCPI,207.5,index_level,0.5817,dcs,published,OK
2025-06-01,monthly,HCPI,208.7,index_level,0.2883,dcs,published,OK
2025-07-01,monthly,HCPI,208.3,index_level,0.6767,dcs,published,OK
2025-08-01,monthly,HCPI,207.2,index_level,1.5189,dcs,published,OK
2025-09-01,monthly,HCPI,207.4,index_level,2.1172,dcs,published,OK
2025-10-01,monthly,HCPI,207.5,index_level,2.6719,dcs,published,OK
2025-11-01,monthly,HCPI,207.2,index_level,2.3715,dcs,published,OK
2025-12-01,monthly,HCPI,210.5,index_level,2.8837,dcs,published,OK
2026-01-01,monthly,HCPI,211.4,index_level,2.4225,dcs,published,OK
2026-02-01,monthly,HCPI,209.4,index_level,1.5519,dcs,published,OK
2026-03-01,monthly,HCPI,210.9,index_level,2.3786,dcs,published,OK
2026-04-01,monthly,HCPI,216.3,index_level,4.7458,dcs,published,OK
2026-05-01,monthly,HCPI,218.8,index_level,5.4458,dcs,published,OK
2026-06-01,monthly,HCPI,222.3,index_level,6.5165,dcs,published,OK
2026-07-01,monthly,HCPI,223.4,index_level,7.2492,dcs,published,OK
2026-08-01,monthly,HCPI,223.9,index_level,8.0598,dcs,published,OK
2014-01-01,quarterly,HCPI,81.7968,index_level,,dcs,period_average,CHAIN_LINKED_2013_BASE;NO_YOY_SOURCE_LAG
2014-04-01,quarterly,HCPI,83.3571,index_level,,dcs,period_average,CHAIN_LINKED_2013_BASE;NO_YOY_SOURCE_LAG
2014-07-01,quarterly,HCPI,84.5736,index_level,,dcs,period_average,CHAIN_LINKED_2013_BASE;NO_YOY_SOURCE_LAG
2014-10-01,quarterly,HCPI,85.0232,index_level,,dcs,period_average,CHAIN_LINKED_2013_BASE;NO_YOY_SOURCE_LAG
2015-01-01,quarterly,HCPI,87.086,index_level,6.4662,dcs,period_average,CHAIN_LINKED_2013_BASE
2015-04-01,quarterly,HCPI,85.7108,index_level,2.8236,dcs,period_average,CHAIN_LINKED_2013_BASE
2015-07-01,quarterly,HCPI,86.1339,index_level,1.8449,dcs,period_average,CHAIN_LINKED_2013_BASE
2015-10-01,quarterly,HCPI,88.4347,index_level,4.0124,dcs,period_average,CHAIN_LINKED_2013_BASE
2016-01-01,quarterly,HCPI,88.0116,index_level,1.0629,dcs,period_average,CHAIN_LINKED_2013_BASE
2016-04-01,quarterly,HCPI,90.2859,index_level,5.3379,dcs,period_average,CHAIN_LINKED_2013_BASE
2016-07-01,quarterly,HCPI,90.4446,index_level,5.0046,dcs,period_average,CHAIN_LINKED_2013_BASE
2016-10-01,quarterly,HCPI,92.3751,index_level,4.4557,dcs,period_average,CHAIN_LINKED_2013_BASE
2017-01-01,quarterly,HCPI,94.861,index_level,7.7825,dcs,period_average,CHAIN_LINKED_2013_BASE
2017-04-01,quarterly,HCPI,96.8445,index_level,7.2642,dcs,period_average,CHAIN_LINKED_2013_BASE
2017-07-01,quarterly,HCPI,97.3205,index_level,7.6024,dcs,period_average,CHAIN_LINKED_2013_BASE
2017-10-01,quarterly,HCPI,99.912,index_level,8.159,dcs,period_average,CHAIN_LINKED_2013_BASE
2018-01-01,quarterly,HCPI,98.4577,index_level,3.7915,dcs,period_average,CHAIN_LINKED_2013_BASE
2018-04-01,quarterly,HCPI,98.828,index_level,2.0481,dcs,period_average,CHAIN_LINKED_2013_BASE
2018-07-01,quarterly,HCPI,99.5419,index_level,2.2826,dcs,period_average,CHAIN_LINKED_2013_BASE
2018-10-01,quarterly,HCPI,100.4148,index_level,0.5032,dcs,period_average,CHAIN_LINKED_2013_BASE
2019-01-01,quarterly,HCPI,100.5993,index_level,2.1752,dcs,period_average,CHAIN_LINKED_2013_BASE
2019-04-01,quarterly,HCPI,101.869,index_level,3.0771,dcs,period_average,CHAIN_LINKED_2013_BASE
2019-07-01,quarterly,HCPI,103.059,index_level,3.5333,dcs,period_average,CHAIN_LINKED_2013_BASE
2019-10-01,quarterly,HCPI,105.73,index_level,5.2933,dcs,period_average,CHAIN_LINKED_2013_BASE
2020-01-01,quarterly,HCPI,108.216,index_level,7.5713,dcs,period_average,CHAIN_LINKED_2013_BASE
2020-04-01,quarterly,HCPI,107.7667,index_level,5.7895,dcs,period_average,CHAIN_LINKED_2013_BASE
2020-07-01,quarterly,HCPI,109.4857,index_level,6.2359,dcs,period_average,CHAIN_LINKED_2013_BASE
2020-10-01,quarterly,HCPI,111.0987,index_level,5.0777,dcs,period_average,CHAIN_LINKED_2013_BASE
2021-01-01,quarterly,HCPI,112.9233,index_level,4.3499,dcs,period_average,CHAIN_LINKED_2013_BASE
2021-04-01,quarterly,HCPI,114.1133,index_level,5.8893,dcs,period_average,CHAIN_LINKED_2013_BASE
2021-07-01,quarterly,HCPI,116.679,index_level,6.5701,dcs,period_average,CHAIN_LINKED_2013_BASE
2021-10-01,quarterly,HCPI,123.4753,index_level,11.1402,dcs,period_average,CHAIN_LINKED_2013_BASE
2022-01-01,quarterly,HCPI,133.9667,index_level,18.6351,dcs,period_average,OK
2022-04-01,quarterly,HCPI,167.1667,index_level,46.4918,dcs,period_average,OK
2022-07-01,quarterly,HCPI,197.5667,index_level,69.325,dcs,period_average,OK
2022-10-01,quarterly,HCPI,200.7667,index_level,62.5966,dcs,period_average,OK
2023-01-01,quarterly,HCPI,203.5667,index_level,51.9532,dcs,period_average,OK
2023-04-01,quarterly,HCPI,203.0333,index_level,21.4556,dcs,period_average,OK
2023-07-01,quarterly,HCPI,202.4333,index_level,2.4633,dcs,period_average,OK
2023-10-01,quarterly,HCPI,206.1333,index_level,2.6731,dcs,period_average,OK
2024-01-01,quarterly,HCPI,213.1667,index_level,4.7159,dcs,period_average,OK
2024-04-01,quarterly,HCPI,207.5333,index_level,2.2164,dcs,period_average,OK
2024-07-01,quarterly,HCPI,204.7,index_level,1.1197,dcs,period_average,OK
2024-10-01,quarterly,HCPI,203.0333,index_level,-1.5039,dcs,period_average,OK
2025-01-01,quarterly,HCPI,206.2,index_level,-3.2682,dcs,period_average,OK
2025-04-01,quarterly,HCPI,207.5667,index_level,0.0161,dcs,period_average,OK
2025-07-01,quarterly,HCPI,207.6333,index_level,1.433,dcs,period_average,OK
2025-10-01,quarterly,HCPI,208.4,index_level,2.6432,dcs,period_average,OK
2026-01-01,quarterly,HCPI,210.5667,index_level,2.1177,dcs,period_average,OK
2026-04-01,quarterly,HCPI,219.1333,index_level,5.5725,dcs,period_average,OK
2014-01-01,annual,HCPI,83.6877,index_level,,dcs,period_average,CHAIN_LINKED_2013_BASE;NO_YOY_SOURCE_LAG
2015-01-01,annual,HCPI,86.8413,index_level,3.7684,dcs,period_average,CHAIN_LINKED_2013_BASE
2016-01-01,annual,HCPI,90.2793,index_level,3.9589,dcs,period_average,CHAIN_LINKED_2013_BASE
2017-01-01,annual,HCPI,97.2345,index_level,7.7041,dcs,period_average,CHAIN_LINKED_2013_BASE
2018-01-01,annual,HCPI,99.3106,index_level,2.1351,dcs,period_average,CHAIN_LINKED_2013_BASE
2019-01-01,annual,HCPI,102.8143,index_level,3.5281,dcs,period_average,CHAIN_LINKED_2013_BASE
2020-01-01,annual,HCPI,109.1418,index_level,6.1542,dcs,period_average,CHAIN_LINKED_2013_BASE
2021-01-01,annual,HCPI,116.7977,index_level,7.0147,dcs,period_average,CHAIN_LINKED_2013_BASE
2022-01-01,annual,HCPI,174.8667,index_level,49.7175,dcs,period_average,OK
2023-01-01,annual,HCPI,203.7917,index_level,16.5412,dcs,period_average,OK
2024-01-01,annual,HCPI,207.1083,index_level,1.6275,dcs,period_average,OK
2025-01-01,annual,HCPI,207.45,index_level,0.165,dcs,period_average,OK
