date,value
2014-01-01,95.4878673700075
2014-02-01,95.4878673700075
2014-03-01,95.4878673700075
2014-04-01,95.3161266013564
2014-05-01,95.3161266013564
2014-06-01,95.401996985682
2014-07-01,95.4878673700075
2014-08-01,95.4878673700075
2014-09-01,95.3161266013564
2014-10-01,92.0530519969857
2014-11-01,91.9671816126601
2014-12-01,91.3660889223813
2015-01-01,99.0085531273549
2015-02-01,98.3215900527506
2015-03-01,98.3215900527506
2015-04-01,98.4933308214017
2015-05-01,98.4933308214017
2015-06-01,98.5792012057272
2015-07-01,98.4933308214017
2015-08-01,98.4074604370761
2015-09-01,98.4933308214017
2015-10-01,98.4933308214017
2015-11-01,98.4074604370761
2015-12-01,98.0639788997739
2016-01-01,98.0639788997739
2016-02-01,98.4074604370761
2016-03-01,98.3215900527506
2016-04-01,98.4074604370761
2016-05-01,98.4933308214017
2016-06-01,98.6650715900528
2016-07-01,98.6650715900528
2016-08-01,98.6650715900528
2016-09-01,98.6650715900528
2016-10-01,98.6650715900528
2016-11-01,99.0085531273549
2016-12-01,99.0085531273549
2017-01-01,98.9226827430294
2017-02-01,99.2661642803316
2017-03-01,99.2661642803316
2017-04-01,99.2661642803316
2017-05-01,99.4379050489827
2017-06-01,99.4379050489827
2017-07-01,99.4379050489827
2017-08-01,99.5237754333082
2017-09-01,99.5237754333082
2017-10-01,99.6955162019593
2017-11-01,99.6955162019593
2017-12-01,99.6955162019593
2018-01-01,99.6955162019593
2018-02-01,99.8672569706104
2018-03-01,99.8672569706104
2018-04-01,99.8672569706104
2018-05-01,101.155312735494
2018-06-01,101.155312735494
2018-07-01,100.725960813866
2018-08-01,100.983571966843
2018-09-01,100.983571966843
2018-10-01,101.327053504145
2018-11-01,101.41292388847
2018-12-01,101.41292388847
2019-01-01,108.454295403165
2019-02-01,108.711906556142
2019-03-01,108.711906556142
2019-04-01,108.711906556142
2019-05-01,108.711906556142
2019-06-01,108.711906556142
2019-07-01,108.969517709118
2019-08-01,108.969517709118
2019-09-01,108.969517709118
2019-10-01,108.883647324793
2019-11-01,108.797776940467
2019-12-01,108.626036171816
2020-01-01,109.742351168048
2020-02-01,109.742351168048
2020-03-01,109.742351168048
2020-04-01,109.742351168048
2020-05-01,109.742351168048
2020-06-01,109.570610399397
2020-07-01,109.570610399397
2020-08-01,109.570610399397
2020-09-01,109.570610399397
2020-10-01,109.656480783723
2020-11-01,109.656480783723
2020-12-01,109.656480783723
2021-01-01,109.828221552374
2021-02-01,109.828221552374
2021-03-01,109.828221552374
2021-04-01,109.828221552374
2021-05-01,110.08583270535
2021-06-01,110.171703089676
2021-07-01,110.171703089676
2021-08-01,110.08583270535
2021-09-01,110.171703089676
2021-10-01,113.091296156745
2021-11-01,113.692388847023
2021-12-01,113.95
2022-01-01,115.5
2022-02-01,115.5
2022-03-01,116.0
2022-04-01,120.5
2022-05-01,128.6
2022-06-01,131.4
2022-07-01,133.5
2022-08-01,141.4
2022-09-01,146.6
2022-10-01,145.0
2022-11-01,144.1
2022-12-01,144.0
2023-01-01,143.1
2023-02-01,157.2
2023-03-01,170.2
2023-04-01,166.7
2023-05-01,165.8
2023-06-01,164.3
2023-07-01,154.7
2023-08-01,158.4
2023-09-01,158.8
2023-10-01,162.7
2023-11-01,167.3
2023-12-01,167.2
2024-01-01,157.8
2024-02-01,158.7
2024-03-01,150.5
2024-04-01,146.5
2024-05-01,145.6
2024-06-01,145.1
2024-07-01,142.9
2024-08-01,135.3
