date,value
2014-01-01,104.2
2014-02-01,104.2
2014-03-01,104.2
2014-04-01,104.4
2014-05-01,104.8
2014-06-01,105.7
2014-07-01,106.5
2014-08-01,106.3
2014-09-01,106.1
2014-10-01,104.7
2014-11-01,104.6
2014-12-01,105
2015-01-01,108.2
2015-02-01,106.2
2015-03-01,105.8
2015-04-01,105.9
2015-05-01,106.4
2015-06-01,107.3
2015-07-01,107.7
2015-08-01,107.4
2015-09-01,107.3
2015-10-01,107.7
2015-11-01,109.2
2015-12-01,109.8
2016-01-01,110
2016-02-01,109.3
2016-03-01,108.6
2016-04-01,109.5
2016-05-01,111.5
2016-06-01,113.2
2016-07-01,113.9
2016-08-01,112.1
2016-09-01,111.8
2016-10-01,112.1
2016-11-01,113.6
2016-12-01,114.7
2017-01-01,116.1
2017-02-01,116.7
2017-03-01,116.5
2017-04-01,117.1
2017-05-01,118.2
2017-06-01,120.1
2017-07-01,119.4
2017-08-01,118.8
2017-09-01,119.7
2017-10-01,120.8
2017-11-01,122.2
2017-12-01,122.9
2018-01-01,122.8
2018-02-01,121.9
2018-03-01,121.4
2018-04-01,121.5
2018-05-01,122.9
2018-06-01,125.4
2018-07-01,125.8
2018-08-01,125.8
2018-09-01,124.9
2018-10-01,124.6
2018-11-01,126.2
2018-12-01,126.3
2019-01-01,127.4
2019-02-01,126.8
2019-03-01,126.6
2019-04-01,127
2019-05-01,129
2019-06-01,130.2
2019-07-01,130
2019-08-01,130.1
2019-09-01,131.1
2019-10-01,131.3
2019-11-01,131.7
2019-12-01,132.4
2020-01-01,134.6
2020-02-01,134.6
2020-03-01,133.4
2020-04-01,133.6
2020-05-01,134.2
2020-06-01,135.3
2020-07-01,135.4
2020-08-01,135.4
2020-09-01,136.3
2020-10-01,136.5
2020-11-01,137.1
2020-12-01,138
2021-01-01,138.7
2021-02-01,139.1
2021-03-01,138.9
2021-04-01,138.8
2021-05-01,140.3
2021-06-01,142.4
2021-07-01,143.1
2021-08-01,143.5
2021-09-01,144.1
2021-10-01,146.9
2021-11-01,150.7
2021-12-01,154.7
2022-01-01,158.4
2022-02-01,160.1
2022-03-01,164.9
2022-04-01,180.2
2022-05-01,195.2
2022-06-01,220.2
2022-07-01,230.1
2022-08-01,235.8
2022-09-01,244.7
2022-10-01,243.8
2022-11-01,242.6
2022-12-01,243.2
2023-01-01,244.3
