date,value
2014-01-01,80.60000000000001
2014-04-01,83.83333333333333
2014-07-01,86.86666666666667
2014-10-01,87.46666666666665
2015-01-01,90.89999999999999
2015-04-01,87.3
2015-07-01,88.06666666666666
2015-10-01,90.16666666666667
2016-01-01,89.56666666666668
2016-04-01,92.36666666666667
2016-07-01,92.7
2016-10-01,92.8
2017-01-01,98.0
2017-04-01,101.93333333333332
2017-07-01,103.0
2017-10-01,106.16666666666667
2018-01-01,103.0
2018-04-01,102.10000000000001
2018-07-01,102.10000000000001
2018-10-01,101.0
2019-01-01,99.60000000000001
2019-04-01,100.63333333333333
2019-07-01,102.56666666666666
2019-10-01,107.96666666666665
2020-01-01,114.43333333333334
2020-04-01,113.13333333333333
2020-07-01,115.13333333333333
2020-10-01,118.13333333333333
2021-01-01,123.0
2021-04-01,124.46666666666665
2021-07-01,126.60000000000001
2021-10-01,138.36666666666667
2022-01-01,155.4
2022-04-01,198.9
2022-07-01,232.79999999999998
2022-10-01,234.36666666666665
2023-01-01,230.5333333333333
2023-04-01,227.5
2023-07-01,221.80000000000004
2023-10-01,230.0666666666667
2024-01-01,241.70000000000002
2024-04-01,231.79999999999998
2024-07-01,225.63333333333335
2024-10-01,230.5
2025-01-01,239.5666666666667
