exp_id,var,em,horizon_start,date,h,mean,actual,lag12,yoy_fc,yoy_act,gap_pp,pass
B11-M-049,HCPI,EM10,2025-04-01,2025-11-01,8,205.9101,207.2,202.4,1.7342,2.3715,-0.6373,False
B11-M-049,HCPI,EM10,2025-04-01,2025-12-01,9,205.9682,210.5,204.6,0.6687,2.8837,-2.215,False
B11-M-049,HCPI,EM10,2025-04-01,2026-01-01,10,205.5311,211.4,206.4,-0.421,2.4225,-2.8434,False
B11-M-049,HCPI,EM10,2025-04-01,2026-02-01,11,205.2613,209.4,206.2,-0.4552,1.5519,-2.0071,False
B11-M-049,HCPI,EM10,2025-04-01,2026-03-01,12,205.3158,210.9,206.0,-0.3321,2.3786,-2.7108,False
B11-M-050,HCPI,EM10,2025-05-01,2025-05-01,1,206.7044,207.5,206.3,0.196,0.5817,-0.3856,True
B11-M-050,HCPI,EM10,2025-05-01,2025-06-01,2,206.9637,208.7,208.1,-0.546,0.2883,-0.8344,False
B11-M-050,HCPI,EM10,2025-05-01,2025-07-01,3,207.0069,208.3,206.9,0.0517,0.6767,-0.625,False
B11-M-050,HCPI,EM10,2025-05-01,2025-08-01,4,207.0059,207.2,204.1,1.4238,1.5189,-0.0951,True
B11-M-050,HCPI,EM10,2025-05-01,2025-09-01,5,207.0699,207.4,203.1,1.9547,2.1172,-0.1625,True
B11-M-050,HCPI,EM10,2025-05-01,2025-10-01,6,207.1324,207.5,202.1,2.4901,2.6719,-0.1819,True
B11-M-050,HCPI,EM10,2025-05-01,2025-11-01,7,207.2876,207.2,202.4,2.4148,2.3715,0.0433,True
B11-M-050,HCPI,EM10,2025-05-01,2025-12-01,8,207.4064,210.5,204.6,1.3717,2.8837,-1.512,False
B11-M-050,HCPI,EM10,2025-05-01,2026-01-01,9,207.5269,211.4,206.4,0.546,2.4225,-1.8765,False
B11-M-050,HCPI,EM10,2025-05-01,2026-02-01,10,207.5231,209.4,206.2,0.6417,1.5519,-0.9102,False
B11-M-050,HCPI,EM10,2025-05-01,2026-03-01,11,207.4936,210.9,206.0,0.725,2.3786,-1.6536,False
B11-M-050,HCPI,EM10,2025-05-01,2026-04-01,12,207.6295,216.3,206.5,0.547,4.7458,-4.1988,False
B11-M-051,HCPI,EM10,2025-06-01,2025-06-01,1,205.6143,208.7,208.1,-1.1945,0.2883,-1.4828,False
B11-M-051,HCPI,EM10,2025-06-01,2025-07-01,2,205.8021,208.3,206.9,-0.5306,0.6767,-1.2073,False
B11-M-051,HCPI,EM10,2025-06-01,2025-08-01,3,205.8443,207.2,204.1,0.8546,1.5189,-0.6643,False
B11-M-051,HCPI,EM10,2025-06-01,2025-09-01,4,205.8725,207.4,203.1,1.3651,2.1172,-0.7521,False
B11-M-051,HCPI,EM10,2025-06-01,2025-10-01,5,206.0244,207.5,202.1,1.9418,2.6719,-0.7301,False
B11-M-051,HCPI,EM10,2025-06-01,2025-11-01,6,206.5064,207.2,202.4,2.0289,2.3715,-0.3427,True
B11-M-051,HCPI,EM10,2025-06-01,2025-12-01,7,207.1547,210.5,204.6,1.2487,2.8837,-1.635,False
B11-M-051,HCPI,EM10,2025-06-01,2026-01-01,8,207.904,211.4,206.4,0.7287,2.4225,-1.6938,False
B11-M-051,HCPI,EM10,2025-06-01,2026-02-01,9,208.1818,209.4,206.2,0.9611,1.5519,-0.5908,False
B11-M-051,HCPI,EM10,2025-06-01,2026-03-01,10,207.667,210.9,206.0,0.8092,2.3786,-1.5694,False
B11-M-051,HCPI,EM10,2025-06-01,2026-04-01,11,208.4436,216.3,206.5,0.9412,4.7458,-3.8046,False
B11-M-051,HCPI,EM10,2025-06-01,2026-05-01,12,208.9161,218.8,207.5,0.6825,5.4458,-4.7633,False
B11-M-052,HCPI,EM10,2025-07-01,2025-07-01,1,207.4821,208.3,206.9,0.2814,0.6767,-0.3953,True
B11-M-052,HCPI,EM10,2025-07-01,2025-08-01,2,207.2359,207.2,204.1,1.5365,1.5189,0.0176,True
B11-M-052,HCPI,EM10,2025-07-01,2025-09-01,3,208.3133,207.4,203.1,2.5669,2.1172,0.4497,True
B11-M-052,HCPI,EM10,2025-07-01,2025-10-01,4,207.9768,207.5,202.1,2.9079,2.6719,0.2359,True
B11-M-052,HCPI,EM10,2025-07-01,2025-11-01,5,208.5614,207.2,202.4,3.0442,2.3715,0.6726,False
B11-M-052,HCPI,EM10,2025-07-01,2025-12-01,6,209.1941,210.5,204.6,2.2454,2.8837,-0.6383,False
B11-M-052,HCPI,EM10,2025-07-01,2026-01-01,7,210.0965,211.4,206.4,1.7909,2.4225,-0.6315,False
B11-M-052,HCPI,EM10,2025-07-01,2026-02-01,8,209.5856,209.4,206.2,1.6419,1.5519,0.09,True
B11-M-052,HCPI,EM10,2025-07-01,2026-03-01,9,210.4477,210.9,206.0,2.1591,2.3786,-0.2196,True
B11-M-052,HCPI,EM10,2025-07-01,2026-04-01,10,210.0253,216.3,206.5,1.7072,4.7458,-3.0386,False
B11-M-052,HCPI,EM10,2025-07-01,2026-05-01,11,211.0021,218.8,207.5,1.6878,5.4458,-3.758,False
B11-M-052,HCPI,EM10,2025-07-01,2026-06-01,12,211.6904,222.3,208.7,1.4329,6.5165,-5.0837,False
B11-M-053,HCPI,EM10,2025-08-01,2025-08-01,1,210.5903,207.2,204.1,3.18,1.5189,1.6611,False
B11-M-053,HCPI,EM10,2025-08-01,2025-09-01,2,210.8015,207.4,203.1,3.792,2.1172,1.6748,False
B11-M-053,HCPI,EM10,2025-08-01,2025-10-01,3,211.4428,207.5,202.1,4.6229,2.6719,1.9509,False
B11-M-053,HCPI,EM10,2025-08-01,2025-11-01,4,212.158,207.2,202.4,4.8211,2.3715,2.4496,False
B11-M-053,HCPI,EM10,2025-08-01,2025-12-01,5,212.9057,210.5,204.6,4.0595,2.8837,1.1758,False
B11-M-053,HCPI,EM10,2025-08-01,2026-01-01,6,213.8079,211.4,206.4,3.5891,2.4225,1.1666,False
B11-M-053,HCPI,EM10,2025-08-01,2026-02-01,7,213.984,209.4,206.2,3.775,1.5519,2.2231,False
B11-M-053,HCPI,EM10,2025-08-01,2026-03-01,8,214.0738,210.9,206.0,3.9193,2.3786,1.5407,False
B11-M-053,HCPI,EM10,2025-08-01,2026-04-01,9,215.0329,216.3,206.5,4.1322,4.7458,-0.6136,False
B11-M-053,HCPI,EM10,2025-08-01,2026-05-01,10,215.3768,218.8,207.5,3.796,5.4458,-1.6497,False
B11-M-053,HCPI,EM10,2025-08-01,2026-06-01,11,216.6571,222.3,208.7,3.8127,6.5165,-2.7038,False
B11-M-053,HCPI,EM10,2025-08-01,2026-07-01,12,216.9044,223.4,208.3,4.1308,7.2492,-3.1184,False
B11-M-054,HCPI,EM10,2025-09-01,2025-09-01,1,207.8502,207.4,203.1,2.3388,2.1172,0.2216,True
B11-M-054,HCPI,EM10,2025-09-01,2025-10-01,2,208.09,207.5,202.1,2.9639,2.6719,0.2919,True
B11-M-054,HCPI,EM10,2025-09-01,2025-11-01,3,209.1248,207.2,202.4,3.3225,2.3715,0.951,False
B11-M-054,HCPI,EM10,2025-09-01,2025-12-01,4,209.5663,210.5,204.6,2.4273,2.8837,-0.4563,True
B11-M-054,HCPI,EM10,2025-09-01,2026-01-01,5,209.812,211.4,206.4,1.6531,2.4225,-0.7694,False
B11-M-054,HCPI,EM10,2025-09-01,2026-02-01,6,210.4069,209.4,206.2,2.0402,1.5519,0.4883,True
B11-M-054,HCPI,EM10,2025-09-01,2026-03-01,7,210.3436,210.9,206.0,2.1085,2.3786,-0.2701,True
B11-M-054,HCPI,EM10,2025-09-01,2026-04-01,8,210.4709,216.3,206.5,1.923,4.7458,-2.8228,False
B11-M-054,HCPI,EM10,2025-09-01,2026-05-01,9,211.666,218.8,207.5,2.0077,5.4458,-3.4381,False
B11-M-054,HCPI,EM10,2025-09-01,2026-06-01,10,212.1086,222.3,208.7,1.6332,6.5165,-4.8833,False
B11-M-054,HCPI,EM10,2025-09-01,2026-07-01,11,212.7672,223.4,208.3,2.1446,7.2492,-5.1045,False
B11-M-054,HCPI,EM10,2025-09-01,2026-08-01,12,212.5235,223.9,207.2,2.5692,8.0598,-5.4906,False
B11-M-055,HCPI,EM11,2025-04-01,2025-04-01,1,204.8006,206.5,208.2,-1.6328,-0.8165,-0.8162,False
B11-M-055,HCPI,EM11,2025-04-01,2025-05-01,2,205.3251,207.5,206.3,-0.4725,0.5817,-1.0542,False
B11-M-055,HCPI,EM11,2025-04-01,2025-06-01,3,205.7596,208.7,208.1,-1.1247,0.2883,-1.413,False
B11-M-055,HCPI,EM11,2025-04-01,2025-07-01,4,205.6451,208.3,206.9,-0.6065,0.6767,-1.2832,False
B11-M-055,HCPI,EM11,2025-04-01,2025-08-01,5,205.7234,207.2,204.1,0.7954,1.5189,-0.7235,False
B11-M-055,HCPI,EM11,2025-04-01,2025-09-01,6,205.8417,207.4,203.1,1.3499,2.1172,-0.7673,False
B11-M-055,HCPI,EM11,2025-04-01,2025-10-01,7,205.7555,207.5,202.1,1.8087,2.6719,-0.8632,False
B11-M-055,HCPI,EM11,2025-04-01,2025-11-01,8,205.9101,207.2,202.4,1.7342,2.3715,-0.6373,False
B11-M-055,HCPI,EM11,2025-04-01,2025-12-01,9,205.9682,210.5,204.6,0.6687,2.8837,-2.215,False
B11-M-055,HCPI,EM11,2025-04-01,2026-01-01,10,205.5311,211.4,206.4,-0.421,2.4225,-2.8434,False
B11-M-055,HCPI,EM11,2025-04-01,2026-02-01,11,205.2613,209.4,206.2,-0.4552,1.5519,-2.0071,False
B11-M-055,HCPI,EM11,2025-04-01,2026-03-01,12,205.3158,210.9,206.0,-0.3321,2.3786,-2.7108,False
B11-M-056,HCPI,EM11,2025-05-01,2025-05-01,1,206.7089,207.5,206.3,0.1982,0.5817,-0.3835,True
B11-M-056,HCPI,EM11,2025-05-01,2025-06-01,2,206.9739,208.7,208.1,-0.5411,0.2883,-0.8295,False
B11-M-056,HCPI,EM11,2025-05-01,2025-07-01,3,207.0181,208.3,206.9,0.0571,0.6767,-0.6196,False
B11-M-056,HCPI,EM11,2025-05-01,2025-08-01,4,207.0171,207.2,204.1,1.4292,1.5189,-0.0896,True
B11-M-056,HCPI,EM11,2025-05-01,2025-09-01,5,207.0824,207.4,203.1,1.9608,2.1172,-0.1564,True
B11-M-056,HCPI,EM11,2025-05-01,2025-10-01,6,207.1463,207.5,202.1,2.4969,2.6719,-0.175,True
B11-M-056,HCPI,EM11,2025-05-01,2025-11-01,7,207.3049,207.2,202.4,2.4234,2.3715,0.0518,True
B11-M-056,HCPI,EM11,2025-05-01,2025-12-01,8,207.4264,210.5,204.6,1.3814,2.8837,-1.5023,False
B11-M-056,HCPI,EM11,2025-05-01,2026-01-01,9,207.5494,211.4,206.4,0.5569,2.4225,-1.8656,False
B11-M-056,HCPI,EM11,2025-05-01,2026-02-01,10,207.5456,209.4,206.2,0.6526,1.5519,-0.8993,False
B11-M-056,HCPI,EM11,2025-05-01,2026-03-01,11,207.5154,210.9,206.0,0.7356,2.3786,-1.643,False
B11-M-056,HCPI,EM11,2025-05-01,2026-04-01,12,207.6544,216.3,206.5,0.559,4.7458,-4.1868,False
B11-M-057,HCPI,EM11,2025-06-01,2025-06-01,1,205.5718,208.7,208.1,-1.2149,0.2883,-1.5032,False
B11-M-057,HCPI,EM11,2025-06-01,2025-07-01,2,205.759,208.3,206.9,-0.5515,0.6767,-1.2281,False
B11-M-057,HCPI,EM11,2025-06-01,2025-08-01,3,205.8014,207.2,204.1,0.8336,1.5189,-0.6852,False
B11-M-057,HCPI,EM11,2025-06-01,2025-09-01,4,205.8266,207.4,203.1,1.3425,2.1172,-0.7747,False
B11-M-057,HCPI,EM11,2025-06-01,2025-10-01,5,205.9771,207.5,202.1,1.9184,2.6719,-0.7535,False
B11-M-057,HCPI,EM11,2025-06-01,2025-11-01,6,206.4592,207.2,202.4,2.0055,2.3715,-0.366,True
B11-M-057,HCPI,EM11,2025-06-01,2025-12-01,7,207.1096,210.5,204.6,1.2266,2.8837,-1.6571,False
B11-M-057,HCPI,EM11,2025-06-01,2026-01-01,8,207.8631,211.4,206.4,0.7089,2.4225,-1.7136,False
B11-M-057,HCPI,EM11,2025-06-01,2026-02-01,9,208.1441,209.4,206.2,0.9428,1.5519,-0.6091,False
B11-M-057,HCPI,EM11,2025-06-01,2026-03-01,10,207.6223,210.9,206.0,0.7875,2.3786,-1.5911,False
B11-M-057,HCPI,EM11,2025-06-01,2026-04-01,11,208.4032,216.3,206.5,0.9216,4.7458,-3.8241,False
B11-M-057,HCPI,EM11,2025-06-01,2026-05-01,12,208.8728,218.8,207.5,0.6616,5.4458,-4.7842,False
B11-M-058,HCPI,EM11,2025-07-01,2025-07-01,1,207.3889,208.3,206.9,0.2363,0.6767,-0.4404,True
B11-M-058,HCPI,EM11,2025-07-01,2025-08-01,2,207.1594,207.2,204.1,1.499,1.5189,-0.0199,True
B11-M-058,HCPI,EM11,2025-07-01,2025-09-01,3,208.1934,207.4,203.1,2.5078,2.1172,0.3906,True
B11-M-058,HCPI,EM11,2025-07-01,2025-10-01,4,207.8764,207.5,202.1,2.8582,2.6719,0.1862,True
B11-M-058,HCPI,EM11,2025-07-01,2025-11-01,5,208.4433,207.2,202.4,2.9858,2.3715,0.6143,False
B11-M-058,HCPI,EM11,2025-07-01,2025-12-01,6,209.0608,210.5,204.6,2.1802,2.8837,-0.7034,False
B11-M-058,HCPI,EM11,2025-07-01,2026-01-01,7,209.9348,211.4,206.4,1.7126,2.4225,-0.7099,False
B11-M-058,HCPI,EM11,2025-07-01,2026-02-01,8,209.4758,209.4,206.2,1.5886,1.5519,0.0367,True
B11-M-058,HCPI,EM11,2025-07-01,2026-03-01,9,210.3112,210.9,206.0,2.0928,2.3786,-0.2858,True
B11-M-058,HCPI,EM11,2025-07-01,2026-04-01,10,209.9003,216.3,206.5,1.6466,4.7458,-3.0991,False
B11-M-058,HCPI,EM11,2025-07-01,2026-05-01,11,210.8779,218.8,207.5,1.6279,5.4458,-3.8179,False
B11-M-058,HCPI,EM11,2025-07-01,2026-06-01,12,211.5415,222.3,208.7,1.3615,6.5165,-5.155,False
B11-M-059,HCPI,EM11,2025-08-01,2025-08-01,1,210.1576,207.2,204.1,2.968,1.5189,1.4491,False
B11-M-059,HCPI,EM11,2025-08-01,2025-09-01,2,210.3513,207.4,203.1,3.5703,2.1172,1.4531,False
B11-M-059,HCPI,EM11,2025-08-01,2025-10-01,3,210.9611,207.5,202.1,4.3845,2.6719,1.7126,False
B11-M-059,HCPI,EM11,2025-08-01,2025-11-01,4,211.6457,207.2,202.4,4.5681,2.3715,2.1965,False
B11-M-059,HCPI,EM11,2025-08-01,2025-12-01,5,212.3608,210.5,204.6,3.7931,2.8837,0.9095,False
B11-M-059,HCPI,EM11,2025-08-01,2026-01-01,6,213.1893,211.4,206.4,3.2894,2.4225,0.8669,False
B11-M-059,HCPI,EM11,2025-08-01,2026-02-01,7,213.3657,209.4,206.2,3.4751,1.5519,1.9232,False
B11-M-059,HCPI,EM11,2025-08-01,2026-03-01,8,213.4408,210.9,206.0,3.612,2.3786,1.2334,False
B11-M-059,HCPI,EM11,2025-08-01,2026-04-01,9,214.3784,216.3,206.5,3.8152,4.7458,-0.9305,False
B11-M-059,HCPI,EM11,2025-08-01,2026-05-01,10,214.7004,218.8,207.5,3.4701,5.4458,-1.9757,False
B11-M-059,HCPI,EM11,2025-08-01,2026-06-01,11,215.9537,222.3,208.7,3.4757,6.5165,-3.0409,False
B11-M-059,HCPI,EM11,2025-08-01,2026-07-01,12,216.1682,223.4,208.3,3.7773,7.2492,-3.4718,False
B11-M-060,HCPI,EM11,2025-09-01,2025-09-01,1,208.0427,207.4,203.1,2.4336,2.1172,0.3165,True
B11-M-060,HCPI,EM11,2025-09-01,2025-10-01,2,208.2954,207.5,202.1,3.0655,2.6719,0.3936,True
B11-M-060,HCPI,EM11,2025-09-01,2025-11-01,3,209.3686,207.2,202.4,3.443,2.3715,1.0714,False
B11-M-060,HCPI,EM11,2025-09-01,2025-12-01,4,209.7831,210.5,204.6,2.5333,2.8837,-0.3504,True
B11-M-060,HCPI,EM11,2025-09-01,2026-01-01,5,209.9805,211.4,206.4,1.7347,2.4225,-0.6877,False
B11-M-060,HCPI,EM11,2025-09-01,2026-02-01,6,210.6945,209.4,206.2,2.1797,1.5519,0.6278,False
B11-M-060,HCPI,EM11,2025-09-01,2026-03-01,7,210.6593,210.9,206.0,2.2618,2.3786,-0.1168,True
B11-M-060,HCPI,EM11,2025-09-01,2026-04-01,8,210.7118,216.3,206.5,2.0396,4.7458,-2.7061,False
B11-M-060,HCPI,EM11,2025-09-01,2026-05-01,9,211.9468,218.8,207.5,2.143,5.4458,-3.3028,False
B11-M-060,HCPI,EM11,2025-09-01,2026-06-01,10,212.3067,222.3,208.7,1.7282,6.5165,-4.7884,False
B11-M-060,HCPI,EM11,2025-09-01,2026-07-01,11,213.0053,223.4,208.3,2.2589,7.2492,-4.9903,False
B11-M-060,HCPI,EM11,2025-09-01,2026-08-01,12,212.7517,223.9,207.2,2.6794,8.0598,-5.3804,False
B11-M-061,HCPI,EM12,2025-04-01,2025-04-01,1,205.9999,206.5,208.2,-1.0567,-0.8165,-0.2402,True
B11-M-061,HCPI,EM12,2025-04-01,2025-05-01,2,206.1269,207.5,206.3,-0.0839,0.5817,-0.6656,False
B11-M-061,HCPI,EM12,2025-04-01,2025-06-01,3,206.4265,208.7,208.1,-0.8042,0.2883,-1.0925,False
B11-M-061,HCPI,EM12,2025-04-01,2025-07-01,4,206.5453,208.3,206.9,-0.1715,0.6767,-0.8481,False
B11-M-061,HCPI,EM12,2025-04-01,2025-08-01,5,206.651,207.2,204.1,1.2499,1.5189,-0.269,True
B11-M-061,HCPI,EM12,2025-04-01,2025-09-01,6,206.7467,207.4,203.1,1.7955,2.1172,-0.3217,True
B11-M-061,HCPI,EM12,2025-04-01,2025-10-01,7,206.8602,207.5,202.1,2.3554,2.6719,-0.3166,True
B11-M-061,HCPI,EM12,2025-04-01,2025-11-01,8,207.1323,207.2,202.4,2.3381,2.3715,-0.0334,True
B11-M-061,HCPI,EM12,2025-04-01,2025-12-01,9,207.4777,210.5,204.6,1.4065,2.8837,-1.4772,False
B11-M-061,HCPI,EM12,2025-04-01,2026-01-01,10,207.6804,211.4,206.4,0.6203,2.4225,-1.8021,False
B11-M-061,HCPI,EM12,2025-04-01,2026-02-01,11,207.805,209.4,206.2,0.7784,1.5519,-0.7735,False
B11-M-061,HCPI,EM12,2025-04-01,2026-03-01,12,207.9395,210.9,206.0,0.9415,2.3786,-1.4372,False
B11-M-062,HCPI,EM12,2025-05-01,2025-05-01,1,205.6812,207.5,206.3,-0.2999,0.5817,-0.8816,False
B11-M-062,HCPI,EM12,2025-05-01,2025-06-01,2,205.8552,208.7,208.1,-1.0787,0.2883,-1.367,False
B11-M-062,HCPI,EM12,2025-05-01,2025-07-01,3,205.9282,208.3,206.9,-0.4697,0.6767,-1.1463,False
B11-M-062,HCPI,EM12,2025-05-01,2025-08-01,4,205.746,207.2,204.1,0.8065,1.5189,-0.7124,False
B11-M-062,HCPI,EM12,2025-05-01,2025-09-01,5,206.1245,207.4,203.1,1.4891,2.1172,-0.628,False
B11-M-062,HCPI,EM12,2025-05-01,2025-10-01,6,206.308,207.5,202.1,2.0822,2.6719,-0.5898,False
B11-M-062,HCPI,EM12,2025-05-01,2025-11-01,7,206.9397,207.2,202.4,2.2429,2.3715,-0.1286,True
B11-M-062,HCPI,EM12,2025-05-01,2025-12-01,8,207.3916,210.5,204.6,1.3644,2.8837,-1.5193,False
B11-M-062,HCPI,EM12,2025-05-01,2026-01-01,9,207.8755,211.4,206.4,0.7149,2.4225,-1.7076,False
B11-M-062,HCPI,EM12,2025-05-01,2026-02-01,10,208.3978,209.4,206.2,1.0659,1.5519,-0.486,True
B11-M-062,HCPI,EM12,2025-05-01,2026-03-01,11,208.3676,210.9,206.0,1.1493,2.3786,-1.2293,False
B11-M-062,HCPI,EM12,2025-05-01,2026-04-01,12,208.4525,216.3,206.5,0.9455,4.7458,-3.8003,False
B11-M-063,HCPI,EM12,2025-06-01,2025-06-01,1,208.9757,208.7,208.1,0.4208,0.2883,0.1325,True
B11-M-063,HCPI,EM12,2025-06-01,2025-07-01,2,209.0015,208.3,206.9,1.0157,0.6767,0.3391,True
B11-M-063,HCPI,EM12,2025-06-01,2025-08-01,3,209.0771,207.2,204.1,2.4386,1.5189,0.9197,False
B11-M-063,HCPI,EM12,2025-06-01,2025-09-01,4,208.91,207.4,203.1,2.8607,2.1172,0.7435,False
B11-M-063,HCPI,EM12,2025-06-01,2025-10-01,5,209.1115,207.5,202.1,3.4693,2.6719,0.7974,False
B11-M-063,HCPI,EM12,2025-06-01,2025-11-01,6,209.3593,207.2,202.4,3.4384,2.3715,1.0669,False
B11-M-063,HCPI,EM12,2025-06-01,2025-12-01,7,210.1612,210.5,204.6,2.7181,2.8837,-0.1656,True
B11-M-063,HCPI,EM12,2025-06-01,2026-01-01,8,210.6246,211.4,206.4,2.0468,2.4225,-0.3757,True
B11-M-063,HCPI,EM12,2025-06-01,2026-02-01,9,210.885,209.4,206.2,2.2721,1.5519,0.7202,False
B11-M-063,HCPI,EM12,2025-06-01,2026-03-01,10,211.0596,210.9,206.0,2.4561,2.3786,0.0775,True
B11-M-063,HCPI,EM12,2025-06-01,2026-04-01,11,211.2263,216.3,206.5,2.2888,4.7458,-2.457,False
B11-M-063,HCPI,EM12,2025-06-01,2026-05-01,12,211.4983,218.8,207.5,1.9269,5.4458,-3.5189,False
B11-M-064,HCPI,EM12,2025-07-01,2025-07-01,1,209.0751,208.3,206.9,1.0513,0.6767,0.3746,True
B11-M-064,HCPI,EM12,2025-07-01,2025-08-01,2,208.5596,207.2,204.1,2.185,1.5189,0.6662,False
B11-M-064,HCPI,EM12,2025-07-01,2025-09-01,3,208.3652,207.4,203.1,2.5924,2.1172,0.4752,True
B11-M-064,HCPI,EM12,2025-07-01,2025-10-01,4,208.1745,207.5,202.1,3.0057,2.6719,0.3337,True
B11-M-064,HCPI,EM12,2025-07-01,2025-11-01,5,208.5342,207.2,202.4,3.0307,2.3715,0.6592,False
B11-M-064,HCPI,EM12,2025-07-01,2025-12-01,6,209.2285,210.5,204.6,2.2622,2.8837,-0.6215,False
B11-M-064,HCPI,EM12,2025-07-01,2026-01-01,7,209.8667,211.4,206.4,1.6796,2.4225,-0.7429,False
B11-M-064,HCPI,EM12,2025-07-01,2026-02-01,8,209.8442,209.4,206.2,1.7673,1.5519,0.2154,True
B11-M-064,HCPI,EM12,2025-07-01,2026-03-01,9,209.7055,210.9,206.0,1.7988,2.3786,-0.5799,False
B11-M-064,HCPI,EM12,2025-07-01,2026-04-01,10,210.2077,216.3,206.5,1.7955,4.7458,-2.9502,False
B11-M-064,HCPI,EM12,2025-07-01,2026-05-01,11,210.8313,218.8,207.5,1.6055,5.4458,-3.8403,False
B11-M-064,HCPI,EM12,2025-07-01,2026-06-01,12,211.3777,222.3,208.7,1.283,6.5165,-5.2335,False
B11-M-065,HCPI,EM12,2025-08-01,2025-08-01,1,210.3756,207.2,204.1,3.0747,1.5189,1.5559,False
B11-M-065,HCPI,EM12,2025-08-01,2025-09-01,2,210.4783,207.4,203.1,3.6328,2.1172,1.5156,False
B11-M-065,HCPI,EM12,2025-08-01,2025-10-01,3,210.9479,207.5,202.1,4.378,2.6719,1.7061,False
B11-M-065,HCPI,EM12,2025-08-01,2025-11-01,4,211.9624,207.2,202.4,4.7245,2.3715,2.353,False
B11-M-065,HCPI,EM12,2025-08-01,2025-12-01,5,213.2873,210.5,204.6,4.246,2.8837,1.3623,False
B11-M-065,HCPI,EM12,2025-08-01,2026-01-01,6,214.9613,211.4,206.4,4.1479,2.4225,1.7254,False
B11-M-065,HCPI,EM12,2025-08-01,2026-02-01,7,214.8592,209.4,206.2,4.1994,1.5519,2.6475,False
B11-M-065,HCPI,EM12,2025-08-01,2026-03-01,8,214.7407,210.9,206.0,4.243,2.3786,1.8644,False
B11-M-065,HCPI,EM12,2025-08-01,2026-04-01,9,215.3708,216.3,206.5,4.2958,4.7458,-0.45,True
B11-M-065,HCPI,EM12,2025-08-01,2026-05-01,10,216.0168,218.8,207.5,4.1045,5.4458,-1.3413,False
B11-M-065,HCPI,EM12,2025-08-01,2026-06-01,11,217.7787,222.3,208.7,4.3501,6.5165,-2.1664,False
B11-M-065,HCPI,EM12,2025-08-01,2026-07-01,12,218.2513,223.4,208.3,4.7774,7.2492,-2.4718,False
B11-M-066,HCPI,EM12,2025-09-01,2025-09-01,1,206.7213,207.4,203.1,1.783,2.1172,-0.3341,True
B11-M-066,HCPI,EM12,2025-09-01,2025-10-01,2,206.656,207.5,202.1,2.2543,2.6719,-0.4176,True
B11-M-066,HCPI,EM12,2025-09-01,2025-11-01,3,206.9811,207.2,202.4,2.2634,2.3715,-0.1082,True
B11-M-066,HCPI,EM12,2025-09-01,2025-12-01,4,208.2358,210.5,204.6,1.777,2.8837,-1.1066,False
B11-M-066,HCPI,EM12,2025-09-01,2026-01-01,5,208.7063,211.4,206.4,1.1174,2.4225,-1.3051,False
B11-M-066,HCPI,EM12,2025-09-01,2026-02-01,6,208.4956,209.4,206.2,1.1133,1.5519,-0.4386,True
B11-M-066,HCPI,EM12,2025-09-01,2026-03-01,7,207.6848,210.9,206.0,0.8179,2.3786,-1.5608,False
B11-M-066,HCPI,EM12,2025-09-01,2026-04-01,8,208.7203,216.3,206.5,1.0752,4.7458,-3.6706,False
B11-M-066,HCPI,EM12,2025-09-01,2026-05-01,9,210.0119,218.8,207.5,1.2105,5.4458,-4.2352,False
B11-M-066,HCPI,EM12,2025-09-01,2026-06-01,10,211.6493,222.3,208.7,1.4132,6.5165,-5.1033,False
B11-M-066,HCPI,EM12,2025-09-01,2026-07-01,11,211.6361,223.4,208.3,1.6016,7.2492,-5.6476,False
B11-M-066,HCPI,EM12,2025-09-01,2026-08-01,12,211.1328,223.9,207.2,1.8981,8.0598,-6.1618,False
B11-M-067,HCPI,EM13,2025-04-01,2025-04-01,1,205.6138,206.5,208.2,-1.2422,-0.8165,-0.4257,True
B11-M-067,HCPI,EM13,2025-04-01,2025-05-01,2,206.2873,207.5,206.3,-0.0061,0.5817,-0.5878,False
B11-M-067,HCPI,EM13,2025-04-01,2025-06-01,3,206.5851,208.7,208.1,-0.728,0.2883,-1.0163,False
B11-M-067,HCPI,EM13,2025-04-01,2025-07-01,4,206.1878,208.3,206.9,-0.3442,0.6767,-1.0209,False
B11-M-067,HCPI,EM13,2025-04-01,2025-08-01,5,206.5033,207.2,204.1,1.1775,1.5189,-0.3414,True
B11-M-067,HCPI,EM13,2025-04-01,2025-09-01,6,206.4488,207.4,203.1,1.6489,2.1172,-0.4683,True
B11-M-067,HCPI,EM13,2025-04-01,2025-10-01,7,206.4398,207.5,202.1,2.1473,2.6719,-0.5246,False
B11-M-067,HCPI,EM13,2025-04-01,2025-11-01,8,206.4336,207.2,202.4,1.9929,2.3715,-0.3786,True
B11-M-067,HCPI,EM13,2025-04-01,2025-12-01,9,206.6178,210.5,204.6,0.9862,2.8837,-1.8975,False
B11-M-067,HCPI,EM13,2025-04-01,2026-01-01,10,206.1335,211.4,206.4,-0.1291,2.4225,-2.5516,False
B11-M-067,HCPI,EM13,2025-04-01,2026-02-01,11,205.7814,209.4,206.2,-0.203,1.5519,-1.7549,False
B11-M-067,HCPI,EM13,2025-04-01,2026-03-01,12,205.7991,210.9,206.0,-0.0975,2.3786,-2.4761,False
B11-M-068,HCPI,EM13,2025-05-01,2025-05-01,1,206.4727,207.5,206.3,0.0837,0.5817,-0.498,True
