exp_id,var,em,horizon_start,date,h,mean,actual,lag12,yoy_fc,yoy_act,gap_pp,pass
B11-M-001,HCPI,EM2,2025-04-01,2025-04-01,1,203.0198,206.5,208.2,-2.4881,-0.8165,-1.6716,False
B11-M-001,HCPI,EM2,2025-04-01,2025-05-01,2,203.1037,207.5,206.3,-1.5493,0.5817,-2.131,False
B11-M-001,HCPI,EM2,2025-04-01,2025-06-01,3,203.046,208.7,208.1,-2.4287,0.2883,-2.717,False
B11-M-001,HCPI,EM2,2025-04-01,2025-07-01,4,202.4878,208.3,206.9,-2.1325,0.6767,-2.8092,False
B11-M-001,HCPI,EM2,2025-04-01,2025-08-01,5,202.8237,207.2,204.1,-0.6254,1.5189,-2.1442,False
B11-M-001,HCPI,EM2,2025-04-01,2025-09-01,6,202.8939,207.4,203.1,-0.1015,2.1172,-2.2187,False
B11-M-001,HCPI,EM2,2025-04-01,2025-10-01,7,203.1199,207.5,202.1,0.5046,2.6719,-2.1673,False
B11-M-001,HCPI,EM2,2025-04-01,2025-11-01,8,203.3969,207.2,202.4,0.4925,2.3715,-1.879,False
B11-M-001,HCPI,EM2,2025-04-01,2025-12-01,9,203.7053,210.5,204.6,-0.4373,2.8837,-3.321,False
B11-M-001,HCPI,EM2,2025-04-01,2026-01-01,10,202.9294,211.4,206.4,-1.6815,2.4225,-4.104,False
B11-M-001,HCPI,EM2,2025-04-01,2026-02-01,11,201.7175,209.4,206.2,-2.1739,1.5519,-3.7257,False
B11-M-001,HCPI,EM2,2025-04-01,2026-03-01,12,201.4026,210.9,206.0,-2.2317,2.3786,-4.6104,False
B11-M-002,HCPI,EM2,2025-05-01,2025-05-01,1,205.8545,207.5,206.3,-0.2159,0.5817,-0.7976,False
B11-M-002,HCPI,EM2,2025-05-01,2025-06-01,2,205.8085,208.7,208.1,-1.1012,0.2883,-1.3895,False
B11-M-002,HCPI,EM2,2025-05-01,2025-07-01,3,206.2436,208.3,206.9,-0.3172,0.6767,-0.9939,False
B11-M-002,HCPI,EM2,2025-05-01,2025-08-01,4,205.6159,207.2,204.1,0.7427,1.5189,-0.7761,False
B11-M-002,HCPI,EM2,2025-05-01,2025-09-01,5,205.5229,207.4,203.1,1.193,2.1172,-0.9242,False
B11-M-002,HCPI,EM2,2025-05-01,2025-10-01,6,206.3934,207.5,202.1,2.1244,2.6719,-0.5475,False
B11-M-002,HCPI,EM2,2025-05-01,2025-11-01,7,206.0332,207.2,202.4,1.7951,2.3715,-0.5765,False
B11-M-002,HCPI,EM2,2025-05-01,2025-12-01,8,206.5406,210.5,204.6,0.9485,2.8837,-1.9352,False
B11-M-002,HCPI,EM2,2025-05-01,2026-01-01,9,206.9484,211.4,206.4,0.2657,2.4225,-2.1568,False
B11-M-002,HCPI,EM2,2025-05-01,2026-02-01,10,206.5899,209.4,206.2,0.1891,1.5519,-1.3628,False
B11-M-002,HCPI,EM2,2025-05-01,2026-03-01,11,206.48,210.9,206.0,0.233,2.3786,-2.1456,False
B11-M-002,HCPI,EM2,2025-05-01,2026-04-01,12,206.148,216.3,206.5,-0.1705,4.7458,-4.9162,False
B11-M-003,HCPI,EM2,2025-06-01,2025-06-01,1,205.7778,208.7,208.1,-1.1159,0.2883,-1.4042,False
B11-M-003,HCPI,EM2,2025-06-01,2025-07-01,2,206.2359,208.3,206.9,-0.321,0.6767,-0.9976,False
B11-M-003,HCPI,EM2,2025-06-01,2025-08-01,3,206.7465,207.2,204.1,1.2967,1.5189,-0.2222,True
B11-M-003,HCPI,EM2,2025-06-01,2025-09-01,4,207.066,207.4,203.1,1.9527,2.1172,-0.1645,True
B11-M-003,HCPI,EM2,2025-06-01,2025-10-01,5,207.4768,207.5,202.1,2.6605,2.6719,-0.0115,True
B11-M-003,HCPI,EM2,2025-06-01,2025-11-01,6,207.9727,207.2,202.4,2.7533,2.3715,0.3818,True
B11-M-003,HCPI,EM2,2025-06-01,2025-12-01,7,208.5634,210.5,204.6,1.9372,2.8837,-0.9465,False
B11-M-003,HCPI,EM2,2025-06-01,2026-01-01,8,209.2681,211.4,206.4,1.3896,2.4225,-1.0329,False
B11-M-003,HCPI,EM2,2025-06-01,2026-02-01,9,209.9234,209.4,206.2,1.8057,1.5519,0.2538,True
B11-M-003,HCPI,EM2,2025-06-01,2026-03-01,10,210.0414,210.9,206.0,1.9618,2.3786,-0.4168,True
B11-M-003,HCPI,EM2,2025-06-01,2026-04-01,11,210.7494,216.3,206.5,2.0578,4.7458,-2.688,False
B11-M-003,HCPI,EM2,2025-06-01,2026-05-01,12,211.0891,218.8,207.5,1.7297,5.4458,-3.7161,False
B11-M-004,HCPI,EM2,2025-07-01,2025-07-01,1,206.1996,208.3,206.9,-0.3385,0.6767,-1.0152,False
B11-M-004,HCPI,EM2,2025-07-01,2025-08-01,2,205.74,207.2,204.1,0.8035,1.5189,-0.7154,False
B11-M-004,HCPI,EM2,2025-07-01,2025-09-01,3,205.414,207.4,203.1,1.1393,2.1172,-0.9779,False
B11-M-004,HCPI,EM2,2025-07-01,2025-10-01,4,205.2531,207.5,202.1,1.5602,2.6719,-1.1118,False
B11-M-004,HCPI,EM2,2025-07-01,2025-11-01,5,205.5596,207.2,202.4,1.5611,2.3715,-0.8105,False
B11-M-004,HCPI,EM2,2025-07-01,2025-12-01,6,206.8551,210.5,204.6,1.1022,2.8837,-1.7815,False
B11-M-004,HCPI,EM2,2025-07-01,2026-01-01,7,207.6184,211.4,206.4,0.5903,2.4225,-1.8322,False
B11-M-004,HCPI,EM2,2025-07-01,2026-02-01,8,207.66,209.4,206.2,0.708,1.5519,-0.8439,False
B11-M-004,HCPI,EM2,2025-07-01,2026-03-01,9,207.0078,210.9,206.0,0.4892,2.3786,-1.8894,False
B11-M-004,HCPI,EM2,2025-07-01,2026-04-01,10,207.257,216.3,206.5,0.3666,4.7458,-4.3792,False
B11-M-004,HCPI,EM2,2025-07-01,2026-05-01,11,207.6858,218.8,207.5,0.0895,5.4458,-5.3562,False
B11-M-004,HCPI,EM2,2025-07-01,2026-06-01,12,208.3937,222.3,208.7,-0.1468,6.5165,-6.6633,False
B11-M-005,HCPI,EM2,2025-08-01,2025-08-01,1,213.3648,207.2,204.1,4.5393,1.5189,3.0205,False
B11-M-005,HCPI,EM2,2025-08-01,2025-09-01,2,213.6201,207.4,203.1,5.1798,2.1172,3.0626,False
B11-M-005,HCPI,EM2,2025-08-01,2025-10-01,3,214.3434,207.5,202.1,6.0581,2.6719,3.3862,False
B11-M-005,HCPI,EM2,2025-08-01,2025-11-01,4,215.0369,207.2,202.4,6.2435,2.3715,3.872,False
B11-M-005,HCPI,EM2,2025-08-01,2025-12-01,5,215.9823,210.5,204.6,5.5632,2.8837,2.6795,False
B11-M-005,HCPI,EM2,2025-08-01,2026-01-01,6,218.2882,211.4,206.4,5.7598,2.4225,3.3373,False
B11-M-005,HCPI,EM2,2025-08-01,2026-02-01,7,218.4122,209.4,206.2,5.9225,1.5519,4.3706,False
B11-M-005,HCPI,EM2,2025-08-01,2026-03-01,8,218.6393,210.9,206.0,6.1356,2.3786,3.7569,False
B11-M-005,HCPI,EM2,2025-08-01,2026-04-01,9,218.8819,216.3,206.5,5.9961,4.7458,1.2503,False
B11-M-005,HCPI,EM2,2025-08-01,2026-05-01,10,219.154,218.8,207.5,5.6164,5.4458,0.1706,True
B11-M-005,HCPI,EM2,2025-08-01,2026-06-01,11,220.0559,222.3,208.7,5.4413,6.5165,-1.0753,False
B11-M-005,HCPI,EM2,2025-08-01,2026-07-01,12,220.3861,223.4,208.3,5.8023,7.2492,-1.4469,False
B11-M-006,HCPI,EM2,2025-09-01,2025-09-01,1,206.7849,207.4,203.1,1.8143,2.1172,-0.3029,True
B11-M-006,HCPI,EM2,2025-09-01,2025-10-01,2,206.617,207.5,202.1,2.235,2.6719,-0.4369,True
B11-M-006,HCPI,EM2,2025-09-01,2025-11-01,3,207.078,207.2,202.4,2.3113,2.3715,-0.0603,True
B11-M-006,HCPI,EM2,2025-09-01,2025-12-01,4,207.5825,210.5,204.6,1.4577,2.8837,-1.4259,False
B11-M-006,HCPI,EM2,2025-09-01,2026-01-01,5,208.2906,211.4,206.4,0.916,2.4225,-1.5065,False
B11-M-006,HCPI,EM2,2025-09-01,2026-02-01,6,208.4776,209.4,206.2,1.1045,1.5519,-0.4473,True
B11-M-006,HCPI,EM2,2025-09-01,2026-03-01,7,208.1455,210.9,206.0,1.0415,2.3786,-1.3371,False
B11-M-006,HCPI,EM2,2025-09-01,2026-04-01,8,208.9033,216.3,206.5,1.1638,4.7458,-3.5819,False
B11-M-006,HCPI,EM2,2025-09-01,2026-05-01,9,209.8318,218.8,207.5,1.1238,5.4458,-4.322,False
B11-M-006,HCPI,EM2,2025-09-01,2026-06-01,10,210.9707,222.3,208.7,1.088,6.5165,-5.4285,False
B11-M-006,HCPI,EM2,2025-09-01,2026-07-01,11,211.1204,223.4,208.3,1.354,7.2492,-5.8952,False
B11-M-006,HCPI,EM2,2025-09-01,2026-08-01,12,210.664,223.9,207.2,1.6718,8.0598,-6.388,False
B11-M-007,HCPI,EM3,2025-04-01,2025-04-01,1,204.098,206.5,208.2,-1.9702,-0.8165,-1.1537,False
B11-M-007,HCPI,EM3,2025-04-01,2025-05-01,2,204.8726,207.5,206.3,-0.6919,0.5817,-1.2736,False
B11-M-007,HCPI,EM3,2025-04-01,2025-06-01,3,205.1763,208.7,208.1,-1.4049,0.2883,-1.6933,False
B11-M-007,HCPI,EM3,2025-04-01,2025-07-01,4,204.8844,208.3,206.9,-0.9742,0.6767,-1.6508,False
B11-M-007,HCPI,EM3,2025-04-01,2025-08-01,5,205.166,207.2,204.1,0.5223,1.5189,-0.9966,False
B11-M-007,HCPI,EM3,2025-04-01,2025-09-01,6,205.1129,207.4,203.1,0.9911,2.1172,-1.1261,False
B11-M-007,HCPI,EM3,2025-04-01,2025-10-01,7,205.0982,207.5,202.1,1.4835,2.6719,-1.1884,False
B11-M-007,HCPI,EM3,2025-04-01,2025-11-01,8,205.1311,207.2,202.4,1.3493,2.3715,-1.0222,False
B11-M-007,HCPI,EM3,2025-04-01,2025-12-01,9,205.1139,210.5,204.6,0.2512,2.8837,-2.6325,False
B11-M-007,HCPI,EM3,2025-04-01,2026-01-01,10,204.491,211.4,206.4,-0.9249,2.4225,-3.3474,False
B11-M-007,HCPI,EM3,2025-04-01,2026-02-01,11,204.124,209.4,206.2,-1.0068,1.5519,-2.5587,False
B11-M-007,HCPI,EM3,2025-04-01,2026-03-01,12,204.1878,210.9,206.0,-0.8797,2.3786,-3.2584,False
B11-M-008,HCPI,EM3,2025-05-01,2025-05-01,1,205.0396,207.5,206.3,-0.611,0.5817,-1.1926,False
B11-M-008,HCPI,EM3,2025-05-01,2025-06-01,2,205.4192,208.7,208.1,-1.2882,0.2883,-1.5765,False
B11-M-008,HCPI,EM3,2025-05-01,2025-07-01,3,205.5337,208.3,206.9,-0.6604,0.6767,-1.337,False
B11-M-008,HCPI,EM3,2025-05-01,2025-08-01,4,205.1903,207.2,204.1,0.5342,1.5189,-0.9847,False
B11-M-008,HCPI,EM3,2025-05-01,2025-09-01,5,205.6332,207.4,203.1,1.2473,2.1172,-0.8699,False
B11-M-008,HCPI,EM3,2025-05-01,2025-10-01,6,205.8269,207.5,202.1,1.8441,2.6719,-0.8279,False
B11-M-008,HCPI,EM3,2025-05-01,2025-11-01,7,206.6522,207.2,202.4,2.1009,2.3715,-0.2707,True
B11-M-008,HCPI,EM3,2025-05-01,2025-12-01,8,207.3195,210.5,204.6,1.3292,2.8837,-1.5545,False
B11-M-008,HCPI,EM3,2025-05-01,2026-01-01,9,207.8921,211.4,206.4,0.7229,2.4225,-1.6996,False
B11-M-008,HCPI,EM3,2025-05-01,2026-02-01,10,208.3361,209.4,206.2,1.0359,1.5519,-0.516,False
B11-M-008,HCPI,EM3,2025-05-01,2026-03-01,11,208.3002,210.9,206.0,1.1166,2.3786,-1.262,False
B11-M-008,HCPI,EM3,2025-05-01,2026-04-01,12,208.5087,216.3,206.5,0.9727,4.7458,-3.773,False
B11-M-009,HCPI,EM3,2025-06-01,2025-06-01,1,208.4538,208.7,208.1,0.17,0.2883,-0.1183,True
B11-M-009,HCPI,EM3,2025-06-01,2025-07-01,2,208.6023,208.3,206.9,0.8228,0.6767,0.1461,True
B11-M-009,HCPI,EM3,2025-06-01,2025-08-01,3,208.5386,207.2,204.1,2.1747,1.5189,0.6558,False
B11-M-009,HCPI,EM3,2025-06-01,2025-09-01,4,208.1966,207.4,203.1,2.5094,2.1172,0.3922,True
B11-M-009,HCPI,EM3,2025-06-01,2025-10-01,5,208.4378,207.5,202.1,3.136,2.6719,0.464,True
B11-M-009,HCPI,EM3,2025-06-01,2025-11-01,6,208.7127,207.2,202.4,3.1189,2.3715,0.7474,False
B11-M-009,HCPI,EM3,2025-06-01,2025-12-01,7,209.5722,210.5,204.6,2.4302,2.8837,-0.4535,True
B11-M-009,HCPI,EM3,2025-06-01,2026-01-01,8,210.0676,211.4,206.4,1.777,2.4225,-0.6455,False
B11-M-009,HCPI,EM3,2025-06-01,2026-02-01,9,210.4081,209.4,206.2,2.0408,1.5519,0.4889,True
B11-M-009,HCPI,EM3,2025-06-01,2026-03-01,10,210.639,210.9,206.0,2.2519,2.3786,-0.1267,True
B11-M-009,HCPI,EM3,2025-06-01,2026-04-01,11,210.7194,216.3,206.5,2.0433,4.7458,-2.7025,False
B11-M-009,HCPI,EM3,2025-06-01,2026-05-01,12,210.9613,218.8,207.5,1.6681,5.4458,-3.7777,False
B11-M-010,HCPI,EM3,2025-07-01,2025-07-01,1,205.5509,208.3,206.9,-0.6521,0.6767,-1.3287,False
B11-M-010,HCPI,EM3,2025-07-01,2025-08-01,2,205.3654,207.2,204.1,0.62,1.5189,-0.8989,False
B11-M-010,HCPI,EM3,2025-07-01,2025-09-01,3,205.2138,207.4,203.1,1.0408,2.1172,-1.0764,False
B11-M-010,HCPI,EM3,2025-07-01,2025-10-01,4,205.1267,207.5,202.1,1.4976,2.6719,-1.1743,False
B11-M-010,HCPI,EM3,2025-07-01,2025-11-01,5,205.5958,207.2,202.4,1.579,2.3715,-0.7926,False
B11-M-010,HCPI,EM3,2025-07-01,2025-12-01,6,206.5148,210.5,204.6,0.9359,2.8837,-1.9478,False
B11-M-010,HCPI,EM3,2025-07-01,2026-01-01,7,207.4675,211.4,206.4,0.5172,2.4225,-1.9053,False
B11-M-010,HCPI,EM3,2025-07-01,2026-02-01,8,207.5968,209.4,206.2,0.6774,1.5519,-0.8745,False
B11-M-010,HCPI,EM3,2025-07-01,2026-03-01,9,206.9613,210.9,206.0,0.4666,2.3786,-1.912,False
B11-M-010,HCPI,EM3,2025-07-01,2026-04-01,10,206.4602,216.3,206.5,-0.0193,4.7458,-4.765,False
B11-M-010,HCPI,EM3,2025-07-01,2026-05-01,11,207.2207,218.8,207.5,-0.1346,5.4458,-5.5804,False
B11-M-010,HCPI,EM3,2025-07-01,2026-06-01,12,208.2797,222.3,208.7,-0.2014,6.5165,-6.7179,False
B11-M-011,HCPI,EM3,2025-08-01,2025-08-01,1,213.9516,207.2,204.1,4.8268,1.5189,3.308,False
B11-M-011,HCPI,EM3,2025-08-01,2025-09-01,2,214.1153,207.4,203.1,5.4236,2.1172,3.3064,False
B11-M-011,HCPI,EM3,2025-08-01,2025-10-01,3,214.9669,207.5,202.1,6.3666,2.6719,3.6946,False
B11-M-011,HCPI,EM3,2025-08-01,2025-11-01,4,215.8111,207.2,202.4,6.626,2.3715,4.2545,False
B11-M-011,HCPI,EM3,2025-08-01,2025-12-01,5,216.9414,210.5,204.6,6.032,2.8837,3.1483,False
B11-M-011,HCPI,EM3,2025-08-01,2026-01-01,6,218.7803,211.4,206.4,5.9982,2.4225,3.5757,False
B11-M-011,HCPI,EM3,2025-08-01,2026-02-01,7,218.8572,209.4,206.2,6.1383,1.5519,4.5864,False
B11-M-011,HCPI,EM3,2025-08-01,2026-03-01,8,219.1679,210.9,206.0,6.3922,2.3786,4.0136,False
B11-M-011,HCPI,EM3,2025-08-01,2026-04-01,9,219.7674,216.3,206.5,6.4249,4.7458,1.6791,False
B11-M-011,HCPI,EM3,2025-08-01,2026-05-01,10,219.6309,218.8,207.5,5.8462,5.4458,0.4005,True
B11-M-011,HCPI,EM3,2025-08-01,2026-06-01,11,220.8529,222.3,208.7,5.8231,6.5165,-0.6934,False
B11-M-011,HCPI,EM3,2025-08-01,2026-07-01,12,221.3383,223.4,208.3,6.2594,7.2492,-0.9898,False
B11-M-012,HCPI,EM3,2025-09-01,2025-09-01,1,210.2256,207.4,203.1,3.5084,2.1172,1.3912,False
B11-M-012,HCPI,EM3,2025-09-01,2025-10-01,2,210.1932,207.5,202.1,4.0046,2.6719,1.3326,False
B11-M-012,HCPI,EM3,2025-09-01,2025-11-01,3,211.6972,207.2,202.4,4.5935,2.3715,2.2219,False
B11-M-012,HCPI,EM3,2025-09-01,2025-12-01,4,213.3537,210.5,204.6,4.2784,2.8837,1.3948,False
B11-M-012,HCPI,EM3,2025-09-01,2026-01-01,5,214.7733,211.4,206.4,4.0568,2.4225,1.6344,False
B11-M-012,HCPI,EM3,2025-09-01,2026-02-01,6,214.9569,209.4,206.2,4.2468,1.5519,2.6949,False
B11-M-012,HCPI,EM3,2025-09-01,2026-03-01,7,214.989,210.9,206.0,4.3636,2.3786,1.9849,False
B11-M-012,HCPI,EM3,2025-09-01,2026-04-01,8,216.2094,216.3,206.5,4.7019,4.7458,-0.0439,True
B11-M-012,HCPI,EM3,2025-09-01,2026-05-01,9,217.4289,218.8,207.5,4.785,5.4458,-0.6607,False
B11-M-012,HCPI,EM3,2025-09-01,2026-06-01,10,218.8254,222.3,208.7,4.8516,6.5165,-1.6649,False
B11-M-012,HCPI,EM3,2025-09-01,2026-07-01,11,219.4184,223.4,208.3,5.3377,7.2492,-1.9115,False
B11-M-012,HCPI,EM3,2025-09-01,2026-08-01,12,219.1862,223.9,207.2,5.7849,8.0598,-2.275,False
B11-M-013,HCPI,EM4,2025-04-01,2025-04-01,1,203.2627,206.5,208.2,-2.3714,-0.8165,-1.5549,False
B11-M-013,HCPI,EM4,2025-04-01,2025-05-01,2,203.3521,207.5,206.3,-1.4289,0.5817,-2.0106,False
B11-M-013,HCPI,EM4,2025-04-01,2025-06-01,3,203.2917,208.7,208.1,-2.3106,0.2883,-2.5989,False
B11-M-013,HCPI,EM4,2025-04-01,2025-07-01,4,202.7374,208.3,206.9,-2.0119,0.6767,-2.6886,False
B11-M-013,HCPI,EM4,2025-04-01,2025-08-01,5,203.0861,207.2,204.1,-0.4967,1.5189,-2.0156,False
B11-M-013,HCPI,EM4,2025-04-01,2025-09-01,6,203.1633,207.4,203.1,0.0311,2.1172,-2.086,False
B11-M-013,HCPI,EM4,2025-04-01,2025-10-01,7,203.364,207.5,202.1,0.6254,2.6719,-2.0465,False
B11-M-013,HCPI,EM4,2025-04-01,2025-11-01,8,203.6255,207.2,202.4,0.6055,2.3715,-1.766,False
B11-M-013,HCPI,EM4,2025-04-01,2025-12-01,9,203.9215,210.5,204.6,-0.3316,2.8837,-3.2153,False
B11-M-013,HCPI,EM4,2025-04-01,2026-01-01,10,203.1426,211.4,206.4,-1.5782,2.4225,-4.0007,False
B11-M-013,HCPI,EM4,2025-04-01,2026-02-01,11,201.8512,209.4,206.2,-2.109,1.5519,-3.6609,False
B11-M-013,HCPI,EM4,2025-04-01,2026-03-01,12,201.5491,210.9,206.0,-2.1606,2.3786,-4.5393,False
B11-M-014,HCPI,EM4,2025-05-01,2025-05-01,1,205.8696,207.5,206.3,-0.2086,0.5817,-0.7903,False
B11-M-014,HCPI,EM4,2025-05-01,2025-06-01,2,205.8245,208.7,208.1,-1.0934,0.2883,-1.3818,False
B11-M-014,HCPI,EM4,2025-05-01,2025-07-01,3,206.2496,208.3,206.9,-0.3144,0.6767,-0.991,False
B11-M-014,HCPI,EM4,2025-05-01,2025-08-01,4,205.6365,207.2,204.1,0.7528,1.5189,-0.7661,False
B11-M-014,HCPI,EM4,2025-05-01,2025-09-01,5,205.5457,207.4,203.1,1.2042,2.1172,-0.913,False
B11-M-014,HCPI,EM4,2025-05-01,2025-10-01,6,206.3959,207.5,202.1,2.1256,2.6719,-0.5463,False
B11-M-014,HCPI,EM4,2025-05-01,2025-11-01,7,206.0441,207.2,202.4,1.8004,2.3715,-0.5711,False
B11-M-014,HCPI,EM4,2025-05-01,2025-12-01,8,206.5397,210.5,204.6,0.948,2.8837,-1.9356,False
B11-M-014,HCPI,EM4,2025-05-01,2026-01-01,9,206.938,211.4,206.4,0.2606,2.4225,-2.1618,False
B11-M-014,HCPI,EM4,2025-05-01,2026-02-01,10,206.5878,209.4,206.2,0.1881,1.5519,-1.3638,False
B11-M-014,HCPI,EM4,2025-05-01,2026-03-01,11,206.4805,210.9,206.0,0.2333,2.3786,-2.1454,False
B11-M-014,HCPI,EM4,2025-05-01,2026-04-01,12,206.1562,216.3,206.5,-0.1665,4.7458,-4.9123,False
B11-M-015,HCPI,EM4,2025-06-01,2025-06-01,1,205.7626,208.7,208.1,-1.1232,0.2883,-1.4115,False
B11-M-015,HCPI,EM4,2025-06-01,2025-07-01,2,206.2163,208.3,206.9,-0.3304,0.6767,-1.0071,False
B11-M-015,HCPI,EM4,2025-06-01,2025-08-01,3,206.7233,207.2,204.1,1.2853,1.5189,-0.2335,True
B11-M-015,HCPI,EM4,2025-06-01,2025-09-01,4,207.0372,207.4,203.1,1.9386,2.1172,-0.1786,True
B11-M-015,HCPI,EM4,2025-06-01,2025-10-01,5,207.4436,207.5,202.1,2.644,2.6719,-0.0279,True
B11-M-015,HCPI,EM4,2025-06-01,2025-11-01,6,207.9364,207.2,202.4,2.7354,2.3715,0.3639,True
B11-M-015,HCPI,EM4,2025-06-01,2025-12-01,7,208.5237,210.5,204.6,1.9177,2.8837,-0.9659,False
B11-M-015,HCPI,EM4,2025-06-01,2026-01-01,8,209.2254,211.4,206.4,1.3689,2.4225,-1.0536,False
B11-M-015,HCPI,EM4,2025-06-01,2026-02-01,9,209.8786,209.4,206.2,1.784,1.5519,0.2321,True
B11-M-015,HCPI,EM4,2025-06-01,2026-03-01,10,209.991,210.9,206.0,1.9374,2.3786,-0.4412,True
B11-M-015,HCPI,EM4,2025-06-01,2026-04-01,11,210.6962,216.3,206.5,2.032,4.7458,-2.7137,False
B11-M-015,HCPI,EM4,2025-06-01,2026-05-01,12,211.0326,218.8,207.5,1.7025,5.4458,-3.7433,False
B11-M-016,HCPI,EM4,2025-07-01,2025-07-01,1,207.9404,208.3,206.9,0.5029,0.6767,-0.1738,True
B11-M-016,HCPI,EM4,2025-07-01,2025-08-01,2,207.3969,207.2,204.1,1.6153,1.5189,0.0965,True
B11-M-016,HCPI,EM4,2025-07-01,2025-09-01,3,207.7848,207.4,203.1,2.3067,2.1172,0.1895,True
B11-M-016,HCPI,EM4,2025-07-01,2025-10-01,4,207.4704,207.5,202.1,2.6573,2.6719,-0.0147,True
B11-M-016,HCPI,EM4,2025-07-01,2025-11-01,5,207.8406,207.2,202.4,2.688,2.3715,0.3165,True
B11-M-016,HCPI,EM4,2025-07-01,2025-12-01,6,208.8422,210.5,204.6,2.0734,2.8837,-0.8102,False
B11-M-016,HCPI,EM4,2025-07-01,2026-01-01,7,209.6579,211.4,206.4,1.5785,2.4225,-0.844,False
B11-M-016,HCPI,EM4,2025-07-01,2026-02-01,8,209.2416,209.4,206.2,1.4751,1.5519,-0.0768,True
B11-M-016,HCPI,EM4,2025-07-01,2026-03-01,9,209.4611,210.9,206.0,1.6801,2.3786,-0.6985,False
B11-M-016,HCPI,EM4,2025-07-01,2026-04-01,10,209.588,216.3,206.5,1.4954,4.7458,-3.2504,False
B11-M-016,HCPI,EM4,2025-07-01,2026-05-01,11,210.0688,218.8,207.5,1.238,5.4458,-4.2078,False
B11-M-016,HCPI,EM4,2025-07-01,2026-06-01,12,210.6774,222.3,208.7,0.9475,6.5165,-5.5691,False
B11-M-017,HCPI,EM4,2025-08-01,2025-08-01,1,218.4965,207.2,204.1,7.0537,1.5189,5.5348,False
B11-M-017,HCPI,EM4,2025-08-01,2025-09-01,2,219.0827,207.4,203.1,7.8694,2.1172,5.7522,False
B11-M-017,HCPI,EM4,2025-08-01,2025-10-01,3,220.2494,207.5,202.1,8.9804,2.6719,6.3085,False
B11-M-017,HCPI,EM4,2025-08-01,2025-11-01,4,221.3027,207.2,202.4,9.3393,2.3715,6.9678,False
B11-M-017,HCPI,EM4,2025-08-01,2025-12-01,5,222.4503,210.5,204.6,8.7245,2.8837,5.8408,False
B11-M-017,HCPI,EM4,2025-08-01,2026-01-01,6,225.1794,211.4,206.4,9.0985,2.4225,6.6761,False
B11-M-017,HCPI,EM4,2025-08-01,2026-02-01,7,225.4827,209.4,206.2,9.3515,1.5519,7.7996,False
B11-M-017,HCPI,EM4,2025-08-01,2026-03-01,8,225.7261,210.9,206.0,9.5758,2.3786,7.1971,False
B11-M-017,HCPI,EM4,2025-08-01,2026-04-01,9,226.6803,216.3,206.5,9.7726,4.7458,5.0268,False
B11-M-017,HCPI,EM4,2025-08-01,2026-05-01,10,227.1976,218.8,207.5,9.4928,5.4458,4.047,False
B11-M-017,HCPI,EM4,2025-08-01,2026-06-01,11,228.5428,222.3,208.7,9.5078,6.5165,2.9913,False
B11-M-017,HCPI,EM4,2025-08-01,2026-07-01,12,229.4554,223.4,208.3,10.1562,7.2492,2.907,False
B11-M-018,HCPI,EM4,2025-09-01,2025-09-01,1,212.0564,207.4,203.1,4.4098,2.1172,2.2926,False
B11-M-018,HCPI,EM4,2025-09-01,2025-10-01,2,212.475,207.5,202.1,5.1336,2.6719,2.4617,False
B11-M-018,HCPI,EM4,2025-09-01,2025-11-01,3,214.1194,207.2,202.4,5.7902,2.3715,3.4187,False
B11-M-018,HCPI,EM4,2025-09-01,2025-12-01,4,215.8044,210.5,204.6,5.4763,2.8837,2.5926,False
B11-M-018,HCPI,EM4,2025-09-01,2026-01-01,5,217.7328,211.4,206.4,5.4907,2.4225,3.0682,False
B11-M-018,HCPI,EM4,2025-09-01,2026-02-01,6,218.4269,209.4,206.2,5.9296,1.5519,4.3777,False
B11-M-018,HCPI,EM4,2025-09-01,2026-03-01,7,218.9472,210.9,206.0,6.285,2.3786,3.9064,False
B11-M-018,HCPI,EM4,2025-09-01,2026-04-01,8,219.9072,216.3,206.5,6.4926,4.7458,1.7468,False
B11-M-018,HCPI,EM4,2025-09-01,2026-05-01,9,221.1167,218.8,207.5,6.5623,5.4458,1.1165,False
B11-M-018,HCPI,EM4,2025-09-01,2026-06-01,10,222.0723,222.3,208.7,6.4074,6.5165,-0.1091,True
B11-M-018,HCPI,EM4,2025-09-01,2026-07-01,11,222.7223,223.4,208.3,6.9238,7.2492,-0.3253,True
B11-M-018,HCPI,EM4,2025-09-01,2026-08-01,12,222.9985,223.9,207.2,7.6248,8.0598,-0.4351,True
B11-M-019,HCPI,EM5,2025-04-01,2025-04-01,1,203.2015,206.5,208.2,-2.4008,-0.8165,-1.5843,False
B11-M-019,HCPI,EM5,2025-04-01,2025-05-01,2,203.2046,207.5,206.3,-1.5004,0.5817,-2.0821,False
B11-M-019,HCPI,EM5,2025-04-01,2025-06-01,3,203.0986,208.7,208.1,-2.4034,0.2883,-2.6917,False
B11-M-019,HCPI,EM5,2025-04-01,2025-07-01,4,202.5401,208.3,206.9,-2.1073,0.6767,-2.7839,False
B11-M-019,HCPI,EM5,2025-04-01,2025-08-01,5,202.8401,207.2,204.1,-0.6173,1.5189,-2.1362,False
B11-M-019,HCPI,EM5,2025-04-01,2025-09-01,6,202.9035,207.4,203.1,-0.0968,2.1172,-2.2139,False
