var,em,origin,h,band,hit,d_act,d_fc,flat_act,flat_fc
CCPI,EM13,2025-09-01,4,band1pp,False,0.0268,-1.1012,True,False
CCPI,EM13,2025-09-01,5,band1pp,True,0.1458,0.3166,True,True
CCPI,EM13,2025-09-01,6,band1pp,True,-0.6716,0.3284,True,True
CCPI,EM13,2025-09-01,7,band1pp,False,0.5792,1.3025,True,False
CCPI,EM13,2025-09-01,8,band1pp,True,3.2473,2.3133,False,False
CCPI,EM13,2025-09-01,9,band1pp,True,0.0586,-0.705,True,True
CCPI,EM13,2025-09-01,10,band1pp,False,1.2887,-1.6428,False,False
CCPI,EM13,2025-09-01,11,band1pp,False,0.4777,1.187,True,False
CCPI,EM13,2025-09-01,12,band1pp,True,0.7543,0.7067,True,True
CCPI,EM13,2025-09-01,1,noband,True,0.3155,1.0144,False,False
CCPI,EM13,2025-09-01,2,noband,True,0.587,0.828,False,False
CCPI,EM13,2025-09-01,3,noband,False,0.0582,-0.0704,False,False
CCPI,EM13,2025-09-01,4,noband,False,0.0268,-1.1012,False,False
CCPI,EM13,2025-09-01,5,noband,True,0.1458,0.3166,False,False
CCPI,EM13,2025-09-01,6,noband,False,-0.6716,0.3284,False,False
CCPI,EM13,2025-09-01,7,noband,True,0.5792,1.3025,False,False
CCPI,EM13,2025-09-01,8,noband,True,3.2473,2.3133,False,False
CCPI,EM13,2025-09-01,9,noband,False,0.0586,-0.705,False,False
CCPI,EM13,2025-09-01,10,noband,False,1.2887,-1.6428,False,False
CCPI,EM13,2025-09-01,11,noband,True,0.4777,1.187,False,False
CCPI,EM13,2025-09-01,12,noband,True,0.7543,0.7067,False,False
CCPI,EM14,2024-05-01,1,band1pp,True,-0.572,-0.4908,True,True
CCPI,EM14,2024-05-01,2,band1pp,True,0.78,-0.0845,True,True
CCPI,EM14,2024-05-01,3,band1pp,False,0.6499,1.379,True,False
CCPI,EM14,2024-05-01,4,band1pp,False,-1.8399,0.2079,False,True
CCPI,EM14,2024-05-01,5,band1pp,True,-0.9953,-0.9087,True,True
CCPI,EM14,2024-05-01,6,band1pp,True,-0.3145,0.0467,True,True
CCPI,EM14,2024-05-01,7,band1pp,False,-1.2846,-0.6225,False,True
CCPI,EM14,2024-05-01,8,band1pp,True,0.3256,-0.4535,True,True
CCPI,EM14,2024-05-01,9,band1pp,True,-2.2932,-2.4664,False,False
CCPI,EM14,2024-05-01,10,band1pp,True,-0.1516,0.0463,True,True
CCPI,EM14,2024-05-01,11,band1pp,True,1.5947,1.9391,False,False
CCPI,EM14,2024-05-01,12,band1pp,False,0.5436,1.0588,True,False
CCPI,EM14,2024-05-01,1,noband,True,-0.572,-0.4908,False,False
CCPI,EM14,2024-05-01,2,noband,False,0.78,-0.0845,False,False
CCPI,EM14,2024-05-01,3,noband,True,0.6499,1.379,False,False
CCPI,EM14,2024-05-01,4,noband,False,-1.8399,0.2079,False,False
CCPI,EM14,2024-05-01,5,noband,True,-0.9953,-0.9087,False,False
CCPI,EM14,2024-05-01,6,noband,False,-0.3145,0.0467,False,False
CCPI,EM14,2024-05-01,7,noband,True,-1.2846,-0.6225,False,False
CCPI,EM14,2024-05-01,8,noband,False,0.3256,-0.4535,False,False
CCPI,EM14,2024-05-01,9,noband,True,-2.2932,-2.4664,False,False
CCPI,EM14,2024-05-01,10,noband,False,-0.1516,0.0463,False,False
CCPI,EM14,2024-05-01,11,noband,True,1.5947,1.9391,False,False
CCPI,EM14,2024-05-01,12,noband,True,0.5436,1.0588,False,False
CCPI,EM14,2024-06-01,1,band1pp,True,0.78,0.5223,True,True
CCPI,EM14,2024-06-01,2,band1pp,False,0.6499,1.0831,True,False
CCPI,EM14,2024-06-01,3,band1pp,False,-1.8399,0.0979,False,True
CCPI,EM14,2024-06-01,4,band1pp,True,-0.9953,-0.8418,True,True
CCPI,EM14,2024-06-01,5,band1pp,True,-0.3145,0.1417,True,True
CCPI,EM14,2024-06-01,6,band1pp,False,-1.2846,-0.9901,False,True
CCPI,EM14,2024-06-01,7,band1pp,True,0.3256,-0.58,True,True
CCPI,EM14,2024-06-01,8,band1pp,True,-2.2932,-2.505,False,False
CCPI,EM14,2024-06-01,9,band1pp,True,-0.1516,0.1724,True,True
CCPI,EM14,2024-06-01,10,band1pp,True,1.5947,1.9887,False,False
CCPI,EM14,2024-06-01,11,band1pp,True,0.5436,0.913,True,True
CCPI,EM14,2024-06-01,12,band1pp,False,1.3794,0.7063,False,True
CCPI,EM14,2024-06-01,1,noband,True,0.78,0.5223,False,False
CCPI,EM14,2024-06-01,2,noband,True,0.6499,1.0831,False,False
CCPI,EM14,2024-06-01,3,noband,False,-1.8399,0.0979,False,False
CCPI,EM14,2024-06-01,4,noband,True,-0.9953,-0.8418,False,False
CCPI,EM14,2024-06-01,5,noband,False,-0.3145,0.1417,False,False
CCPI,EM14,2024-06-01,6,noband,True,-1.2846,-0.9901,False,False
CCPI,EM14,2024-06-01,7,noband,False,0.3256,-0.58,False,False
CCPI,EM14,2024-06-01,8,noband,True,-2.2932,-2.505,False,False
CCPI,EM14,2024-06-01,9,noband,False,-0.1516,0.1724,False,False
CCPI,EM14,2024-06-01,10,noband,True,1.5947,1.9887,False,False
CCPI,EM14,2024-06-01,11,noband,True,0.5436,0.913,False,False
CCPI,EM14,2024-06-01,12,noband,True,1.3794,0.7063,False,False
CCPI,EM14,2024-07-01,1,band1pp,False,0.6499,1.4827,True,False
CCPI,EM14,2024-07-01,2,band1pp,False,-1.8399,0.1614,False,True
CCPI,EM14,2024-07-01,3,band1pp,True,-0.9953,-0.7515,True,True
CCPI,EM14,2024-07-01,4,band1pp,True,-0.3145,0.3921,True,True
CCPI,EM14,2024-07-01,5,band1pp,False,-1.2846,-0.9523,False,True
CCPI,EM14,2024-07-01,6,band1pp,True,0.3256,-0.7415,True,True
CCPI,EM14,2024-07-01,7,band1pp,True,-2.2932,-2.6029,False,False
CCPI,EM14,2024-07-01,8,band1pp,True,-0.1516,0.2579,True,True
CCPI,EM14,2024-07-01,9,band1pp,True,1.5947,2.1295,False,False
CCPI,EM14,2024-07-01,10,band1pp,True,0.5436,0.9291,True,True
CCPI,EM14,2024-07-01,11,band1pp,False,1.3794,0.7774,False,True
CCPI,EM14,2024-07-01,12,band1pp,True,0.1074,-0.6223,True,True
CCPI,EM14,2024-07-01,1,noband,True,0.6499,1.4827,False,False
CCPI,EM14,2024-07-01,2,noband,False,-1.8399,0.1614,False,False
CCPI,EM14,2024-07-01,3,noband,True,-0.9953,-0.7515,False,False
CCPI,EM14,2024-07-01,4,noband,False,-0.3145,0.3921,False,False
CCPI,EM14,2024-07-01,5,noband,True,-1.2846,-0.9523,False,False
CCPI,EM14,2024-07-01,6,noband,False,0.3256,-0.7415,False,False
CCPI,EM14,2024-07-01,7,noband,True,-2.2932,-2.6029,False,False
CCPI,EM14,2024-07-01,8,noband,False,-0.1516,0.2579,False,False
CCPI,EM14,2024-07-01,9,noband,True,1.5947,2.1295,False,False
CCPI,EM14,2024-07-01,10,noband,True,0.5436,0.9291,False,False
CCPI,EM14,2024-07-01,11,noband,True,1.3794,0.7774,False,False
CCPI,EM14,2024-07-01,12,noband,False,0.1074,-0.6223,False,False
CCPI,EM14,2024-08-01,1,band1pp,False,-1.8399,0.346,False,True
CCPI,EM14,2024-08-01,2,band1pp,True,-0.9953,-0.6555,True,True
CCPI,EM14,2024-08-01,3,band1pp,True,-0.3145,0.4856,True,True
CCPI,EM14,2024-08-01,4,band1pp,False,-1.2846,-0.7518,False,True
CCPI,EM14,2024-08-01,5,band1pp,True,0.3256,-0.5878,True,True
CCPI,EM14,2024-08-01,6,band1pp,True,-2.2932,-2.4653,False,False
CCPI,EM14,2024-08-01,7,band1pp,True,-0.1516,0.342,True,True
CCPI,EM14,2024-08-01,8,band1pp,True,1.5947,2.3118,False,False
CCPI,EM14,2024-08-01,9,band1pp,False,0.5436,1.1333,True,False
CCPI,EM14,2024-08-01,10,band1pp,False,1.3794,0.9727,False,True
CCPI,EM14,2024-08-01,11,band1pp,True,0.1074,-0.3713,True,True
CCPI,EM14,2024-08-01,12,band1pp,True,0.2542,0.7513,True,True
CCPI,EM14,2024-08-01,1,noband,False,-1.8399,0.346,False,False
CCPI,EM14,2024-08-01,2,noband,True,-0.9953,-0.6555,False,False
CCPI,EM14,2024-08-01,3,noband,False,-0.3145,0.4856,False,False
CCPI,EM14,2024-08-01,4,noband,True,-1.2846,-0.7518,False,False
CCPI,EM14,2024-08-01,5,noband,False,0.3256,-0.5878,False,False
CCPI,EM14,2024-08-01,6,noband,True,-2.2932,-2.4653,False,False
CCPI,EM14,2024-08-01,7,noband,False,-0.1516,0.342,False,False
CCPI,EM14,2024-08-01,8,noband,True,1.5947,2.3118,False,False
CCPI,EM14,2024-08-01,9,noband,True,0.5436,1.1333,False,False
CCPI,EM14,2024-08-01,10,noband,True,1.3794,0.9727,False,False
CCPI,EM14,2024-08-01,11,noband,False,0.1074,-0.3713,False,False
CCPI,EM14,2024-08-01,12,noband,True,0.2542,0.7513,False,False
CCPI,EM14,2024-09-01,1,band1pp,True,-0.9953,-0.7346,True,True
CCPI,EM14,2024-09-01,2,band1pp,True,-0.3145,0.2482,True,True
CCPI,EM14,2024-09-01,3,band1pp,False,-1.2846,-0.7281,False,True
CCPI,EM14,2024-09-01,4,band1pp,True,0.3256,-0.5961,True,True
CCPI,EM14,2024-09-01,5,band1pp,True,-2.2932,-2.285,False,False
CCPI,EM14,2024-09-01,6,band1pp,True,-0.1516,-0.0467,True,True
CCPI,EM14,2024-09-01,7,band1pp,True,1.5947,1.8249,False,False
CCPI,EM14,2024-09-01,8,band1pp,False,0.5436,1.1333,True,False
CCPI,EM14,2024-09-01,9,band1pp,True,1.3794,1.1748,False,False
CCPI,EM14,2024-09-01,10,band1pp,True,0.1074,0.1359,True,True
CCPI,EM14,2024-09-01,11,band1pp,True,0.2542,0.5099,True,True
CCPI,EM14,2024-09-01,12,band1pp,True,1.4594,1.8122,False,False
CCPI,EM14,2024-09-01,1,noband,True,-0.9953,-0.7346,False,False
CCPI,EM14,2024-09-01,2,noband,False,-0.3145,0.2482,False,False
CCPI,EM14,2024-09-01,3,noband,True,-1.2846,-0.7281,False,False
CCPI,EM14,2024-09-01,4,noband,False,0.3256,-0.5961,False,False
CCPI,EM14,2024-09-01,5,noband,True,-2.2932,-2.285,False,False
CCPI,EM14,2024-09-01,6,noband,True,-0.1516,-0.0467,False,False
CCPI,EM14,2024-09-01,7,noband,True,1.5947,1.8249,False,False
CCPI,EM14,2024-09-01,8,noband,True,0.5436,1.1333,False,False
CCPI,EM14,2024-09-01,9,noband,True,1.3794,1.1748,False,False
CCPI,EM14,2024-09-01,10,noband,True,0.1074,0.1359,False,False
CCPI,EM14,2024-09-01,11,noband,True,0.2542,0.5099,False,False
CCPI,EM14,2024-09-01,12,noband,True,1.4594,1.8122,False,False
CCPI,EM14,2024-10-01,1,band1pp,True,-0.3145,0.5829,True,True
CCPI,EM14,2024-10-01,2,band1pp,False,-1.2846,-0.6115,False,True
CCPI,EM14,2024-10-01,3,band1pp,True,0.3256,-0.7063,True,True
CCPI,EM14,2024-10-01,4,band1pp,True,-2.2932,-2.2673,False,False
CCPI,EM14,2024-10-01,5,band1pp,True,-0.1516,-0.2443,True,True
CCPI,EM14,2024-10-01,6,band1pp,True,1.5947,1.6887,False,False
CCPI,EM14,2024-10-01,7,band1pp,True,0.5436,0.8762,True,True
CCPI,EM14,2024-10-01,8,band1pp,True,1.3794,1.1208,False,False
CCPI,EM14,2024-10-01,9,band1pp,True,0.1074,0.0286,True,True
CCPI,EM14,2024-10-01,10,band1pp,True,0.2542,0.5279,True,True
CCPI,EM14,2024-10-01,11,band1pp,True,1.4594,1.6899,False,False
CCPI,EM14,2024-10-01,12,band1pp,True,0.3155,0.3377,True,True
CCPI,EM14,2024-10-01,1,noband,False,-0.3145,0.5829,False,False
CCPI,EM14,2024-10-01,2,noband,True,-1.2846,-0.6115,False,False
CCPI,EM14,2024-10-01,3,noband,False,0.3256,-0.7063,False,False
CCPI,EM14,2024-10-01,4,noband,True,-2.2932,-2.2673,False,False
CCPI,EM14,2024-10-01,5,noband,True,-0.1516,-0.2443,False,False
CCPI,EM14,2024-10-01,6,noband,True,1.5947,1.6887,False,False
CCPI,EM14,2024-10-01,7,noband,True,0.5436,0.8762,False,False
CCPI,EM14,2024-10-01,8,noband,True,1.3794,1.1208,False,False
CCPI,EM14,2024-10-01,9,noband,True,0.1074,0.0286,False,False
CCPI,EM14,2024-10-01,10,noband,True,0.2542,0.5279,False,False
CCPI,EM14,2024-10-01,11,noband,True,1.4594,1.6899,False,False
CCPI,EM14,2024-10-01,12,noband,True,0.3155,0.3377,False,False
CCPI,EM14,2024-11-01,1,band1pp,False,-1.2846,1.0209,False,False
CCPI,EM14,2024-11-01,2,band1pp,True,0.3256,-0.8619,True,True
CCPI,EM14,2024-11-01,3,band1pp,True,-2.2932,-2.4555,False,False
CCPI,EM14,2024-11-01,4,band1pp,True,-0.1516,-0.1201,True,True
CCPI,EM14,2024-11-01,5,band1pp,True,1.5947,1.8161,False,False
CCPI,EM14,2024-11-01,6,band1pp,True,0.5436,0.7194,True,True
CCPI,EM14,2024-11-01,7,band1pp,False,1.3794,0.7735,False,True
CCPI,EM14,2024-11-01,8,band1pp,True,0.1074,-0.4707,True,True
CCPI,EM14,2024-11-01,9,band1pp,True,0.2542,0.4311,True,True
CCPI,EM14,2024-11-01,10,band1pp,True,1.4594,1.6657,False,False
CCPI,EM14,2024-11-01,11,band1pp,True,0.3155,0.0507,True,True
CCPI,EM14,2024-11-01,12,band1pp,True,0.587,0.4546,True,True
CCPI,EM14,2024-11-01,1,noband,False,-1.2846,1.0209,False,False
CCPI,EM14,2024-11-01,2,noband,False,0.3256,-0.8619,False,False
CCPI,EM14,2024-11-01,3,noband,True,-2.2932,-2.4555,False,False
CCPI,EM14,2024-11-01,4,noband,True,-0.1516,-0.1201,False,False
CCPI,EM14,2024-11-01,5,noband,True,1.5947,1.8161,False,False
CCPI,EM14,2024-11-01,6,noband,True,0.5436,0.7194,False,False
CCPI,EM14,2024-11-01,7,noband,True,1.3794,0.7735,False,False
CCPI,EM14,2024-11-01,8,noband,False,0.1074,-0.4707,False,False
CCPI,EM14,2024-11-01,9,noband,True,0.2542,0.4311,False,False
CCPI,EM14,2024-11-01,10,noband,True,1.4594,1.6657,False,False
CCPI,EM14,2024-11-01,11,noband,True,0.3155,0.0507,False,False
CCPI,EM14,2024-11-01,12,noband,True,0.587,0.4546,False,False
CCPI,EM14,2024-12-01,1,band1pp,True,0.3256,-0.6225,True,True
CCPI,EM14,2024-12-01,2,band1pp,True,-2.2932,-2.78,False,False
CCPI,EM14,2024-12-01,3,band1pp,True,-0.1516,0.0249,True,True
CCPI,EM14,2024-12-01,4,band1pp,True,1.5947,1.8566,False,False
CCPI,EM14,2024-12-01,5,band1pp,True,0.5436,0.6647,True,True
CCPI,EM14,2024-12-01,6,band1pp,False,1.3794,0.5455,False,True
CCPI,EM14,2024-12-01,7,band1pp,True,0.1074,-0.6509,True,True
CCPI,EM14,2024-12-01,8,band1pp,True,0.2542,0.464,True,True
CCPI,EM14,2024-12-01,9,band1pp,True,1.4594,1.793,False,False
CCPI,EM14,2024-12-01,10,band1pp,True,0.3155,0.0843,True,True
CCPI,EM14,2024-12-01,11,band1pp,True,0.587,0.54,True,True
CCPI,EM14,2024-12-01,12,band1pp,True,0.0582,0.2612,True,True
CCPI,EM14,2024-12-01,1,noband,False,0.3256,-0.6225,False,False
CCPI,EM14,2024-12-01,2,noband,True,-2.2932,-2.78,False,False
CCPI,EM14,2024-12-01,3,noband,False,-0.1516,0.0249,False,False
CCPI,EM14,2024-12-01,4,noband,True,1.5947,1.8566,False,False
CCPI,EM14,2024-12-01,5,noband,True,0.5436,0.6647,False,False
CCPI,EM14,2024-12-01,6,noband,True,1.3794,0.5455,False,False
CCPI,EM14,2024-12-01,7,noband,False,0.1074,-0.6509,False,False
CCPI,EM14,2024-12-01,8,noband,True,0.2542,0.464,False,False
CCPI,EM14,2024-12-01,9,noband,True,1.4594,1.793,False,False
CCPI,EM14,2024-12-01,10,noband,True,0.3155,0.0843,False,False
CCPI,EM14,2024-12-01,11,noband,True,0.587,0.54,False,False
CCPI,EM14,2024-12-01,12,noband,True,0.0582,0.2612,False,False
CCPI,EM14,2025-01-01,1,band1pp,True,-2.2932,-2.3201,False,False
CCPI,EM14,2025-01-01,2,band1pp,True,-0.1516,-0.0026,True,True
CCPI,EM14,2025-01-01,3,band1pp,True,1.5947,1.8543,False,False
CCPI,EM14,2025-01-01,4,band1pp,True,0.5436,0.6793,True,True
CCPI,EM14,2025-01-01,5,band1pp,False,1.3794,0.5217,False,True
CCPI,EM14,2025-01-01,6,band1pp,True,0.1074,-0.8041,True,True
CCPI,EM14,2025-01-01,7,band1pp,True,0.2542,0.5367,True,True
CCPI,EM14,2025-01-01,8,band1pp,True,1.4594,1.8809,False,False
CCPI,EM14,2025-01-01,9,band1pp,True,0.3155,0.3217,True,True
CCPI,EM14,2025-01-01,10,band1pp,True,0.587,0.3786,True,True
CCPI,EM14,2025-01-01,11,band1pp,True,0.0582,0.2505,True,True
CCPI,EM14,2025-01-01,12,band1pp,False,0.0268,-1.2028,True,False
CCPI,EM14,2025-01-01,1,noband,True,-2.2932,-2.3201,False,False
CCPI,EM14,2025-01-01,2,noband,True,-0.1516,-0.0026,False,False
CCPI,EM14,2025-01-01,3,noband,True,1.5947,1.8543,False,False
CCPI,EM14,2025-01-01,4,noband,True,0.5436,0.6793,False,False
CCPI,EM14,2025-01-01,5,noband,True,1.3794,0.5217,False,False
CCPI,EM14,2025-01-01,6,noband,False,0.1074,-0.8041,False,False
CCPI,EM14,2025-01-01,7,noband,True,0.2542,0.5367,False,False
CCPI,EM14,2025-01-01,8,noband,True,1.4594,1.8809,False,False
CCPI,EM14,2025-01-01,9,noband,True,0.3155,0.3217,False,False
CCPI,EM14,2025-01-01,10,noband,True,0.587,0.3786,False,False
CCPI,EM14,2025-01-01,11,noband,True,0.0582,0.2505,False,False
CCPI,EM14,2025-01-01,12,noband,False,0.0268,-1.2028,False,False
CCPI,EM14,2025-02-01,1,band1pp,True,-0.1516,-0.272,True,True
CCPI,EM14,2025-02-01,2,band1pp,True,1.5947,1.9541,False,False
CCPI,EM14,2025-02-01,3,band1pp,True,0.5436,0.7499,True,True
CCPI,EM14,2025-02-01,4,band1pp,False,1.3794,0.5605,False,True
CCPI,EM14,2025-02-01,5,band1pp,True,0.1074,-0.7223,True,True
CCPI,EM14,2025-02-01,6,band1pp,True,0.2542,0.4781,True,True
CCPI,EM14,2025-02-01,7,band1pp,True,1.4594,1.8916,False,False
CCPI,EM14,2025-02-01,8,band1pp,True,0.3155,0.1312,True,True
CCPI,EM14,2025-02-01,9,band1pp,True,0.587,0.4983,True,True
CCPI,EM14,2025-02-01,10,band1pp,True,0.0582,0.2252,True,True
CCPI,EM14,2025-02-01,11,band1pp,False,0.0268,-1.217,True,False
CCPI,EM14,2025-02-01,12,band1pp,True,0.1458,-0.4392,True,True
CCPI,EM14,2025-02-01,1,noband,True,-0.1516,-0.272,False,False
CCPI,EM14,2025-02-01,2,noband,True,1.5947,1.9541,False,False
CCPI,EM14,2025-02-01,3,noband,True,0.5436,0.7499,False,False
CCPI,EM14,2025-02-01,4,noband,True,1.3794,0.5605,False,False
CCPI,EM14,2025-02-01,5,noband,False,0.1074,-0.7223,False,False
CCPI,EM14,2025-02-01,6,noband,True,0.2542,0.4781,False,False
CCPI,EM14,2025-02-01,7,noband,True,1.4594,1.8916,False,False
CCPI,EM14,2025-02-01,8,noband,True,0.3155,0.1312,False,False
CCPI,EM14,2025-02-01,9,noband,True,0.587,0.4983,False,False
CCPI,EM14,2025-02-01,10,noband,True,0.0582,0.2252,False,False
CCPI,EM14,2025-02-01,11,noband,False,0.0268,-1.217,False,False
CCPI,EM14,2025-02-01,12,noband,False,0.1458,-0.4392,False,False
CCPI,EM14,2025-03-01,1,band1pp,False,1.5947,0.1472,False,True
CCPI,EM14,2025-03-01,2,band1pp,True,0.5436,0.9523,True,True
CCPI,EM14,2025-03-01,3,band1pp,False,1.3794,0.6223,False,True
CCPI,EM14,2025-03-01,4,band1pp,True,0.1074,-0.6004,True,True
CCPI,EM14,2025-03-01,5,band1pp,True,0.2542,0.6078,True,True
CCPI,EM14,2025-03-01,6,band1pp,True,1.4594,1.9453,False,False
CCPI,EM14,2025-03-01,7,band1pp,True,0.3155,0.3332,True,True
CCPI,EM14,2025-03-01,8,band1pp,True,0.587,0.641,True,True
CCPI,EM14,2025-03-01,9,band1pp,True,0.0582,0.2258,True,True
CCPI,EM14,2025-03-01,10,band1pp,False,0.0268,-1.3283,True,False
CCPI,EM14,2025-03-01,11,band1pp,True,0.1458,-0.2995,True,True
CCPI,EM14,2025-03-01,12,band1pp,True,-0.6716,0.4398,True,True
CCPI,EM14,2025-03-01,1,noband,True,1.5947,0.1472,False,False
CCPI,EM14,2025-03-01,2,noband,True,0.5436,0.9523,False,False
CCPI,EM14,2025-03-01,3,noband,True,1.3794,0.6223,False,False
CCPI,EM14,2025-03-01,4,noband,False,0.1074,-0.6004,False,False
CCPI,EM14,2025-03-01,5,noband,True,0.2542,0.6078,False,False
CCPI,EM14,2025-03-01,6,noband,True,1.4594,1.9453,False,False
CCPI,EM14,2025-03-01,7,noband,True,0.3155,0.3332,False,False
CCPI,EM14,2025-03-01,8,noband,True,0.587,0.641,False,False
CCPI,EM14,2025-03-01,9,noband,True,0.0582,0.2258,False,False
CCPI,EM14,2025-03-01,10,noband,False,0.0268,-1.3283,False,False
CCPI,EM14,2025-03-01,11,noband,False,0.1458,-0.2995,False,False
CCPI,EM14,2025-03-01,12,noband,False,-0.6716,0.4398,False,False
CCPI,EM14,2025-04-01,1,band1pp,True,0.5436,-0.8082,True,True
CCPI,EM14,2025-04-01,2,band1pp,False,1.3794,0.7672,False,True
CCPI,EM14,2025-04-01,3,band1pp,True,0.1074,-0.2897,True,True
CCPI,EM14,2025-04-01,4,band1pp,True,0.2542,0.1905,True,True
CCPI,EM14,2025-04-01,5,band1pp,True,1.4594,2.0919,False,False
CCPI,EM14,2025-04-01,6,band1pp,True,0.3155,0.5116,True,True
CCPI,EM14,2025-04-01,7,band1pp,True,0.587,0.4503,True,True
CCPI,EM14,2025-04-01,8,band1pp,True,0.0582,0.4013,True,True
CCPI,EM14,2025-04-01,9,band1pp,False,0.0268,-1.3713,True,False
CCPI,EM14,2025-04-01,10,band1pp,True,0.1458,-0.6376,True,True
CCPI,EM14,2025-04-01,11,band1pp,True,-0.6716,0.3692,True,True
CCPI,EM14,2025-04-01,12,band1pp,True,0.5792,0.4364,True,True
CCPI,EM14,2025-04-01,1,noband,False,0.5436,-0.8082,False,False
CCPI,EM14,2025-04-01,2,noband,True,1.3794,0.7672,False,False
CCPI,EM14,2025-04-01,3,noband,False,0.1074,-0.2897,False,False
CCPI,EM14,2025-04-01,4,noband,True,0.2542,0.1905,False,False
CCPI,EM14,2025-04-01,5,noband,True,1.4594,2.0919,False,False
CCPI,EM14,2025-04-01,6,noband,True,0.3155,0.5116,False,False
CCPI,EM14,2025-04-01,7,noband,True,0.587,0.4503,False,False
CCPI,EM14,2025-04-01,8,noband,True,0.0582,0.4013,False,False
CCPI,EM14,2025-04-01,9,noband,False,0.0268,-1.3713,False,False
CCPI,EM14,2025-04-01,10,noband,False,0.1458,-0.6376,False,False
CCPI,EM14,2025-04-01,11,noband,False,-0.6716,0.3692,False,False
CCPI,EM14,2025-04-01,12,noband,True,0.5792,0.4364,False,False
CCPI,EM14,2025-05-01,1,band1pp,False,1.3794,-0.205,False,True
CCPI,EM14,2025-05-01,2,band1pp,True,0.1074,-0.5182,True,True
CCPI,EM14,2025-05-01,3,band1pp,True,0.2542,0.6646,True,True
CCPI,EM14,2025-05-01,4,band1pp,True,1.4594,2.1358,False,False
CCPI,EM14,2025-05-01,5,band1pp,True,0.3155,0.2301,True,True
CCPI,EM14,2025-05-01,6,band1pp,True,0.587,0.5347,True,True
CCPI,EM14,2025-05-01,7,band1pp,True,0.0582,0.3388,True,True
CCPI,EM14,2025-05-01,8,band1pp,False,0.0268,-1.1888,True,False
CCPI,EM14,2025-05-01,9,band1pp,True,0.1458,-0.5339,True,True
CCPI,EM14,2025-05-01,10,band1pp,True,-0.6716,0.082,True,True
CCPI,EM14,2025-05-01,11,band1pp,True,0.5792,0.0999,True,True
CCPI,EM14,2025-05-01,12,band1pp,False,3.2473,0.223,False,True
CCPI,EM14,2025-05-01,1,noband,False,1.3794,-0.205,False,False
CCPI,EM14,2025-05-01,2,noband,False,0.1074,-0.5182,False,False
CCPI,EM14,2025-05-01,3,noband,True,0.2542,0.6646,False,False
CCPI,EM14,2025-05-01,4,noband,True,1.4594,2.1358,False,False
CCPI,EM14,2025-05-01,5,noband,True,0.3155,0.2301,False,False
CCPI,EM14,2025-05-01,6,noband,True,0.587,0.5347,False,False
CCPI,EM14,2025-05-01,7,noband,True,0.0582,0.3388,False,False
CCPI,EM14,2025-05-01,8,noband,False,0.0268,-1.1888,False,False
CCPI,EM14,2025-05-01,9,noband,False,0.1458,-0.5339,False,False
CCPI,EM14,2025-05-01,10,noband,False,-0.6716,0.082,False,False
CCPI,EM14,2025-05-01,11,noband,True,0.5792,0.0999,False,False
CCPI,EM14,2025-05-01,12,noband,True,3.2473,0.223,False,False
CCPI,EM14,2025-06-01,1,band1pp,False,0.1074,-1.8995,True,False
CCPI,EM14,2025-06-01,2,band1pp,True,0.2542,0.5289,True,True
CCPI,EM14,2025-06-01,3,band1pp,True,1.4594,1.8978,False,False
CCPI,EM14,2025-06-01,4,band1pp,True,0.3155,0.2289,True,True
CCPI,EM14,2025-06-01,5,band1pp,True,0.587,0.3265,True,True
CCPI,EM14,2025-06-01,6,band1pp,True,0.0582,0.0853,True,True
CCPI,EM14,2025-06-01,7,band1pp,False,0.0268,-1.3311,True,False
CCPI,EM14,2025-06-01,8,band1pp,True,0.1458,-0.546,True,True
CCPI,EM14,2025-06-01,9,band1pp,True,-0.6716,0.0266,True,True
CCPI,EM14,2025-06-01,10,band1pp,True,0.5792,0.1276,True,True
CCPI,EM14,2025-06-01,11,band1pp,False,3.2473,0.309,False,True
CCPI,EM14,2025-06-01,12,band1pp,True,0.0586,-0.761,True,True
CCPI,EM14,2025-06-01,1,noband,False,0.1074,-1.8995,False,False
CCPI,EM14,2025-06-01,2,noband,True,0.2542,0.5289,False,False
CCPI,EM14,2025-06-01,3,noband,True,1.4594,1.8978,False,False
CCPI,EM14,2025-06-01,4,noband,True,0.3155,0.2289,False,False
CCPI,EM14,2025-06-01,5,noband,True,0.587,0.3265,False,False
CCPI,EM14,2025-06-01,6,noband,True,0.0582,0.0853,False,False
CCPI,EM14,2025-06-01,7,noband,False,0.0268,-1.3311,False,False
CCPI,EM14,2025-06-01,8,noband,False,0.1458,-0.546,False,False
CCPI,EM14,2025-06-01,9,noband,False,-0.6716,0.0266,False,False
CCPI,EM14,2025-06-01,10,noband,True,0.5792,0.1276,False,False
CCPI,EM14,2025-06-01,11,noband,True,3.2473,0.309,False,False
CCPI,EM14,2025-06-01,12,noband,False,0.0586,-0.761,False,False
CCPI,EM14,2025-07-01,1,band1pp,True,0.2542,-0.4085,True,True
CCPI,EM14,2025-07-01,2,band1pp,True,1.4594,1.6369,False,False
CCPI,EM14,2025-07-01,3,band1pp,True,0.3155,0.4043,True,True
CCPI,EM14,2025-07-01,4,band1pp,True,0.587,0.7177,True,True
CCPI,EM14,2025-07-01,5,band1pp,True,0.0582,0.3795,True,True
CCPI,EM14,2025-07-01,6,band1pp,False,0.0268,-1.1101,True,False
