var,em,origin,h,band,hit,d_act,d_fc,flat_act,flat_fc
FCPI,EM2,2025-03-01,7,band1pp,False,0.9442,1.7299,True,False
FCPI,EM2,2025-03-01,8,band1pp,False,0.2776,1.6702,True,False
FCPI,EM2,2025-03-01,9,band1pp,True,-0.5425,0.8411,True,True
FCPI,EM2,2025-03-01,10,band1pp,False,0.8937,-1.6412,True,False
FCPI,EM2,2025-03-01,11,band1pp,True,-1.0608,-1.3472,False,False
FCPI,EM2,2025-03-01,12,band1pp,False,-2.2876,0.3808,False,True
FCPI,EM2,2025-03-01,1,noband,True,1.8953,0.7156,False,False
FCPI,EM2,2025-03-01,2,noband,True,2.1313,1.1021,False,False
FCPI,EM2,2025-03-01,3,noband,True,2.9521,2.0546,False,False
FCPI,EM2,2025-03-01,4,noband,True,-1.6846,-1.5002,False,False
FCPI,EM2,2025-03-01,5,noband,False,-1.9444,0.3539,False,False
FCPI,EM2,2025-03-01,6,noband,True,0.6511,2.9425,False,False
FCPI,EM2,2025-03-01,7,noband,True,0.9442,1.7299,False,False
FCPI,EM2,2025-03-01,8,noband,True,0.2776,1.6702,False,False
FCPI,EM2,2025-03-01,9,noband,False,-0.5425,0.8411,False,False
FCPI,EM2,2025-03-01,10,noband,False,0.8937,-1.6412,False,False
FCPI,EM2,2025-03-01,11,noband,True,-1.0608,-1.3472,False,False
FCPI,EM2,2025-03-01,12,noband,False,-2.2876,0.3808,False,False
FCPI,EM2,2025-04-01,1,band1pp,True,2.1313,2.007,False,False
FCPI,EM2,2025-04-01,2,band1pp,True,2.9521,1.2734,False,False
FCPI,EM2,2025-04-01,3,band1pp,True,-1.6846,-1.9941,False,False
FCPI,EM2,2025-04-01,4,band1pp,False,-1.9444,0.0805,False,True
FCPI,EM2,2025-04-01,5,band1pp,False,0.6511,2.6126,True,False
FCPI,EM2,2025-04-01,6,band1pp,False,0.9442,1.897,True,False
FCPI,EM2,2025-04-01,7,band1pp,False,0.2776,1.7957,True,False
FCPI,EM2,2025-04-01,8,band1pp,False,-0.5425,1.372,True,False
FCPI,EM2,2025-04-01,9,band1pp,True,0.8937,-0.4938,True,True
FCPI,EM2,2025-04-01,10,band1pp,False,-1.0608,-0.6584,False,True
FCPI,EM2,2025-04-01,11,band1pp,False,-2.2876,0.4211,False,True
FCPI,EM2,2025-04-01,12,band1pp,False,-0.3782,1.0073,True,False
FCPI,EM2,2025-04-01,1,noband,True,2.1313,2.007,False,False
FCPI,EM2,2025-04-01,2,noband,True,2.9521,1.2734,False,False
FCPI,EM2,2025-04-01,3,noband,True,-1.6846,-1.9941,False,False
FCPI,EM2,2025-04-01,4,noband,False,-1.9444,0.0805,False,False
FCPI,EM2,2025-04-01,5,noband,True,0.6511,2.6126,False,False
FCPI,EM2,2025-04-01,6,noband,True,0.9442,1.897,False,False
FCPI,EM2,2025-04-01,7,noband,True,0.2776,1.7957,False,False
FCPI,EM2,2025-04-01,8,noband,False,-0.5425,1.372,False,False
FCPI,EM2,2025-04-01,9,noband,False,0.8937,-0.4938,False,False
FCPI,EM2,2025-04-01,10,noband,True,-1.0608,-0.6584,False,False
FCPI,EM2,2025-04-01,11,noband,False,-2.2876,0.4211,False,False
FCPI,EM2,2025-04-01,12,noband,False,-0.3782,1.0073,False,False
FCPI,EM2,2025-05-01,1,band1pp,True,2.9521,2.8421,False,False
FCPI,EM2,2025-05-01,2,band1pp,False,-1.6846,-0.5312,False,True
FCPI,EM2,2025-05-01,3,band1pp,False,-1.9444,-0.86,False,True
FCPI,EM2,2025-05-01,4,band1pp,True,0.6511,0.7377,True,True
FCPI,EM2,2025-05-01,5,band1pp,False,0.9442,1.0166,True,False
FCPI,EM2,2025-05-01,6,band1pp,True,0.2776,0.9228,True,True
FCPI,EM2,2025-05-01,7,band1pp,True,-0.5425,0.8392,True,True
FCPI,EM2,2025-05-01,8,band1pp,False,0.8937,-1.2222,True,False
FCPI,EM2,2025-05-01,9,band1pp,False,-1.0608,-0.755,False,True
FCPI,EM2,2025-05-01,10,band1pp,True,-2.2876,-1.3125,False,False
FCPI,EM2,2025-05-01,11,band1pp,True,-0.3782,-0.8479,True,True
FCPI,EM2,2025-05-01,12,band1pp,True,0.3736,-0.442,True,True
FCPI,EM2,2025-05-01,1,noband,True,2.9521,2.8421,False,False
FCPI,EM2,2025-05-01,2,noband,True,-1.6846,-0.5312,False,False
FCPI,EM2,2025-05-01,3,noband,True,-1.9444,-0.86,False,False
FCPI,EM2,2025-05-01,4,noband,True,0.6511,0.7377,False,False
FCPI,EM2,2025-05-01,5,noband,True,0.9442,1.0166,False,False
FCPI,EM2,2025-05-01,6,noband,True,0.2776,0.9228,False,False
FCPI,EM2,2025-05-01,7,noband,False,-0.5425,0.8392,False,False
FCPI,EM2,2025-05-01,8,noband,False,0.8937,-1.2222,False,False
FCPI,EM2,2025-05-01,9,noband,True,-1.0608,-0.755,False,False
FCPI,EM2,2025-05-01,10,noband,True,-2.2876,-1.3125,False,False
FCPI,EM2,2025-05-01,11,noband,True,-0.3782,-0.8479,False,False
FCPI,EM2,2025-05-01,12,noband,False,0.3736,-0.442,False,False
FCPI,EM2,2025-06-01,1,band1pp,False,-1.6846,0.7326,False,True
FCPI,EM2,2025-06-01,2,band1pp,False,-1.9444,-0.9695,False,True
FCPI,EM2,2025-06-01,3,band1pp,True,0.6511,0.2384,True,True
FCPI,EM2,2025-06-01,4,band1pp,True,0.9442,0.197,True,True
FCPI,EM2,2025-06-01,5,band1pp,True,0.2776,0.9249,True,True
FCPI,EM2,2025-06-01,6,band1pp,False,-0.5425,1.8351,True,False
FCPI,EM2,2025-06-01,7,band1pp,True,0.8937,-0.9616,True,True
FCPI,EM2,2025-06-01,8,band1pp,False,-1.0608,-0.8553,False,True
FCPI,EM2,2025-06-01,9,band1pp,True,-2.2876,-1.7636,False,False
FCPI,EM2,2025-06-01,10,band1pp,False,-0.3782,-1.7,True,False
FCPI,EM2,2025-06-01,11,band1pp,True,0.3736,0.4294,True,True
FCPI,EM2,2025-06-01,12,band1pp,True,0.4445,-0.0523,True,True
FCPI,EM2,2025-06-01,1,noband,False,-1.6846,0.7326,False,False
FCPI,EM2,2025-06-01,2,noband,True,-1.9444,-0.9695,False,False
FCPI,EM2,2025-06-01,3,noband,True,0.6511,0.2384,False,False
FCPI,EM2,2025-06-01,4,noband,True,0.9442,0.197,False,False
FCPI,EM2,2025-06-01,5,noband,True,0.2776,0.9249,False,False
FCPI,EM2,2025-06-01,6,noband,False,-0.5425,1.8351,False,False
FCPI,EM2,2025-06-01,7,noband,False,0.8937,-0.9616,False,False
FCPI,EM2,2025-06-01,8,noband,True,-1.0608,-0.8553,False,False
FCPI,EM2,2025-06-01,9,noband,True,-2.2876,-1.7636,False,False
FCPI,EM2,2025-06-01,10,noband,True,-0.3782,-1.7,False,False
FCPI,EM2,2025-06-01,11,noband,True,0.3736,0.4294,False,False
FCPI,EM2,2025-06-01,12,noband,False,0.4445,-0.0523,False,False
FCPI,EM2,2025-07-01,1,band1pp,True,-1.9444,-1.2711,False,False
FCPI,EM2,2025-07-01,2,band1pp,False,0.6511,1.3722,True,False
FCPI,EM2,2025-07-01,3,band1pp,True,0.9442,0.6484,True,True
FCPI,EM2,2025-07-01,4,band1pp,True,0.2776,0.4107,True,True
FCPI,EM2,2025-07-01,5,band1pp,True,-0.5425,0.6303,True,True
FCPI,EM2,2025-07-01,6,band1pp,False,0.8937,-1.5143,True,False
FCPI,EM2,2025-07-01,7,band1pp,True,-1.0608,-1.0936,False,False
FCPI,EM2,2025-07-01,8,band1pp,False,-2.2876,-0.6705,False,True
FCPI,EM2,2025-07-01,9,band1pp,True,-0.3782,-0.3512,True,True
FCPI,EM2,2025-07-01,10,band1pp,True,0.3736,-0.665,True,True
FCPI,EM2,2025-07-01,11,band1pp,True,0.4445,-0.2948,True,True
FCPI,EM2,2025-07-01,12,band1pp,False,1.7611,0.2972,False,True
FCPI,EM2,2025-07-01,1,noband,True,-1.9444,-1.2711,False,False
FCPI,EM2,2025-07-01,2,noband,True,0.6511,1.3722,False,False
FCPI,EM2,2025-07-01,3,noband,True,0.9442,0.6484,False,False
FCPI,EM2,2025-07-01,4,noband,True,0.2776,0.4107,False,False
FCPI,EM2,2025-07-01,5,noband,False,-0.5425,0.6303,False,False
FCPI,EM2,2025-07-01,6,noband,False,0.8937,-1.5143,False,False
FCPI,EM2,2025-07-01,7,noband,True,-1.0608,-1.0936,False,False
FCPI,EM2,2025-07-01,8,noband,True,-2.2876,-0.6705,False,False
FCPI,EM2,2025-07-01,9,noband,True,-0.3782,-0.3512,False,False
FCPI,EM2,2025-07-01,10,noband,False,0.3736,-0.665,False,False
FCPI,EM2,2025-07-01,11,noband,False,0.4445,-0.2948,False,False
FCPI,EM2,2025-07-01,12,noband,True,1.7611,0.2972,False,False
FCPI,EM2,2025-08-01,1,band1pp,False,0.6511,1.3312,True,False
FCPI,EM2,2025-08-01,2,band1pp,True,0.9442,0.6201,True,True
FCPI,EM2,2025-08-01,3,band1pp,True,0.2776,0.6501,True,True
FCPI,EM2,2025-08-01,4,band1pp,True,-0.5425,0.1078,True,True
FCPI,EM2,2025-08-01,5,band1pp,False,0.8937,-1.945,True,False
FCPI,EM2,2025-08-01,6,band1pp,False,-1.0608,-0.9936,False,True
FCPI,EM2,2025-08-01,7,band1pp,True,-2.2876,-1.0687,False,False
FCPI,EM2,2025-08-01,8,band1pp,True,-0.3782,-0.0974,True,True
FCPI,EM2,2025-08-01,9,band1pp,True,0.3736,0.0689,True,True
FCPI,EM2,2025-08-01,10,band1pp,True,0.4445,-0.408,True,True
FCPI,EM2,2025-08-01,11,band1pp,False,1.7611,0.0175,False,True
FCPI,EM2,2025-08-01,12,band1pp,True,1.5923,1.266,False,False
FCPI,EM2,2025-08-01,1,noband,True,0.6511,1.3312,False,False
FCPI,EM2,2025-08-01,2,noband,True,0.9442,0.6201,False,False
FCPI,EM2,2025-08-01,3,noband,True,0.2776,0.6501,False,False
FCPI,EM2,2025-08-01,4,noband,False,-0.5425,0.1078,False,False
FCPI,EM2,2025-08-01,5,noband,False,0.8937,-1.945,False,False
FCPI,EM2,2025-08-01,6,noband,True,-1.0608,-0.9936,False,False
FCPI,EM2,2025-08-01,7,noband,True,-2.2876,-1.0687,False,False
FCPI,EM2,2025-08-01,8,noband,True,-0.3782,-0.0974,False,False
FCPI,EM2,2025-08-01,9,noband,True,0.3736,0.0689,False,False
FCPI,EM2,2025-08-01,10,noband,False,0.4445,-0.408,False,False
FCPI,EM2,2025-08-01,11,noband,True,1.7611,0.0175,False,False
FCPI,EM2,2025-08-01,12,noband,True,1.5923,1.266,False,False
FCPI,EM2,2025-09-01,1,band1pp,True,0.9442,0.8272,True,True
FCPI,EM2,2025-09-01,2,band1pp,True,0.2776,0.676,True,True
FCPI,EM2,2025-09-01,3,band1pp,True,-0.5425,-0.0092,True,True
FCPI,EM2,2025-09-01,4,band1pp,False,0.8937,-1.9628,True,False
FCPI,EM2,2025-09-01,5,band1pp,False,-1.0608,-0.544,False,True
FCPI,EM2,2025-09-01,6,band1pp,False,-2.2876,0.1608,False,True
FCPI,EM2,2025-09-01,7,band1pp,True,-0.3782,0.5815,True,True
FCPI,EM2,2025-09-01,8,band1pp,True,0.3736,-0.2515,True,True
FCPI,EM2,2025-09-01,9,band1pp,True,0.4445,-0.6957,True,True
FCPI,EM2,2025-09-01,10,band1pp,False,1.7611,-0.3543,False,True
FCPI,EM2,2025-09-01,11,band1pp,True,1.5923,1.5683,False,False
FCPI,EM2,2025-09-01,12,band1pp,True,1.7105,1.4561,False,False
FCPI,EM2,2025-09-01,1,noband,True,0.9442,0.8272,False,False
FCPI,EM2,2025-09-01,2,noband,True,0.2776,0.676,False,False
FCPI,EM2,2025-09-01,3,noband,True,-0.5425,-0.0092,False,False
FCPI,EM2,2025-09-01,4,noband,False,0.8937,-1.9628,False,False
FCPI,EM2,2025-09-01,5,noband,True,-1.0608,-0.544,False,False
FCPI,EM2,2025-09-01,6,noband,False,-2.2876,0.1608,False,False
FCPI,EM2,2025-09-01,7,noband,False,-0.3782,0.5815,False,False
FCPI,EM2,2025-09-01,8,noband,False,0.3736,-0.2515,False,False
FCPI,EM2,2025-09-01,9,noband,False,0.4445,-0.6957,False,False
FCPI,EM2,2025-09-01,10,noband,False,1.7611,-0.3543,False,False
FCPI,EM2,2025-09-01,11,noband,True,1.5923,1.5683,False,False
FCPI,EM2,2025-09-01,12,noband,True,1.7105,1.4561,False,False
FCPI,EM4,2024-05-01,1,band1pp,True,-2.7311,-1.1818,False,False
FCPI,EM4,2024-05-01,2,band1pp,False,1.3957,-0.2503,False,True
FCPI,EM4,2024-05-01,3,band1pp,True,0.9307,0.5885,True,True
FCPI,EM4,2024-05-01,4,band1pp,True,-0.5864,0.7865,True,True
FCPI,EM4,2024-05-01,5,band1pp,True,-1.7414,-1.135,False,False
FCPI,EM4,2024-05-01,6,band1pp,True,0.8094,0.84,True,True
FCPI,EM4,2024-05-01,7,band1pp,False,-1.3825,-0.7855,False,True
FCPI,EM4,2024-05-01,8,band1pp,False,-0.9299,-2.5407,True,False
FCPI,EM4,2024-05-01,9,band1pp,True,-1.5428,-2.3731,False,False
FCPI,EM4,2024-05-01,10,band1pp,False,1.3892,0.5698,False,True
FCPI,EM4,2024-05-01,11,band1pp,True,1.8953,1.8689,False,False
FCPI,EM4,2024-05-01,12,band1pp,True,2.1313,1.5749,False,False
FCPI,EM4,2024-05-01,1,noband,True,-2.7311,-1.1818,False,False
FCPI,EM4,2024-05-01,2,noband,False,1.3957,-0.2503,False,False
FCPI,EM4,2024-05-01,3,noband,True,0.9307,0.5885,False,False
FCPI,EM4,2024-05-01,4,noband,False,-0.5864,0.7865,False,False
FCPI,EM4,2024-05-01,5,noband,True,-1.7414,-1.135,False,False
FCPI,EM4,2024-05-01,6,noband,True,0.8094,0.84,False,False
FCPI,EM4,2024-05-01,7,noband,True,-1.3825,-0.7855,False,False
FCPI,EM4,2024-05-01,8,noband,True,-0.9299,-2.5407,False,False
FCPI,EM4,2024-05-01,9,noband,True,-1.5428,-2.3731,False,False
FCPI,EM4,2024-05-01,10,noband,True,1.3892,0.5698,False,False
FCPI,EM4,2024-05-01,11,noband,True,1.8953,1.8689,False,False
FCPI,EM4,2024-05-01,12,noband,True,2.1313,1.5749,False,False
FCPI,EM4,2024-06-01,1,band1pp,False,1.3957,-0.8264,False,True
FCPI,EM4,2024-06-01,2,band1pp,True,0.9307,0.5449,True,True
FCPI,EM4,2024-06-01,3,band1pp,False,-0.5864,1.2595,True,False
FCPI,EM4,2024-06-01,4,band1pp,False,-1.7414,-0.9097,False,True
FCPI,EM4,2024-06-01,5,band1pp,True,0.8094,0.9841,True,True
FCPI,EM4,2024-06-01,6,band1pp,True,-1.3825,-1.7783,False,False
FCPI,EM4,2024-06-01,7,band1pp,False,-0.9299,-3.1375,True,False
FCPI,EM4,2024-06-01,8,band1pp,True,-1.5428,-2.1642,False,False
FCPI,EM4,2024-06-01,9,band1pp,True,1.3892,1.1152,False,False
FCPI,EM4,2024-06-01,10,band1pp,True,1.8953,1.8974,False,False
FCPI,EM4,2024-06-01,11,band1pp,True,2.1313,1.5796,False,False
FCPI,EM4,2024-06-01,12,band1pp,True,2.9521,1.9073,False,False
FCPI,EM4,2024-06-01,1,noband,False,1.3957,-0.8264,False,False
FCPI,EM4,2024-06-01,2,noband,True,0.9307,0.5449,False,False
FCPI,EM4,2024-06-01,3,noband,False,-0.5864,1.2595,False,False
FCPI,EM4,2024-06-01,4,noband,True,-1.7414,-0.9097,False,False
FCPI,EM4,2024-06-01,5,noband,True,0.8094,0.9841,False,False
FCPI,EM4,2024-06-01,6,noband,True,-1.3825,-1.7783,False,False
FCPI,EM4,2024-06-01,7,noband,True,-0.9299,-3.1375,False,False
FCPI,EM4,2024-06-01,8,noband,True,-1.5428,-2.1642,False,False
FCPI,EM4,2024-06-01,9,noband,True,1.3892,1.1152,False,False
FCPI,EM4,2024-06-01,10,noband,True,1.8953,1.8974,False,False
FCPI,EM4,2024-06-01,11,noband,True,2.1313,1.5796,False,False
FCPI,EM4,2024-06-01,12,noband,True,2.9521,1.9073,False,False
FCPI,EM4,2024-07-01,1,band1pp,True,0.9307,0.4451,True,True
FCPI,EM4,2024-07-01,2,band1pp,False,-0.5864,1.023,True,False
FCPI,EM4,2024-07-01,3,band1pp,False,-1.7414,-0.9943,False,True
FCPI,EM4,2024-07-01,4,band1pp,False,0.8094,1.1804,True,False
FCPI,EM4,2024-07-01,5,band1pp,True,-1.3825,-1.3017,False,False
FCPI,EM4,2024-07-01,6,band1pp,False,-0.9299,-2.9219,True,False
FCPI,EM4,2024-07-01,7,band1pp,True,-1.5428,-2.4724,False,False
FCPI,EM4,2024-07-01,8,band1pp,False,1.3892,0.8096,False,True
FCPI,EM4,2024-07-01,9,band1pp,True,1.8953,1.7935,False,False
FCPI,EM4,2024-07-01,10,band1pp,True,2.1313,1.6524,False,False
FCPI,EM4,2024-07-01,11,band1pp,True,2.9521,2.2187,False,False
FCPI,EM4,2024-07-01,12,band1pp,True,-1.6846,-1.7859,False,False
FCPI,EM4,2024-07-01,1,noband,True,0.9307,0.4451,False,False
FCPI,EM4,2024-07-01,2,noband,False,-0.5864,1.023,False,False
FCPI,EM4,2024-07-01,3,noband,True,-1.7414,-0.9943,False,False
FCPI,EM4,2024-07-01,4,noband,True,0.8094,1.1804,False,False
FCPI,EM4,2024-07-01,5,noband,True,-1.3825,-1.3017,False,False
FCPI,EM4,2024-07-01,6,noband,True,-0.9299,-2.9219,False,False
FCPI,EM4,2024-07-01,7,noband,True,-1.5428,-2.4724,False,False
FCPI,EM4,2024-07-01,8,noband,True,1.3892,0.8096,False,False
FCPI,EM4,2024-07-01,9,noband,True,1.8953,1.7935,False,False
FCPI,EM4,2024-07-01,10,noband,True,2.1313,1.6524,False,False
FCPI,EM4,2024-07-01,11,noband,True,2.9521,2.2187,False,False
FCPI,EM4,2024-07-01,12,noband,True,-1.6846,-1.7859,False,False
FCPI,EM4,2024-08-01,1,band1pp,False,-0.5864,1.1478,True,False
FCPI,EM4,2024-08-01,2,band1pp,True,-1.7414,-1.0525,False,False
FCPI,EM4,2024-08-01,3,band1pp,False,0.8094,1.0739,True,False
FCPI,EM4,2024-08-01,4,band1pp,True,-1.3825,-1.0978,False,False
FCPI,EM4,2024-08-01,5,band1pp,False,-0.9299,-2.3938,True,False
FCPI,EM4,2024-08-01,6,band1pp,True,-1.5428,-1.9592,False,False
FCPI,EM4,2024-08-01,7,band1pp,False,1.3892,-0.0759,False,True
FCPI,EM4,2024-08-01,8,band1pp,True,1.8953,1.1504,False,False
FCPI,EM4,2024-08-01,9,band1pp,True,2.1313,1.9031,False,False
FCPI,EM4,2024-08-01,10,band1pp,True,2.9521,2.497,False,False
FCPI,EM4,2024-08-01,11,band1pp,False,-1.6846,-0.7196,False,True
FCPI,EM4,2024-08-01,12,band1pp,False,-1.9444,-0.9989,False,True
FCPI,EM4,2024-08-01,1,noband,False,-0.5864,1.1478,False,False
FCPI,EM4,2024-08-01,2,noband,True,-1.7414,-1.0525,False,False
FCPI,EM4,2024-08-01,3,noband,True,0.8094,1.0739,False,False
FCPI,EM4,2024-08-01,4,noband,True,-1.3825,-1.0978,False,False
FCPI,EM4,2024-08-01,5,noband,True,-0.9299,-2.3938,False,False
FCPI,EM4,2024-08-01,6,noband,True,-1.5428,-1.9592,False,False
FCPI,EM4,2024-08-01,7,noband,False,1.3892,-0.0759,False,False
FCPI,EM4,2024-08-01,8,noband,True,1.8953,1.1504,False,False
FCPI,EM4,2024-08-01,9,noband,True,2.1313,1.9031,False,False
FCPI,EM4,2024-08-01,10,noband,True,2.9521,2.497,False,False
FCPI,EM4,2024-08-01,11,noband,True,-1.6846,-0.7196,False,False
FCPI,EM4,2024-08-01,12,noband,True,-1.9444,-0.9989,False,False
FCPI,EM4,2024-09-01,1,band1pp,False,-1.7414,2.6504,False,False
FCPI,EM4,2024-09-01,2,band1pp,False,0.8094,1.2967,True,False
FCPI,EM4,2024-09-01,3,band1pp,True,-1.3825,-1.6343,False,False
FCPI,EM4,2024-09-01,4,band1pp,False,-0.9299,-3.3411,True,False
FCPI,EM4,2024-09-01,5,band1pp,True,-1.5428,-2.2593,False,False
FCPI,EM4,2024-09-01,6,band1pp,True,1.3892,1.1123,False,False
FCPI,EM4,2024-09-01,7,band1pp,True,1.8953,1.8986,False,False
FCPI,EM4,2024-09-01,8,band1pp,True,2.1313,1.6184,False,False
FCPI,EM4,2024-09-01,9,band1pp,True,2.9521,1.9423,False,False
FCPI,EM4,2024-09-01,10,band1pp,True,-1.6846,-2.2338,False,False
FCPI,EM4,2024-09-01,11,band1pp,False,-1.9444,-0.4699,False,True
FCPI,EM4,2024-09-01,12,band1pp,False,0.6511,1.9051,True,False
FCPI,EM4,2024-09-01,1,noband,False,-1.7414,2.6504,False,False
FCPI,EM4,2024-09-01,2,noband,True,0.8094,1.2967,False,False
FCPI,EM4,2024-09-01,3,noband,True,-1.3825,-1.6343,False,False
FCPI,EM4,2024-09-01,4,noband,True,-0.9299,-3.3411,False,False
FCPI,EM4,2024-09-01,5,noband,True,-1.5428,-2.2593,False,False
FCPI,EM4,2024-09-01,6,noband,True,1.3892,1.1123,False,False
FCPI,EM4,2024-09-01,7,noband,True,1.8953,1.8986,False,False
FCPI,EM4,2024-09-01,8,noband,True,2.1313,1.6184,False,False
FCPI,EM4,2024-09-01,9,noband,True,2.9521,1.9423,False,False
FCPI,EM4,2024-09-01,10,noband,True,-1.6846,-2.2338,False,False
FCPI,EM4,2024-09-01,11,noband,True,-1.9444,-0.4699,False,False
FCPI,EM4,2024-09-01,12,noband,True,0.6511,1.9051,False,False
FCPI,EM4,2024-10-01,1,band1pp,False,0.8094,5.8102,True,False
FCPI,EM4,2024-10-01,2,band1pp,True,-1.3825,-1.873,False,False
FCPI,EM4,2024-10-01,3,band1pp,False,-0.9299,-3.5771,True,False
FCPI,EM4,2024-10-01,4,band1pp,True,-1.5428,-2.379,False,False
FCPI,EM4,2024-10-01,5,band1pp,True,1.3892,1.2398,False,False
FCPI,EM4,2024-10-01,6,band1pp,True,1.8953,2.2759,False,False
FCPI,EM4,2024-10-01,7,band1pp,True,2.1313,1.4278,False,False
FCPI,EM4,2024-10-01,8,band1pp,True,2.9521,1.7971,False,False
FCPI,EM4,2024-10-01,9,band1pp,True,-1.6846,-2.4714,False,False
FCPI,EM4,2024-10-01,10,band1pp,False,-1.9444,-0.5595,False,True
FCPI,EM4,2024-10-01,11,band1pp,False,0.6511,1.9516,True,False
FCPI,EM4,2024-10-01,12,band1pp,True,0.9442,0.9763,True,True
FCPI,EM4,2024-10-01,1,noband,True,0.8094,5.8102,False,False
FCPI,EM4,2024-10-01,2,noband,True,-1.3825,-1.873,False,False
FCPI,EM4,2024-10-01,3,noband,True,-0.9299,-3.5771,False,False
FCPI,EM4,2024-10-01,4,noband,True,-1.5428,-2.379,False,False
FCPI,EM4,2024-10-01,5,noband,True,1.3892,1.2398,False,False
FCPI,EM4,2024-10-01,6,noband,True,1.8953,2.2759,False,False
FCPI,EM4,2024-10-01,7,noband,True,2.1313,1.4278,False,False
FCPI,EM4,2024-10-01,8,noband,True,2.9521,1.7971,False,False
FCPI,EM4,2024-10-01,9,noband,True,-1.6846,-2.4714,False,False
FCPI,EM4,2024-10-01,10,noband,True,-1.9444,-0.5595,False,False
FCPI,EM4,2024-10-01,11,noband,True,0.6511,1.9516,False,False
FCPI,EM4,2024-10-01,12,noband,True,0.9442,0.9763,False,False
FCPI,EM4,2024-11-01,1,band1pp,True,-1.3825,-1.5965,False,False
FCPI,EM4,2024-11-01,2,band1pp,False,-0.9299,-1.271,True,False
FCPI,EM4,2024-11-01,3,band1pp,True,-1.5428,-4.8451,False,False
FCPI,EM4,2024-11-01,4,band1pp,False,1.3892,0.0608,False,True
FCPI,EM4,2024-11-01,5,band1pp,True,1.8953,1.5719,False,False
FCPI,EM4,2024-11-01,6,band1pp,True,2.1313,1.649,False,False
FCPI,EM4,2024-11-01,7,band1pp,True,2.9521,1.9864,False,False
FCPI,EM4,2024-11-01,8,band1pp,True,-1.6846,-1.3462,False,False
FCPI,EM4,2024-11-01,9,band1pp,False,-1.9444,0.1226,False,True
FCPI,EM4,2024-11-01,10,band1pp,False,0.6511,2.5117,True,False
FCPI,EM4,2024-11-01,11,band1pp,False,0.9442,2.1806,True,False
FCPI,EM4,2024-11-01,12,band1pp,False,0.2776,2.4096,True,False
FCPI,EM4,2024-11-01,1,noband,True,-1.3825,-1.5965,False,False
FCPI,EM4,2024-11-01,2,noband,True,-0.9299,-1.271,False,False
FCPI,EM4,2024-11-01,3,noband,True,-1.5428,-4.8451,False,False
FCPI,EM4,2024-11-01,4,noband,True,1.3892,0.0608,False,False
FCPI,EM4,2024-11-01,5,noband,True,1.8953,1.5719,False,False
FCPI,EM4,2024-11-01,6,noband,True,2.1313,1.649,False,False
FCPI,EM4,2024-11-01,7,noband,True,2.9521,1.9864,False,False
FCPI,EM4,2024-11-01,8,noband,True,-1.6846,-1.3462,False,False
FCPI,EM4,2024-11-01,9,noband,False,-1.9444,0.1226,False,False
FCPI,EM4,2024-11-01,10,noband,True,0.6511,2.5117,False,False
FCPI,EM4,2024-11-01,11,noband,True,0.9442,2.1806,False,False
FCPI,EM4,2024-11-01,12,noband,True,0.2776,2.4096,False,False
FCPI,EM4,2024-12-01,1,band1pp,False,-0.9299,-2.4464,True,False
FCPI,EM4,2024-12-01,2,band1pp,True,-1.5428,-2.5403,False,False
FCPI,EM4,2024-12-01,3,band1pp,False,1.3892,0.8063,False,True
FCPI,EM4,2024-12-01,4,band1pp,True,1.8953,1.9009,False,False
FCPI,EM4,2024-12-01,5,band1pp,True,2.1313,1.4242,False,False
FCPI,EM4,2024-12-01,6,band1pp,True,2.9521,1.8628,False,False
FCPI,EM4,2024-12-01,7,band1pp,True,-1.6846,-2.0437,False,False
FCPI,EM4,2024-12-01,8,band1pp,False,-1.9444,-0.3954,False,True
FCPI,EM4,2024-12-01,9,band1pp,False,0.6511,1.6298,True,False
FCPI,EM4,2024-12-01,10,band1pp,True,0.9442,0.4403,True,True
FCPI,EM4,2024-12-01,11,band1pp,True,0.2776,0.2695,True,True
FCPI,EM4,2024-12-01,12,band1pp,True,-0.5425,-0.03,True,True
FCPI,EM4,2024-12-01,1,noband,True,-0.9299,-2.4464,False,False
FCPI,EM4,2024-12-01,2,noband,True,-1.5428,-2.5403,False,False
FCPI,EM4,2024-12-01,3,noband,True,1.3892,0.8063,False,False
FCPI,EM4,2024-12-01,4,noband,True,1.8953,1.9009,False,False
FCPI,EM4,2024-12-01,5,noband,True,2.1313,1.4242,False,False
FCPI,EM4,2024-12-01,6,noband,True,2.9521,1.8628,False,False
FCPI,EM4,2024-12-01,7,noband,True,-1.6846,-2.0437,False,False
FCPI,EM4,2024-12-01,8,noband,True,-1.9444,-0.3954,False,False
FCPI,EM4,2024-12-01,9,noband,True,0.6511,1.6298,False,False
FCPI,EM4,2024-12-01,10,noband,True,0.9442,0.4403,False,False
FCPI,EM4,2024-12-01,11,noband,True,0.2776,0.2695,False,False
FCPI,EM4,2024-12-01,12,noband,True,-0.5425,-0.03,False,False
FCPI,EM4,2025-01-01,1,band1pp,True,-1.5428,-3.8571,False,False
FCPI,EM4,2025-01-01,2,band1pp,True,1.3892,1.0029,False,False
FCPI,EM4,2025-01-01,3,band1pp,True,1.8953,1.7758,False,False
FCPI,EM4,2025-01-01,4,band1pp,True,2.1313,1.3901,False,False
FCPI,EM4,2025-01-01,5,band1pp,True,2.9521,1.7746,False,False
FCPI,EM4,2025-01-01,6,band1pp,True,-1.6846,-1.9592,False,False
