var,em,origin,MAE,RMSE,WAPE_pct,bias_pct,MAE_yoy,RMSE_yoy,bias_yoy,w80_pct,cov80,w60_pct,cov60,w20_pct,cov20,IS80,IS60,pinball_pct,level
CCPI,EM12,2025-04-01,2.07109,2.36879,1.06634,-1.06634,1.07567,1.22965,-1.07567,10.74686,1.0,6.96588,1.0,2.05908,0.5,10.74686,6.96588,0.59302,194.225
CCPI,EM12,2025-05-01,3.30167,4.01877,1.69237,-1.69237,1.71853,2.09472,-1.71853,9.75007,1.0,6.32969,0.91667,1.82997,0.16667,9.75007,6.55201,0.72798,195.09167
CCPI,EM12,2025-06-01,5.31477,6.39025,2.71196,-2.71196,2.76691,3.326,-2.76691,7.44712,0.75,4.52338,0.5,1.24295,0.0,8.94234,7.42573,0.95087,195.975
CCPI,EM12,2025-07-01,3.05657,4.72541,1.55097,-1.30937,1.58655,2.44536,-1.33591,10.89079,1.0,6.51473,0.91667,1.85247,0.75,10.89079,6.6886,0.71188,197.075
CCPI,EM12,2025-08-01,4.27882,6.21039,2.1583,-2.1583,2.21631,3.20806,-2.21631,14.21182,1.0,9.34034,0.91667,2.78758,0.58333,14.21182,9.61002,1.02677,198.25
CCPI,EM12,2025-09-01,3.32772,4.66117,1.66768,-1.34001,1.72315,2.40744,-1.3798,10.53666,1.0,6.81539,1.0,2.03935,0.58333,10.53666,6.81539,0.73214,199.54167
CCPI,EM13,2025-04-01,3.41774,3.67972,1.75968,-1.75968,1.77631,1.91218,-1.77631,10.6712,1.0,7.26259,1.0,2.14304,0.25,10.6712,7.26259,0.74938,194.225
CCPI,EM13,2025-05-01,3.83763,4.43382,1.96709,-1.96709,1.99738,2.31004,-1.99738,10.32705,1.0,6.683,0.91667,1.92675,0.16667,10.32705,6.87445,0.81696,195.09167
CCPI,EM13,2025-06-01,5.58554,6.63774,2.85013,-2.85013,2.90801,3.45494,-2.90801,7.30785,0.66667,4.38405,0.41667,1.18948,0.0,9.42105,7.79918,1.00633,195.975
CCPI,EM13,2025-07-01,2.91105,4.54346,1.47713,-1.2563,1.51059,2.35079,-1.28131,10.31041,1.0,6.31394,0.91667,1.82389,0.75,10.31041,6.51192,0.68988,197.075
CCPI,EM13,2025-08-01,4.80653,6.49238,2.42448,-2.42448,2.49184,3.35504,-2.49184,13.50983,1.0,8.86113,0.83333,2.65674,0.33333,13.50983,9.38518,1.05901,198.25
CCPI,EM13,2025-09-01,2.23097,2.86379,1.11805,-0.23686,1.15766,1.48069,-0.2368,12.21547,1.0,7.92531,1.0,2.37247,0.5,12.21547,7.92531,0.67591,199.54167
CCPI,EM14,2025-04-01,4.19935,4.37449,2.1621,-2.1621,2.18125,2.2713,-2.18125,11.93646,1.0,8.17696,1.0,2.42387,0.16667,11.93646,8.17696,0.89899,194.225
CCPI,EM14,2025-05-01,4.09758,4.69992,2.10033,-2.10033,2.13218,2.44791,-2.13218,10.38887,1.0,6.75035,0.75,1.91621,0.08333,10.38887,7.187,0.87479,195.09167
CCPI,EM14,2025-06-01,5.7966,6.80344,2.95783,-2.95783,3.01786,3.5412,-3.01786,8.10756,0.75,5.09437,0.5,1.42175,0.0,9.26411,7.72309,1.03113,195.975
CCPI,EM14,2025-07-01,3.44166,5.11783,1.74637,-1.73747,1.78557,2.64952,-1.7763,14.18009,1.0,9.47134,1.0,2.88408,0.25,14.18009,9.47134,0.97849,197.075
CCPI,EM14,2025-08-01,6.75069,8.14672,3.40514,-3.40514,3.50492,4.21544,-3.50492,16.79216,1.0,11.66027,1.0,3.71851,0.25,16.79216,11.66027,1.44871,198.25
CCPI,EM14,2025-09-01,2.55632,3.57407,1.2811,-0.96122,1.32313,1.84419,-0.98863,10.85898,1.0,7.01079,1.0,2.09686,0.66667,10.85898,7.01079,0.65568,199.54167
CCPI,EM15,2025-04-01,2.975,3.24769,1.53173,-0.93105,1.55011,1.69346,-0.95187,30.72048,1.0,20.17477,1.0,6.07306,1.0,30.72048,20.17477,1.5637,194.225
CCPI,EM15,2025-05-01,3.50833,4.26937,1.7983,-1.54201,1.83262,2.23235,-1.57591,30.5845,1.0,20.08547,1.0,6.04618,0.91667,30.5845,20.08547,1.58305,195.09167
CCPI,EM15,2025-06-01,4.28333,5.23927,2.18565,-2.04108,2.23497,2.73221,-2.08988,30.44656,1.0,19.99488,1.0,6.01891,0.83333,30.44656,19.99488,1.62103,195.975
CCPI,EM15,2025-07-01,5.29167,6.47064,2.6851,-2.63436,2.75366,3.35809,-2.7023,30.27536,1.0,19.88245,1.0,5.98507,0.75,30.27536,19.88245,1.67559,197.075
CCPI,EM15,2025-08-01,6.41667,7.64243,3.23665,-3.23665,3.33334,3.95808,-3.33334,30.09474,1.0,19.76383,1.0,5.94936,0.66667,30.09474,19.76383,1.7429,198.25
CCPI,EM15,2025-09-01,7.525,8.83313,3.77114,-3.77114,3.90562,4.5732,-3.90562,29.89911,1.0,19.63536,1.0,5.91069,0.58333,29.89911,19.63536,1.81859,199.54167
CCPI,EM16,2025-04-01,1.63336,2.12082,0.84096,-0.16682,0.84905,1.1029,-0.16992,10.039,0.91667,6.75783,0.91667,1.90135,0.75,10.09851,6.92219,0.58921,194.225
CCPI,EM16,2025-05-01,3.50833,4.26937,1.7983,-1.54201,1.83262,2.23235,-1.57591,30.5845,1.0,20.08547,1.0,6.04618,0.91667,30.5845,20.08547,1.58305,195.09167
CCPI,EM16,2025-06-01,2.69659,3.80385,1.37599,-0.96204,1.40274,1.97949,-0.98684,27.34003,1.0,17.76891,1.0,5.33327,0.83333,27.34003,17.76891,1.40232,195.975
CCPI,EM16,2025-07-01,5.29167,6.47064,2.6851,-2.63436,2.75366,3.35809,-2.7023,30.27536,1.0,19.88245,1.0,5.98507,0.75,30.27536,19.88245,1.67559,197.075
CCPI,EM16,2025-08-01,6.41667,7.64243,3.23665,-3.23665,3.33334,3.95808,-3.33334,30.09474,1.0,19.76383,1.0,5.94936,0.66667,30.09474,19.76383,1.7429,198.25
CCPI,EM16,2025-09-01,5.08265,6.8188,2.54716,-2.54716,2.632,3.52339,-2.632,8.99904,0.91667,5.46532,0.58333,1.56052,0.25,9.21518,8.61945,0.95526,199.54167
CCPI,EM17,2025-04-01,11.54104,12.94194,5.9421,1.80117,5.99957,6.72219,1.86688,34.98491,1.0,20.9926,0.83333,5.95301,0.16667,34.98491,22.03462,2.39167,194.225
CCPI,EM17,2025-05-01,7.10784,7.66617,3.64333,-3.64333,3.70397,3.99819,-3.70397,6.24846,0.08333,3.53555,0.0,0.97392,0.0,14.46229,13.38133,1.42302,195.09167
CCPI,EM17,2025-06-01,5.29366,5.5243,2.70119,1.95139,2.7573,2.87769,1.99414,13.99446,1.0,8.53876,0.83333,2.50354,0.08333,13.99446,8.68909,1.00126,195.975
CCPI,EM17,2025-07-01,52.97298,53.68224,26.87961,26.87961,27.61048,27.98032,27.61048,23.31973,0.0,14.6757,0.0,4.73953,0.0,180.96948,112.42822,11.81344,197.075
CCPI,EM17,2025-08-01,6.84728,8.56916,3.45386,-3.45386,3.5524,4.43105,-3.5524,7.34993,0.66667,4.00346,0.25,1.05697,0.0,13.49559,11.72609,1.31309,198.25
CCPI,EM17,2025-09-01,4.38748,5.12382,2.19878,-0.53382,2.27901,2.65385,-0.53815,15.265,1.0,10.02484,0.91667,3.0177,0.41667,15.265,10.11982,0.96571,199.54167
CCPI,EM18,2025-04-01,5.27786,5.59877,2.71739,-2.71739,2.74648,2.91451,-2.74648,6.66358,0.75,3.74813,0.08333,1.0271,0.0,7.95619,8.45841,0.98113,194.225
CCPI,EM18,2025-05-01,61.0835,61.29193,31.31015,-31.31015,31.79568,31.89892,-31.79568,53.72987,0.33333,47.4997,0.0,15.32871,0.0,63.04174,66.08071,11.01046,195.09167
CCPI,EM18,2025-06-01,9.69584,10.1996,4.94749,4.94749,5.04653,5.30306,5.04653,27.74714,0.91667,18.22212,0.83333,5.48527,0.16667,28.49203,20.28205,2.05242,195.975
CCPI,EM18,2025-07-01,8.70139,9.43141,4.41527,4.41527,4.53985,4.92005,4.53985,29.35155,0.91667,19.27577,0.83333,5.80244,0.25,29.65549,20.46784,2.00347,197.075
CCPI,EM18,2025-08-01,7.36009,8.32466,3.71253,3.71253,3.84794,4.35382,3.84794,31.6104,1.0,20.7592,0.91667,6.24899,0.33333,31.6104,21.04849,1.95003,198.25
CCPI,EM18,2025-09-01,6.16804,6.7408,3.0911,0.51451,3.21154,3.50853,0.55674,16.97312,0.91667,11.14659,0.75,3.35538,0.16667,17.32564,12.11909,1.25313,199.54167
CCPI,EM2,2025-04-01,6.69971,6.87054,3.44946,-3.44946,3.48273,3.57168,-3.48273,12.45968,1.0,8.75017,1.0,2.63153,0.08333,12.45968,8.75017,1.08522,194.225
CCPI,EM2,2025-05-01,5.63747,6.19125,2.88965,-2.88965,2.93359,3.22345,-2.93359,11.03492,1.0,7.26644,0.83333,2.05511,0.16667,11.03492,7.6758,0.93957,195.09167
CCPI,EM2,2025-06-01,6.24457,6.8732,3.18641,-3.18641,3.25115,3.57713,-3.25115,10.48612,0.91667,6.73341,0.66667,1.9744,0.0,10.57396,8.04004,1.02017,195.975
CCPI,EM2,2025-07-01,7.02919,8.11168,3.56676,-3.56676,3.65581,4.20816,-3.65581,15.52574,1.0,10.67154,1.0,3.29965,0.25,15.52574,10.67154,1.25846,197.075
CCPI,EM2,2025-08-01,6.41518,7.86437,3.23591,-3.23591,3.33066,4.06834,-3.33066,16.71519,1.0,11.65486,1.0,3.73559,0.25,16.71519,11.65486,1.26358,198.25
CCPI,EM2,2025-09-01,3.71519,5.35073,1.86186,-1.81954,1.92232,2.76358,-1.87773,10.15242,1.0,6.51065,0.75,1.93531,0.41667,10.15242,7.08176,0.78607,199.54167
CCPI,EM3,2025-04-01,4.07965,4.26504,2.10047,-2.10047,2.11918,2.21469,-2.11918,12.00659,1.0,8.21466,1.0,2.43454,0.25,12.00659,8.21466,0.88629,194.225
CCPI,EM3,2025-05-01,4.15627,4.74809,2.13042,-2.13042,2.16271,2.47291,-2.16271,10.54049,1.0,6.86001,0.75,1.94879,0.16667,10.54049,7.26287,0.88862,195.09167
CCPI,EM3,2025-06-01,5.86519,6.85733,2.99283,-2.99283,3.05359,3.56928,-3.05359,8.28738,0.75,5.24853,0.5,1.47265,0.0,9.28127,7.7492,1.04174,195.975
CCPI,EM3,2025-07-01,4.07818,5.57719,2.06935,-2.06935,2.11724,2.88849,-2.11724,14.68079,1.0,9.8823,1.0,3.02228,0.25,14.68079,9.8823,1.06515,197.075
CCPI,EM3,2025-08-01,7.26271,8.57306,3.66341,-3.66341,3.77196,4.43773,-3.77196,17.71666,1.0,12.44115,1.0,4.00336,0.25,17.71666,12.44115,1.55562,198.25
CCPI,EM3,2025-09-01,3.5429,4.86848,1.77552,-1.76457,1.83402,2.51496,-1.82248,9.29845,1.0,5.87097,0.75,1.73227,0.41667,9.29845,6.44123,0.73123,199.54167
CCPI,EM4,2025-04-01,6.69971,6.87054,3.44946,-3.44946,3.48273,3.57168,-3.48273,12.45968,1.0,8.75017,1.0,2.63153,0.08333,12.45968,8.75017,1.08522,194.225
CCPI,EM4,2025-05-01,5.59794,6.1495,2.86939,-2.86939,2.91304,3.20174,-2.91304,11.05181,1.0,7.27208,0.83333,2.0583,0.16667,11.05181,7.6539,0.93504,195.09167
CCPI,EM4,2025-06-01,6.23391,6.86043,3.18097,-3.18097,3.24558,3.57046,-3.24558,10.52855,0.91667,6.76864,0.66667,1.98597,0.0,10.60742,8.02912,1.01817,195.975
CCPI,EM4,2025-07-01,7.11474,8.15822,3.61017,-3.61017,3.70044,4.23249,-3.70044,15.5696,1.0,10.72706,1.0,3.31933,0.25,15.5696,10.72706,1.26535,197.075
CCPI,EM4,2025-08-01,4.28877,6.03356,2.16331,-2.0903,2.22255,3.11585,-2.14724,15.84156,1.0,11.09002,1.0,3.56874,0.41667,15.84156,11.09002,1.0662,198.25
CCPI,EM4,2025-09-01,3.08719,4.28023,1.54714,-1.40223,1.59772,2.21038,-1.44687,10.95329,1.0,7.06387,1.0,2.10831,0.41667,10.95329,7.06387,0.71076,199.54167
CCPI,EM5,2025-04-01,6.69971,6.87054,3.44946,-3.44946,3.48273,3.57168,-3.48273,12.45968,1.0,8.75017,1.0,2.63153,0.08333,12.45968,8.75017,1.08522,194.225
CCPI,EM5,2025-05-01,5.60705,6.1541,2.87406,-2.87406,2.91781,3.20416,-2.91781,11.04654,1.0,7.27595,0.83333,2.06255,0.16667,11.04654,7.65107,0.93565,195.09167
CCPI,EM5,2025-06-01,6.29182,6.92124,3.21052,-3.21052,3.27571,3.60208,-3.27571,10.58005,0.91667,6.80811,0.66667,1.99813,0.0,10.66522,8.0786,1.02587,195.975
CCPI,EM5,2025-07-01,6.7639,7.85844,3.43214,-3.43214,3.51684,4.07516,-3.51684,15.73736,1.0,10.7562,1.0,3.31203,0.25,15.73736,10.7562,1.23769,197.075
CCPI,EM5,2025-08-01,5.44959,6.87639,2.74885,-2.74885,2.8284,3.5565,-2.8284,16.88612,1.0,11.52707,1.0,3.62244,0.33333,16.88612,11.52707,1.16836,198.25
CCPI,EM5,2025-09-01,4.15254,5.79226,2.08104,-2.07031,2.14911,2.99221,-2.13781,11.29524,1.0,7.21684,0.75,2.13763,0.41667,11.29524,7.69759,0.86443,199.54167
CCPI,EM6,2025-04-01,6.69971,6.87054,3.44946,-3.44946,3.48273,3.57168,-3.48273,12.45968,1.0,8.75017,1.0,2.63153,0.08333,12.45968,8.75017,1.08522,194.225
CCPI,EM6,2025-05-01,5.59794,6.1495,2.86939,-2.86939,2.91304,3.20174,-2.91304,11.05181,1.0,7.27208,0.83333,2.0583,0.16667,11.05181,7.6539,0.93504,195.09167
CCPI,EM6,2025-06-01,6.36353,6.98755,3.24711,-3.24711,3.31315,3.63675,-3.31315,10.52786,0.91667,6.77384,0.66667,1.98782,0.0,10.61185,8.11749,1.03498,195.975
CCPI,EM6,2025-07-01,7.00377,8.06644,3.55386,-3.55386,3.64272,4.18489,-3.64272,15.82679,1.0,10.96974,1.0,3.40768,0.25,15.82679,10.96974,1.27111,197.075
CCPI,EM6,2025-08-01,7.2376,8.55403,3.65075,-3.65075,3.75924,4.42811,-3.75924,16.66934,1.0,11.36076,1.0,3.57573,0.25,16.66934,11.36076,1.31542,198.25
CCPI,EM6,2025-09-01,3.71519,5.35073,1.86186,-1.81954,1.92232,2.76358,-1.87773,10.15242,1.0,6.51065,0.75,1.93531,0.41667,10.15242,7.08176,0.78607,199.54167
CCPI,EM7,2025-04-01,4.07965,4.26504,2.10047,-2.10047,2.11918,2.21469,-2.11918,12.00659,1.0,8.21466,1.0,2.43454,0.25,12.00659,8.21466,0.88629,194.225
CCPI,EM7,2025-05-01,4.45136,5.00785,2.28167,-2.28167,2.31641,2.60807,-2.31641,10.71663,1.0,7.04091,0.75,2.01479,0.08333,10.71663,7.49089,0.93175,195.09167
CCPI,EM7,2025-06-01,5.87594,6.86581,2.99831,-2.99831,3.05919,3.57369,-3.05919,8.31555,0.75,5.27268,0.5,1.48062,0.0,9.28396,7.7533,1.0434,195.975
CCPI,EM7,2025-07-01,4.08723,5.55801,2.07395,-2.07395,2.12194,2.8785,-2.12194,14.43334,1.0,9.74511,1.0,2.98543,0.25,14.43334,9.74511,1.06044,197.075
CCPI,EM7,2025-08-01,7.20874,8.52663,3.63619,-3.63619,3.74383,4.41353,-3.74383,17.61163,1.0,12.36424,1.0,3.975,0.25,17.61163,12.36424,1.54582,198.25
CCPI,EM7,2025-09-01,3.52982,4.86032,1.76896,-1.75689,1.8272,2.51068,-1.81448,9.32901,1.0,5.89093,0.75,1.73803,0.41667,9.32901,6.4378,0.73006,199.54167
CCPI,EM8,2025-04-01,6.62847,6.80071,3.41278,-3.41278,3.44563,3.53528,-3.44563,12.36196,1.0,8.67908,1.0,2.60514,0.08333,12.36196,8.67908,1.07564,194.225
CCPI,EM8,2025-05-01,5.63747,6.19125,2.88965,-2.88965,2.93359,3.22345,-2.93359,11.03492,1.0,7.26644,0.83333,2.05511,0.16667,11.03492,7.6758,0.93957,195.09167
CCPI,EM8,2025-06-01,6.23391,6.86043,3.18097,-3.18097,3.24558,3.57046,-3.24558,10.52855,0.91667,6.76864,0.66667,1.98597,0.0,10.60742,8.02912,1.01817,195.975
CCPI,EM8,2025-07-01,7.02919,8.11168,3.56676,-3.56676,3.65581,4.20816,-3.65581,15.52574,1.0,10.67154,1.0,3.29965,0.25,15.52574,10.67154,1.25846,197.075
CCPI,EM8,2025-08-01,6.58757,8.02302,3.32286,-3.32286,3.42027,4.15076,-3.42027,16.16237,1.0,11.12871,1.0,3.53593,0.25,16.16237,11.12871,1.25254,198.25
CCPI,EM8,2025-09-01,3.71519,5.35073,1.86186,-1.81954,1.92232,2.76358,-1.87773,10.15242,1.0,6.51065,0.75,1.93531,0.41667,10.15242,7.08176,0.78607,199.54167
CCPI,EM9,2025-04-01,3.67785,3.88566,1.8936,-1.8936,1.91123,2.01871,-1.91123,10.9129,1.0,7.40311,1.0,2.2254,0.16667,10.9129,7.40311,0.78865,194.225
CCPI,EM9,2025-05-01,4.10636,4.66033,2.10484,-2.10484,2.13832,2.42907,-2.13832,9.29218,1.0,6.2053,0.91667,1.86842,0.0,9.29218,6.61676,0.7717,195.09167
CCPI,EM9,2025-06-01,6.05952,6.85389,3.09199,-3.09199,3.15561,3.56817,-3.15561,7.23718,0.66667,4.11165,0.08333,1.12553,0.0,9.76353,9.53692,1.12003,195.975
CCPI,EM9,2025-07-01,4.63037,6.13201,2.34955,-2.34955,2.40428,3.17426,-2.40428,9.14026,0.91667,5.58819,0.75,1.59751,0.08333,9.31778,7.76841,0.89688,197.075
CCPI,EM9,2025-08-01,5.01549,6.6105,2.52988,-2.52988,2.60063,3.41669,-2.60063,8.74052,0.83333,5.29242,0.66667,1.53021,0.16667,9.39303,8.67604,0.95622,198.25
CCPI,EM9,2025-09-01,4.95529,6.92772,2.48334,-2.4603,2.56501,3.5793,-2.54074,8.11201,0.75,4.98428,0.58333,1.43897,0.41667,10.47444,9.3671,0.98751,199.54167
FCPI,EM10,2025-04-01,2.67516,2.89644,1.11799,-0.14616,1.15691,1.2539,-0.14574,11.96115,1.0,8.18431,1.0,2.54096,0.58333,11.96115,8.18431,0.70694,239.28333
FCPI,EM10,2025-05-01,3.14162,3.57606,1.31174,0.97914,1.35753,1.5495,1.01334,10.78863,1.0,7.08675,1.0,2.13876,0.33333,10.78863,7.08675,0.63808,239.5
FCPI,EM10,2025-06-01,5.79072,6.19256,2.41473,2.41473,2.48479,2.66139,2.48479,10.45274,1.0,6.79669,0.91667,2.04557,0.08333,10.45274,6.9488,0.84289,239.80833
FCPI,EM10,2025-07-01,5.14607,5.65356,2.13996,2.13996,2.20501,2.42559,2.20501,10.62563,1.0,7.06178,0.91667,2.17857,0.25,10.62563,7.11411,0.79274,240.475
FCPI,EM10,2025-08-01,1.97553,2.58244,0.8182,-0.17147,0.83788,1.0938,-0.15814,10.08067,1.0,6.05594,1.0,1.71211,0.66667,10.08067,6.05594,0.51906,241.45
FCPI,EM10,2025-09-01,2.66582,3.29854,1.09818,-0.6072,1.12601,1.38904,-0.61351,10.28204,1.0,6.66518,1.0,1.9986,0.5,10.28204,6.66518,0.59166,242.75
FCPI,EM11,2025-04-01,2.67516,2.89644,1.11799,-0.14616,1.15691,1.2539,-0.14574,11.96115,1.0,8.18431,1.0,2.54096,0.58333,11.96115,8.18431,0.70694,239.28333
FCPI,EM11,2025-05-01,3.13057,3.5031,1.30713,0.90955,1.35248,1.51767,0.94171,10.79604,1.0,7.09133,1.0,2.13941,0.33333,10.79604,7.09133,0.63637,239.5
FCPI,EM11,2025-06-01,5.6067,6.00196,2.33799,2.33799,2.40676,2.58136,2.40676,10.44986,1.0,6.79121,0.91667,2.04437,0.08333,10.44986,6.91968,0.82303,239.80833
FCPI,EM11,2025-07-01,4.93501,5.47237,2.05219,2.05219,2.11512,2.34819,2.11512,10.81209,1.0,7.17956,0.91667,2.21944,0.25,10.81209,7.18653,0.77658,240.475
FCPI,EM11,2025-08-01,1.86353,2.42507,0.77181,-0.103,0.79137,1.02992,-0.08889,10.02222,1.0,6.0528,1.0,1.71957,0.75,10.02222,6.0528,0.51176,241.45
FCPI,EM11,2025-09-01,2.83025,3.56226,1.16591,-0.71451,1.19526,1.4996,-0.72232,10.0341,1.0,6.52216,1.0,1.9596,0.5,10.0341,6.52216,0.59531,242.75
FCPI,EM12,2025-04-01,8.26501,10.18684,3.45407,2.88718,3.55103,4.35789,2.96187,19.0439,1.0,12.23517,0.83333,3.50767,0.16667,19.0439,12.56131,1.3731,239.28333
FCPI,EM12,2025-05-01,6.31659,6.86664,2.63741,2.60001,2.71613,2.95551,2.67672,13.58976,1.0,8.75506,1.0,2.523,0.08333,13.58976,8.75506,0.94748,239.5
FCPI,EM12,2025-06-01,7.69576,8.28966,3.20913,3.20913,3.28821,3.53607,3.28821,11.48326,1.0,7.3155,0.75,2.21401,0.0,11.48326,7.72617,1.04926,239.80833
FCPI,EM12,2025-07-01,3.37674,3.84827,1.4042,1.29397,1.45239,1.6629,1.34309,13.09997,1.0,7.96573,1.0,2.29509,0.41667,13.09997,7.96573,0.73049,240.475
FCPI,EM12,2025-08-01,5.42154,7.1275,2.24541,-1.98761,2.27569,2.9752,-2.00307,9.22177,1.0,5.63958,0.66667,1.53467,0.25,9.22177,6.85239,0.85211,241.45
FCPI,EM12,2025-09-01,2.57721,3.33232,1.06167,-0.68261,1.08867,1.40456,-0.69169,15.41898,1.0,10.15656,1.0,3.05766,0.58333,15.41898,10.15656,0.82057,242.75
FCPI,EM13,2025-04-01,11.2309,13.95546,4.69356,4.03658,4.82188,5.96446,4.13891,21.61116,1.0,14.018,0.75,4.02786,0.16667,21.61116,16.26041,1.80954,239.28333
FCPI,EM13,2025-05-01,2.8541,3.29004,1.19169,0.90159,1.23354,1.42518,0.93063,14.78071,1.0,9.09249,1.0,2.63134,0.5,14.78071,9.09249,0.75781,239.5
FCPI,EM13,2025-06-01,8.9054,10.10109,3.71355,3.71355,3.79744,4.2962,3.79744,11.01993,0.91667,6.97698,0.58333,2.14357,0.0,11.16897,10.25422,1.25902,239.80833
FCPI,EM13,2025-07-01,2.78409,3.29021,1.15775,1.13307,1.19851,1.4219,1.17404,12.98901,1.0,8.03224,1.0,2.34406,0.41667,12.98901,8.03224,0.69142,240.475
FCPI,EM13,2025-08-01,5.15977,6.66063,2.13699,-1.7567,2.16888,2.78147,-1.76662,10.13166,1.0,6.007,0.66667,1.70671,0.25,10.13166,6.61831,0.8257,241.45
FCPI,EM13,2025-09-01,1.65916,2.12263,0.68349,-0.1584,0.70653,0.90577,-0.15469,13.83772,1.0,9.12487,1.0,2.76072,0.75,13.83772,9.12487,0.7179,242.75
FCPI,EM14,2025-04-01,13.29871,16.75516,5.55772,4.97915,5.70747,7.15865,5.10575,24.31379,1.0,15.84011,0.58333,4.55136,0.16667,24.31379,19.6562,2.15251,239.28333
FCPI,EM14,2025-05-01,3.34418,3.82123,1.39632,0.74898,1.44101,1.64417,0.7705,17.14215,1.0,10.65597,1.0,3.07485,0.41667,17.14215,10.65597,0.8906,239.5
FCPI,EM14,2025-06-01,9.7607,10.36741,4.07021,4.07021,4.17192,4.42244,4.17192,11.93267,1.0,7.36827,0.41667,2.19919,0.0,11.93267,9.45288,1.34289,239.80833
FCPI,EM14,2025-07-01,3.14024,3.82198,1.30585,1.17788,1.34599,1.63968,1.21909,15.72932,1.0,9.76074,1.0,2.90295,0.58333,15.72932,9.76074,0.8148,240.475
FCPI,EM14,2025-08-01,4.71434,6.20292,1.95251,-1.79403,1.9792,2.59049,-1.81158,11.30502,1.0,6.7575,1.0,2.07058,0.33333,11.30502,6.7575,0.82777,241.45
FCPI,EM14,2025-09-01,3.30283,4.23242,1.36059,0.91617,1.39318,1.7783,0.92984,19.46962,1.0,12.42944,1.0,3.69778,0.75,19.46962,12.42944,1.01783,242.75
FCPI,EM15,2025-04-01,7.525,8.14489,3.14481,-3.14481,3.26062,3.53692,-3.26062,34.81749,1.0,22.86536,1.0,6.88299,0.41667,34.81749,22.86536,1.89608,239.28333
FCPI,EM15,2025-05-01,7.18333,7.94743,2.9993,-2.9993,3.11014,3.45094,-3.11014,34.79219,1.0,22.84875,1.0,6.87799,0.41667,34.79219,22.84875,1.8867,239.5
FCPI,EM15,2025-06-01,6.38333,7.04,2.66185,-2.66185,2.75068,3.04186,-2.75068,34.77269,1.0,22.83594,1.0,6.87414,0.5,34.77269,22.83594,1.84621,239.80833
FCPI,EM15,2025-07-01,6.24167,6.8596,2.59556,-2.59556,2.67837,2.9518,-2.67837,34.69096,1.0,22.78227,1.0,6.85798,0.58333,34.69096,22.78227,1.83179,240.475
FCPI,EM15,2025-08-01,6.78333,7.49722,2.80942,-2.80942,2.9008,3.20863,-2.9008,34.55506,1.0,22.69302,1.0,6.83111,0.41667,34.55506,22.69302,1.83878,241.45
FCPI,EM15,2025-09-01,7.53333,8.53571,3.10333,-3.10333,3.2115,3.63858,-3.2115,34.37405,1.0,22.57414,1.0,6.79533,0.33333,34.37405,22.57414,1.87536,242.75
FCPI,EM16,2025-04-01,3.1,4.23458,1.29554,-1.28857,1.32744,1.81022,-1.32013,11.91752,1.0,7.82648,1.0,2.35595,0.5,11.91752,7.82648,0.73026,239.28333
FCPI,EM16,2025-05-01,2.66667,3.3449,1.11343,-0.70981,1.14431,1.42986,-0.72071,11.87192,1.0,7.79653,1.0,2.34693,0.66667,11.87192,7.79653,0.68249,239.5
FCPI,EM16,2025-06-01,8.55813,9.30243,3.56874,3.56874,3.6645,3.9799,3.6645,15.12758,1.0,9.93548,1.0,2.99453,0.08333,15.12758,9.93548,1.24511,239.80833
FCPI,EM16,2025-07-01,3.45738,4.26929,1.43773,-0.10339,1.4702,1.79753,-0.07401,14.49095,1.0,7.93365,1.0,2.10504,0.41667,14.49095,7.93365,0.74352,240.475
FCPI,EM16,2025-08-01,1.57848,1.9337,0.65375,-0.26551,0.66946,0.82242,-0.26019,14.49178,1.0,7.6383,1.0,2.66988,0.83333,14.49178,7.6383,0.63363,241.45
FCPI,EM16,2025-09-01,15.76142,20.82712,6.49286,5.87492,6.61928,8.72707,5.96305,23.35649,0.83333,14.8302,0.58333,4.36878,0.41667,25.88096,22.72436,2.49903,242.75
FCPI,EM17,2025-04-01,5.59948,6.53159,2.3401,1.87596,2.41168,2.80363,1.92819,19.86838,1.0,13.04878,1.0,3.93097,0.5,19.86838,13.04878,1.15688,239.28333
FCPI,EM17,2025-05-01,6.91769,7.64489,2.88839,2.54403,2.97412,3.28153,2.61473,25.82936,1.0,18.01033,1.0,5.72693,0.41667,25.82936,18.01033,1.50559,239.5
FCPI,EM17,2025-06-01,4.43111,5.13458,1.84777,1.84021,1.89128,2.1925,1.88339,13.39877,1.0,8.53438,1.0,2.53941,0.33333,13.39877,8.53438,0.81101,239.80833
FCPI,EM17,2025-07-01,3.41989,4.02062,1.42214,1.1237,1.46979,1.73381,1.17384,12.66619,1.0,7.13173,1.0,1.93845,0.33333,12.66619,7.13173,0.70965,240.475
FCPI,EM17,2025-08-01,8.08823,9.53564,3.34986,-3.34986,3.40885,3.99339,-3.40885,28.521,1.0,16.05568,1.0,6.38325,0.25,28.521,16.05568,1.80215,241.45
FCPI,EM17,2025-09-01,4.9061,5.62196,2.02105,0.92648,2.10402,2.43065,0.99035,21.51248,1.0,13.66717,1.0,4.03175,0.66667,21.51248,13.66717,1.20124,242.75
FCPI,EM18,2025-04-01,3.1,4.23458,1.29554,-1.28857,1.32744,1.81022,-1.32013,11.91752,1.0,7.82648,1.0,2.35595,0.5,11.91752,7.82648,0.73026,239.28333
