block,exp_id,var,em,horizon_start,date,h,mean,actual,lag12,gap_pp,pass_yoy1,pass_lvl1,rel,pass2
Blk1.1,B11-M-055,HCPI,EM11,2025-04-01,2025-04-01,1,204.8006,206.5,208.2,-0.8162,True,True,-0.00823,True
Blk1.1,B11-M-055,HCPI,EM11,2025-04-01,2025-05-01,2,205.3251,207.5,206.3,-1.0542,False,False,-0.01048,True
Blk1.1,B11-M-055,HCPI,EM11,2025-04-01,2025-06-01,3,205.7596,208.7,208.1,-1.413,False,False,-0.01409,True
Blk1.1,B11-M-055,HCPI,EM11,2025-04-01,2025-07-01,4,205.6451,208.3,206.9,-1.2832,False,False,-0.01275,True
Blk1.1,B11-M-055,HCPI,EM11,2025-04-01,2025-08-01,5,205.7234,207.2,204.1,-0.7235,True,True,-0.00713,True
Blk1.1,B11-M-055,HCPI,EM11,2025-04-01,2025-09-01,6,205.8417,207.4,203.1,-0.7673,True,True,-0.00751,True
Blk1.1,B11-M-055,HCPI,EM11,2025-04-01,2025-10-01,7,205.7555,207.5,202.1,-0.8632,True,True,-0.00841,True
Blk1.1,B11-M-055,HCPI,EM11,2025-04-01,2025-11-01,8,205.9101,207.2,202.4,-0.6373,True,True,-0.00623,True
Blk1.1,B11-M-055,HCPI,EM11,2025-04-01,2025-12-01,9,205.9682,210.5,204.6,-2.215,False,False,-0.02153,False
Blk1.1,B11-M-055,HCPI,EM11,2025-04-01,2026-01-01,10,205.5311,211.4,206.4,-2.8434,False,False,-0.02776,False
Blk1.1,B11-M-055,HCPI,EM11,2025-04-01,2026-02-01,11,205.2613,209.4,206.2,-2.0071,False,False,-0.01976,True
Blk1.1,B11-M-055,HCPI,EM11,2025-04-01,2026-03-01,12,205.3158,210.9,206.0,-2.7108,False,False,-0.02648,False
Blk1.1,B11-M-056,HCPI,EM11,2025-05-01,2025-05-01,1,206.7089,207.5,206.3,-0.3835,True,True,-0.00381,True
Blk1.1,B11-M-056,HCPI,EM11,2025-05-01,2025-06-01,2,206.9739,208.7,208.1,-0.8295,True,True,-0.00827,True
Blk1.1,B11-M-056,HCPI,EM11,2025-05-01,2025-07-01,3,207.0181,208.3,206.9,-0.6196,True,True,-0.00615,True
Blk1.1,B11-M-056,HCPI,EM11,2025-05-01,2025-08-01,4,207.0171,207.2,204.1,-0.0896,True,True,-0.00088,True
Blk1.1,B11-M-056,HCPI,EM11,2025-05-01,2025-09-01,5,207.0824,207.4,203.1,-0.1564,True,True,-0.00153,True
Blk1.1,B11-M-056,HCPI,EM11,2025-05-01,2025-10-01,6,207.1463,207.5,202.1,-0.175,True,True,-0.0017,True
Blk1.1,B11-M-056,HCPI,EM11,2025-05-01,2025-11-01,7,207.3049,207.2,202.4,0.0518,True,True,0.00051,True
Blk1.1,B11-M-056,HCPI,EM11,2025-05-01,2025-12-01,8,207.4264,210.5,204.6,-1.5023,False,False,-0.0146,True
Blk1.1,B11-M-056,HCPI,EM11,2025-05-01,2026-01-01,9,207.5494,211.4,206.4,-1.8656,False,False,-0.01821,True
Blk1.1,B11-M-056,HCPI,EM11,2025-05-01,2026-02-01,10,207.5456,209.4,206.2,-0.8993,True,True,-0.00886,True
Blk1.1,B11-M-056,HCPI,EM11,2025-05-01,2026-03-01,11,207.5154,210.9,206.0,-1.643,False,False,-0.01605,True
Blk1.1,B11-M-056,HCPI,EM11,2025-05-01,2026-04-01,12,207.6544,216.3,206.5,-4.1868,False,False,-0.03997,False
Blk1.1,B11-M-057,HCPI,EM11,2025-06-01,2025-06-01,1,205.5718,208.7,208.1,-1.5032,False,False,-0.01499,True
Blk1.1,B11-M-057,HCPI,EM11,2025-06-01,2025-07-01,2,205.759,208.3,206.9,-1.2281,False,False,-0.0122,True
Blk1.1,B11-M-057,HCPI,EM11,2025-06-01,2025-08-01,3,205.8014,207.2,204.1,-0.6852,True,True,-0.00675,True
Blk1.1,B11-M-057,HCPI,EM11,2025-06-01,2025-09-01,4,205.8266,207.4,203.1,-0.7747,True,True,-0.00759,True
Blk1.1,B11-M-057,HCPI,EM11,2025-06-01,2025-10-01,5,205.9771,207.5,202.1,-0.7535,True,True,-0.00734,True
Blk1.1,B11-M-057,HCPI,EM11,2025-06-01,2025-11-01,6,206.4592,207.2,202.4,-0.366,True,True,-0.00358,True
Blk1.1,B11-M-057,HCPI,EM11,2025-06-01,2025-12-01,7,207.1096,210.5,204.6,-1.6571,False,False,-0.01611,True
Blk1.1,B11-M-057,HCPI,EM11,2025-06-01,2026-01-01,8,207.8631,211.4,206.4,-1.7136,False,False,-0.01673,True
Blk1.1,B11-M-057,HCPI,EM11,2025-06-01,2026-02-01,9,208.1441,209.4,206.2,-0.6091,True,True,-0.006,True
Blk1.1,B11-M-057,HCPI,EM11,2025-06-01,2026-03-01,10,207.6223,210.9,206.0,-1.5911,False,False,-0.01554,True
Blk1.1,B11-M-057,HCPI,EM11,2025-06-01,2026-04-01,11,208.4032,216.3,206.5,-3.8241,False,False,-0.03651,False
Blk1.1,B11-M-057,HCPI,EM11,2025-06-01,2026-05-01,12,208.8728,218.8,207.5,-4.7842,False,False,-0.04537,False
Blk1.1,B11-M-058,HCPI,EM11,2025-07-01,2025-07-01,1,207.3889,208.3,206.9,-0.4404,True,True,-0.00437,True
Blk1.1,B11-M-058,HCPI,EM11,2025-07-01,2025-08-01,2,207.1594,207.2,204.1,-0.0199,True,True,-0.0002,True
Blk1.1,B11-M-058,HCPI,EM11,2025-07-01,2025-09-01,3,208.1934,207.4,203.1,0.3906,True,True,0.00383,True
Blk1.1,B11-M-058,HCPI,EM11,2025-07-01,2025-10-01,4,207.8764,207.5,202.1,0.1862,True,True,0.00181,True
Blk1.1,B11-M-058,HCPI,EM11,2025-07-01,2025-11-01,5,208.4433,207.2,202.4,0.6143,True,True,0.006,True
Blk1.1,B11-M-058,HCPI,EM11,2025-07-01,2025-12-01,6,209.0608,210.5,204.6,-0.7034,True,True,-0.00684,True
Blk1.1,B11-M-058,HCPI,EM11,2025-07-01,2026-01-01,7,209.9348,211.4,206.4,-0.7099,True,True,-0.00693,True
Blk1.1,B11-M-058,HCPI,EM11,2025-07-01,2026-02-01,8,209.4758,209.4,206.2,0.0367,True,True,0.00036,True
Blk1.1,B11-M-058,HCPI,EM11,2025-07-01,2026-03-01,9,210.3112,210.9,206.0,-0.2858,True,True,-0.00279,True
Blk1.1,B11-M-058,HCPI,EM11,2025-07-01,2026-04-01,10,209.9003,216.3,206.5,-3.0991,False,False,-0.02959,False
Blk1.1,B11-M-058,HCPI,EM11,2025-07-01,2026-05-01,11,210.8779,218.8,207.5,-3.8179,False,False,-0.03621,False
Blk1.1,B11-M-058,HCPI,EM11,2025-07-01,2026-06-01,12,211.5415,222.3,208.7,-5.155,False,False,-0.0484,False
Blk1.1,B11-M-059,HCPI,EM11,2025-08-01,2025-08-01,1,210.1576,207.2,204.1,1.4491,False,False,0.01427,True
Blk1.1,B11-M-059,HCPI,EM11,2025-08-01,2025-09-01,2,210.3513,207.4,203.1,1.4531,False,False,0.01423,True
Blk1.1,B11-M-059,HCPI,EM11,2025-08-01,2025-10-01,3,210.9611,207.5,202.1,1.7126,False,False,0.01668,True
Blk1.1,B11-M-059,HCPI,EM11,2025-08-01,2025-11-01,4,211.6457,207.2,202.4,2.1965,False,False,0.02146,False
Blk1.1,B11-M-059,HCPI,EM11,2025-08-01,2025-12-01,5,212.3608,210.5,204.6,0.9095,True,True,0.00884,True
Blk1.1,B11-M-059,HCPI,EM11,2025-08-01,2026-01-01,6,213.1893,211.4,206.4,0.8669,True,True,0.00846,True
Blk1.1,B11-M-059,HCPI,EM11,2025-08-01,2026-02-01,7,213.3657,209.4,206.2,1.9232,False,False,0.01894,True
Blk1.1,B11-M-059,HCPI,EM11,2025-08-01,2026-03-01,8,213.4408,210.9,206.0,1.2334,False,False,0.01205,True
Blk1.1,B11-M-059,HCPI,EM11,2025-08-01,2026-04-01,9,214.3784,216.3,206.5,-0.9305,True,True,-0.00888,True
Blk1.1,B11-M-059,HCPI,EM11,2025-08-01,2026-05-01,10,214.7004,218.8,207.5,-1.9757,False,False,-0.01874,True
Blk1.1,B11-M-059,HCPI,EM11,2025-08-01,2026-06-01,11,215.9537,222.3,208.7,-3.0409,False,False,-0.02855,False
Blk1.1,B11-M-059,HCPI,EM11,2025-08-01,2026-07-01,12,216.1682,223.4,208.3,-3.4718,False,False,-0.03237,False
Blk1.1,B11-M-060,HCPI,EM11,2025-09-01,2025-09-01,1,208.0427,207.4,203.1,0.3165,True,True,0.0031,True
Blk1.1,B11-M-060,HCPI,EM11,2025-09-01,2025-10-01,2,208.2954,207.5,202.1,0.3936,True,True,0.00383,True
Blk1.1,B11-M-060,HCPI,EM11,2025-09-01,2025-11-01,3,209.3686,207.2,202.4,1.0714,False,False,0.01047,True
Blk1.1,B11-M-060,HCPI,EM11,2025-09-01,2025-12-01,4,209.7831,210.5,204.6,-0.3504,True,True,-0.00341,True
Blk1.1,B11-M-060,HCPI,EM11,2025-09-01,2026-01-01,5,209.9805,211.4,206.4,-0.6877,True,True,-0.00671,True
Blk1.1,B11-M-060,HCPI,EM11,2025-09-01,2026-02-01,6,210.6945,209.4,206.2,0.6278,True,True,0.00618,True
Blk1.1,B11-M-060,HCPI,EM11,2025-09-01,2026-03-01,7,210.6593,210.9,206.0,-0.1168,True,True,-0.00114,True
Blk1.1,B11-M-060,HCPI,EM11,2025-09-01,2026-04-01,8,210.7118,216.3,206.5,-2.7061,False,False,-0.02584,False
Blk1.1,B11-M-060,HCPI,EM11,2025-09-01,2026-05-01,9,211.9468,218.8,207.5,-3.3028,False,False,-0.03132,False
Blk1.1,B11-M-060,HCPI,EM11,2025-09-01,2026-06-01,10,212.3067,222.3,208.7,-4.7884,False,False,-0.04495,False
Blk1.1,B11-M-060,HCPI,EM11,2025-09-01,2026-07-01,11,213.0053,223.4,208.3,-4.9903,False,False,-0.04653,False
Blk1.1,B11-M-060,HCPI,EM11,2025-09-01,2026-08-01,12,212.7517,223.9,207.2,-5.3804,False,False,-0.04979,False
Blk1.1,B11-M-061,HCPI,EM12,2025-04-01,2025-04-01,1,205.9999,206.5,208.2,-0.2402,True,True,-0.00242,True
Blk1.1,B11-M-061,HCPI,EM12,2025-04-01,2025-05-01,2,206.1269,207.5,206.3,-0.6656,True,True,-0.00662,True
Blk1.1,B11-M-061,HCPI,EM12,2025-04-01,2025-06-01,3,206.4265,208.7,208.1,-1.0925,False,False,-0.01089,True
Blk1.1,B11-M-061,HCPI,EM12,2025-04-01,2025-07-01,4,206.5453,208.3,206.9,-0.8481,True,True,-0.00842,True
Blk1.1,B11-M-061,HCPI,EM12,2025-04-01,2025-08-01,5,206.651,207.2,204.1,-0.269,True,True,-0.00265,True
Blk1.1,B11-M-061,HCPI,EM12,2025-04-01,2025-09-01,6,206.7467,207.4,203.1,-0.3217,True,True,-0.00315,True
Blk1.1,B11-M-061,HCPI,EM12,2025-04-01,2025-10-01,7,206.8602,207.5,202.1,-0.3166,True,True,-0.00308,True
Blk1.1,B11-M-061,HCPI,EM12,2025-04-01,2025-11-01,8,207.1323,207.2,202.4,-0.0334,True,True,-0.00033,True
Blk1.1,B11-M-061,HCPI,EM12,2025-04-01,2025-12-01,9,207.4777,210.5,204.6,-1.4772,False,False,-0.01436,True
Blk1.1,B11-M-061,HCPI,EM12,2025-04-01,2026-01-01,10,207.6804,211.4,206.4,-1.8021,False,False,-0.0176,True
Blk1.1,B11-M-061,HCPI,EM12,2025-04-01,2026-02-01,11,207.805,209.4,206.2,-0.7735,True,True,-0.00762,True
Blk1.1,B11-M-061,HCPI,EM12,2025-04-01,2026-03-01,12,207.9395,210.9,206.0,-1.4372,False,False,-0.01404,True
Blk1.1,B11-M-062,HCPI,EM12,2025-05-01,2025-05-01,1,205.6812,207.5,206.3,-0.8816,True,True,-0.00877,True
Blk1.1,B11-M-062,HCPI,EM12,2025-05-01,2025-06-01,2,205.8552,208.7,208.1,-1.367,False,False,-0.01363,True
Blk1.1,B11-M-062,HCPI,EM12,2025-05-01,2025-07-01,3,205.9282,208.3,206.9,-1.1463,False,False,-0.01139,True
Blk1.1,B11-M-062,HCPI,EM12,2025-05-01,2025-08-01,4,205.746,207.2,204.1,-0.7124,True,True,-0.00702,True
Blk1.1,B11-M-062,HCPI,EM12,2025-05-01,2025-09-01,5,206.1245,207.4,203.1,-0.628,True,True,-0.00615,True
Blk1.1,B11-M-062,HCPI,EM12,2025-05-01,2025-10-01,6,206.308,207.5,202.1,-0.5898,True,True,-0.00574,True
Blk1.1,B11-M-062,HCPI,EM12,2025-05-01,2025-11-01,7,206.9397,207.2,202.4,-0.1286,True,True,-0.00126,True
Blk1.1,B11-M-062,HCPI,EM12,2025-05-01,2025-12-01,8,207.3916,210.5,204.6,-1.5193,False,False,-0.01477,True
Blk1.1,B11-M-062,HCPI,EM12,2025-05-01,2026-01-01,9,207.8755,211.4,206.4,-1.7076,False,False,-0.01667,True
Blk1.1,B11-M-062,HCPI,EM12,2025-05-01,2026-02-01,10,208.3978,209.4,206.2,-0.486,True,True,-0.00479,True
Blk1.1,B11-M-062,HCPI,EM12,2025-05-01,2026-03-01,11,208.3676,210.9,206.0,-1.2293,False,False,-0.01201,True
Blk1.1,B11-M-062,HCPI,EM12,2025-05-01,2026-04-01,12,208.4525,216.3,206.5,-3.8003,False,False,-0.03628,False
Blk1.1,B11-M-063,HCPI,EM12,2025-06-01,2025-06-01,1,208.9757,208.7,208.1,0.1325,True,True,0.00132,True
Blk1.1,B11-M-063,HCPI,EM12,2025-06-01,2025-07-01,2,209.0015,208.3,206.9,0.3391,True,True,0.00337,True
Blk1.1,B11-M-063,HCPI,EM12,2025-06-01,2025-08-01,3,209.0771,207.2,204.1,0.9197,True,True,0.00906,True
Blk1.1,B11-M-063,HCPI,EM12,2025-06-01,2025-09-01,4,208.91,207.4,203.1,0.7435,True,True,0.00728,True
Blk1.1,B11-M-063,HCPI,EM12,2025-06-01,2025-10-01,5,209.1115,207.5,202.1,0.7974,True,True,0.00777,True
Blk1.1,B11-M-063,HCPI,EM12,2025-06-01,2025-11-01,6,209.3593,207.2,202.4,1.0669,False,False,0.01042,True
Blk1.1,B11-M-063,HCPI,EM12,2025-06-01,2025-12-01,7,210.1612,210.5,204.6,-0.1656,True,True,-0.00161,True
Blk1.1,B11-M-063,HCPI,EM12,2025-06-01,2026-01-01,8,210.6246,211.4,206.4,-0.3757,True,True,-0.00367,True
Blk1.1,B11-M-063,HCPI,EM12,2025-06-01,2026-02-01,9,210.885,209.4,206.2,0.7202,True,True,0.00709,True
Blk1.1,B11-M-063,HCPI,EM12,2025-06-01,2026-03-01,10,211.0596,210.9,206.0,0.0775,True,True,0.00076,True
Blk1.1,B11-M-063,HCPI,EM12,2025-06-01,2026-04-01,11,211.2263,216.3,206.5,-2.457,False,False,-0.02346,False
Blk1.1,B11-M-063,HCPI,EM12,2025-06-01,2026-05-01,12,211.4983,218.8,207.5,-3.5189,False,False,-0.03337,False
Blk1.1,B11-M-064,HCPI,EM12,2025-07-01,2025-07-01,1,209.0751,208.3,206.9,0.3746,True,True,0.00372,True
Blk1.1,B11-M-064,HCPI,EM12,2025-07-01,2025-08-01,2,208.5596,207.2,204.1,0.6662,True,True,0.00656,True
Blk1.1,B11-M-064,HCPI,EM12,2025-07-01,2025-09-01,3,208.3652,207.4,203.1,0.4752,True,True,0.00465,True
Blk1.1,B11-M-064,HCPI,EM12,2025-07-01,2025-10-01,4,208.1745,207.5,202.1,0.3337,True,True,0.00325,True
Blk1.1,B11-M-064,HCPI,EM12,2025-07-01,2025-11-01,5,208.5342,207.2,202.4,0.6592,True,True,0.00644,True
Blk1.1,B11-M-064,HCPI,EM12,2025-07-01,2025-12-01,6,209.2285,210.5,204.6,-0.6215,True,True,-0.00604,True
Blk1.1,B11-M-064,HCPI,EM12,2025-07-01,2026-01-01,7,209.8667,211.4,206.4,-0.7429,True,True,-0.00725,True
Blk1.1,B11-M-064,HCPI,EM12,2025-07-01,2026-02-01,8,209.8442,209.4,206.2,0.2154,True,True,0.00212,True
Blk1.1,B11-M-064,HCPI,EM12,2025-07-01,2026-03-01,9,209.7055,210.9,206.0,-0.5799,True,True,-0.00566,True
Blk1.1,B11-M-064,HCPI,EM12,2025-07-01,2026-04-01,10,210.2077,216.3,206.5,-2.9502,False,False,-0.02817,False
Blk1.1,B11-M-064,HCPI,EM12,2025-07-01,2026-05-01,11,210.8313,218.8,207.5,-3.8403,False,False,-0.03642,False
Blk1.1,B11-M-064,HCPI,EM12,2025-07-01,2026-06-01,12,211.3777,222.3,208.7,-5.2335,False,False,-0.04913,False
Blk1.1,B11-M-065,HCPI,EM12,2025-08-01,2025-08-01,1,210.3756,207.2,204.1,1.5559,False,False,0.01533,True
Blk1.1,B11-M-065,HCPI,EM12,2025-08-01,2025-09-01,2,210.4783,207.4,203.1,1.5156,False,False,0.01484,True
Blk1.1,B11-M-065,HCPI,EM12,2025-08-01,2025-10-01,3,210.9479,207.5,202.1,1.7061,False,False,0.01662,True
Blk1.1,B11-M-065,HCPI,EM12,2025-08-01,2025-11-01,4,211.9624,207.2,202.4,2.353,False,False,0.02298,False
Blk1.1,B11-M-065,HCPI,EM12,2025-08-01,2025-12-01,5,213.2873,210.5,204.6,1.3623,False,False,0.01324,True
Blk1.1,B11-M-065,HCPI,EM12,2025-08-01,2026-01-01,6,214.9613,211.4,206.4,1.7254,False,False,0.01685,True
Blk1.1,B11-M-065,HCPI,EM12,2025-08-01,2026-02-01,7,214.8592,209.4,206.2,2.6475,False,False,0.02607,False
Blk1.1,B11-M-065,HCPI,EM12,2025-08-01,2026-03-01,8,214.7407,210.9,206.0,1.8644,False,False,0.01821,True
Blk1.1,B11-M-065,HCPI,EM12,2025-08-01,2026-04-01,9,215.3708,216.3,206.5,-0.45,True,True,-0.0043,True
Blk1.1,B11-M-065,HCPI,EM12,2025-08-01,2026-05-01,10,216.0168,218.8,207.5,-1.3413,False,False,-0.01272,True
Blk1.1,B11-M-065,HCPI,EM12,2025-08-01,2026-06-01,11,217.7787,222.3,208.7,-2.1664,False,False,-0.02034,False
Blk1.1,B11-M-065,HCPI,EM12,2025-08-01,2026-07-01,12,218.2513,223.4,208.3,-2.4718,False,False,-0.02305,False
Blk1.1,B11-M-066,HCPI,EM12,2025-09-01,2025-09-01,1,206.7213,207.4,203.1,-0.3341,True,True,-0.00327,True
Blk1.1,B11-M-066,HCPI,EM12,2025-09-01,2025-10-01,2,206.656,207.5,202.1,-0.4176,True,True,-0.00407,True
Blk1.1,B11-M-066,HCPI,EM12,2025-09-01,2025-11-01,3,206.9811,207.2,202.4,-0.1082,True,True,-0.00106,True
Blk1.1,B11-M-066,HCPI,EM12,2025-09-01,2025-12-01,4,208.2358,210.5,204.6,-1.1066,False,False,-0.01076,True
Blk1.1,B11-M-066,HCPI,EM12,2025-09-01,2026-01-01,5,208.7063,211.4,206.4,-1.3051,False,False,-0.01274,True
Blk1.1,B11-M-066,HCPI,EM12,2025-09-01,2026-02-01,6,208.4956,209.4,206.2,-0.4386,True,True,-0.00432,True
Blk1.1,B11-M-066,HCPI,EM12,2025-09-01,2026-03-01,7,207.6848,210.9,206.0,-1.5608,False,False,-0.01525,True
Blk1.1,B11-M-066,HCPI,EM12,2025-09-01,2026-04-01,8,208.7203,216.3,206.5,-3.6706,False,False,-0.03504,False
Blk1.1,B11-M-066,HCPI,EM12,2025-09-01,2026-05-01,9,210.0119,218.8,207.5,-4.2352,False,False,-0.04016,False
Blk1.1,B11-M-066,HCPI,EM12,2025-09-01,2026-06-01,10,211.6493,222.3,208.7,-5.1033,False,False,-0.04791,False
Blk1.1,B11-M-066,HCPI,EM12,2025-09-01,2026-07-01,11,211.6361,223.4,208.3,-5.6476,False,False,-0.05266,False
Blk1.1,B11-M-066,HCPI,EM12,2025-09-01,2026-08-01,12,211.1328,223.9,207.2,-6.1618,False,False,-0.05702,False
Blk1.1,B11-M-067,HCPI,EM13,2025-04-01,2025-04-01,1,205.6138,206.5,208.2,-0.4257,True,True,-0.00429,True
Blk1.1,B11-M-067,HCPI,EM13,2025-04-01,2025-05-01,2,206.2873,207.5,206.3,-0.5878,True,True,-0.00584,True
Blk1.1,B11-M-067,HCPI,EM13,2025-04-01,2025-06-01,3,206.5851,208.7,208.1,-1.0163,False,False,-0.01013,True
Blk1.1,B11-M-067,HCPI,EM13,2025-04-01,2025-07-01,4,206.1878,208.3,206.9,-1.0209,False,False,-0.01014,True
Blk1.1,B11-M-067,HCPI,EM13,2025-04-01,2025-08-01,5,206.5033,207.2,204.1,-0.3414,True,True,-0.00336,True
Blk1.1,B11-M-067,HCPI,EM13,2025-04-01,2025-09-01,6,206.4488,207.4,203.1,-0.4683,True,True,-0.00459,True
Blk1.1,B11-M-067,HCPI,EM13,2025-04-01,2025-10-01,7,206.4398,207.5,202.1,-0.5246,True,True,-0.00511,True
Blk1.1,B11-M-067,HCPI,EM13,2025-04-01,2025-11-01,8,206.4336,207.2,202.4,-0.3786,True,True,-0.0037,True
Blk1.1,B11-M-067,HCPI,EM13,2025-04-01,2025-12-01,9,206.6178,210.5,204.6,-1.8975,False,False,-0.01844,True
Blk1.1,B11-M-067,HCPI,EM13,2025-04-01,2026-01-01,10,206.1335,211.4,206.4,-2.5516,False,False,-0.02491,False
Blk1.1,B11-M-067,HCPI,EM13,2025-04-01,2026-02-01,11,205.7814,209.4,206.2,-1.7549,False,False,-0.01728,True
Blk1.1,B11-M-067,HCPI,EM13,2025-04-01,2026-03-01,12,205.7991,210.9,206.0,-2.4761,False,False,-0.02419,False
Blk1.1,B11-M-068,HCPI,EM13,2025-05-01,2025-05-01,1,206.4727,207.5,206.3,-0.498,True,True,-0.00495,True
Blk1.1,B11-M-068,HCPI,EM13,2025-05-01,2025-06-01,2,206.5365,208.7,208.1,-1.0397,False,False,-0.01037,True
Blk1.1,B11-M-068,HCPI,EM13,2025-05-01,2025-07-01,3,206.6002,208.3,206.9,-0.8215,True,True,-0.00816,True
Blk1.1,B11-M-068,HCPI,EM13,2025-05-01,2025-08-01,4,206.4727,207.2,204.1,-0.3563,True,True,-0.00351,True
Blk1.1,B11-M-068,HCPI,EM13,2025-05-01,2025-09-01,5,206.7916,207.4,203.1,-0.2996,True,True,-0.00293,True
Blk1.1,B11-M-068,HCPI,EM13,2025-05-01,2025-10-01,6,206.9509,207.5,202.1,-0.2717,True,True,-0.00265,True
Blk1.1,B11-M-068,HCPI,EM13,2025-05-01,2025-11-01,7,207.4611,207.2,202.4,0.129,True,True,0.00126,True
Blk1.1,B11-M-068,HCPI,EM13,2025-05-01,2025-12-01,8,207.8118,210.5,204.6,-1.3139,False,False,-0.01277,True
Blk1.1,B11-M-068,HCPI,EM13,2025-05-01,2026-01-01,9,208.29,211.4,206.4,-1.5068,False,False,-0.01471,True
Blk1.1,B11-M-068,HCPI,EM13,2025-05-01,2026-02-01,10,208.8958,209.4,206.2,-0.2445,True,True,-0.00241,True
Blk1.1,B11-M-068,HCPI,EM13,2025-05-01,2026-03-01,11,208.8639,210.9,206.0,-0.9884,True,True,-0.00965,True
Blk1.1,B11-M-068,HCPI,EM13,2025-05-01,2026-04-01,12,208.8639,216.3,206.5,-3.601,False,False,-0.03438,False
Blk1.1,B11-M-069,HCPI,EM13,2025-06-01,2025-06-01,1,208.8704,208.7,208.1,0.0819,True,True,0.00082,True
Blk1.1,B11-M-069,HCPI,EM13,2025-06-01,2025-07-01,2,209.1462,208.3,206.9,0.409,True,True,0.00406,True
Blk1.1,B11-M-069,HCPI,EM13,2025-06-01,2025-08-01,3,209.0211,207.2,204.1,0.8922,True,True,0.00879,True
Blk1.1,B11-M-069,HCPI,EM13,2025-06-01,2025-09-01,4,208.9091,207.4,203.1,0.7431,True,True,0.00728,True
Blk1.1,B11-M-069,HCPI,EM13,2025-06-01,2025-10-01,5,209.1437,207.5,202.1,0.8133,True,True,0.00792,True
Blk1.1,B11-M-069,HCPI,EM13,2025-06-01,2025-11-01,6,209.5228,207.2,202.4,1.1476,False,False,0.01121,True
Blk1.1,B11-M-069,HCPI,EM13,2025-06-01,2025-12-01,7,210.2095,210.5,204.6,-0.142,True,True,-0.00138,True
Blk1.1,B11-M-069,HCPI,EM13,2025-06-01,2026-01-01,8,210.3339,211.4,206.4,-0.5165,True,True,-0.00504,True
Blk1.1,B11-M-069,HCPI,EM13,2025-06-01,2026-02-01,9,210.6773,209.4,206.2,0.6194,True,True,0.0061,True
Blk1.1,B11-M-069,HCPI,EM13,2025-06-01,2026-03-01,10,210.9672,210.9,206.0,0.0326,True,True,0.00032,True
Blk1.1,B11-M-069,HCPI,EM13,2025-06-01,2026-04-01,11,210.9599,216.3,206.5,-2.586,False,False,-0.02469,False
Blk1.1,B11-M-069,HCPI,EM13,2025-06-01,2026-05-01,12,211.1267,218.8,207.5,-3.698,False,False,-0.03507,False
Blk1.1,B11-M-070,HCPI,EM13,2025-07-01,2025-07-01,1,207.9315,208.3,206.9,-0.1781,True,True,-0.00177,True
Blk1.1,B11-M-070,HCPI,EM13,2025-07-01,2025-08-01,2,207.8641,207.2,204.1,0.3254,True,True,0.00321,True
Blk1.1,B11-M-070,HCPI,EM13,2025-07-01,2025-09-01,3,207.7517,207.4,203.1,0.1732,True,True,0.0017,True
Blk1.1,B11-M-070,HCPI,EM13,2025-07-01,2025-10-01,4,207.6182,207.5,202.1,0.0585,True,True,0.00057,True
Blk1.1,B11-M-070,HCPI,EM13,2025-07-01,2025-11-01,5,207.9401,207.2,202.4,0.3656,True,True,0.00357,True
Blk1.1,B11-M-070,HCPI,EM13,2025-07-01,2025-12-01,6,208.4842,210.5,204.6,-0.9852,True,True,-0.00958,True
Blk1.1,B11-M-070,HCPI,EM13,2025-07-01,2026-01-01,7,209.1785,211.4,206.4,-1.0763,False,False,-0.01051,True
Blk1.1,B11-M-070,HCPI,EM13,2025-07-01,2026-02-01,8,209.3011,209.4,206.2,-0.0479,True,True,-0.00047,True
Blk1.1,B11-M-070,HCPI,EM13,2025-07-01,2026-03-01,9,208.941,210.9,206.0,-0.951,True,True,-0.00929,True
Blk1.1,B11-M-070,HCPI,EM13,2025-07-01,2026-04-01,10,208.7991,216.3,206.5,-3.6324,False,False,-0.03468,False
Blk1.1,B11-M-070,HCPI,EM13,2025-07-01,2026-05-01,11,209.3197,218.8,207.5,-4.5688,False,False,-0.04333,False
Blk1.1,B11-M-070,HCPI,EM13,2025-07-01,2026-06-01,12,209.5849,222.3,208.7,-6.0925,False,False,-0.0572,False
Blk1.1,B11-M-071,HCPI,EM13,2025-08-01,2025-08-01,1,213.7571,207.2,204.1,3.2127,False,False,0.03165,False
Blk1.1,B11-M-071,HCPI,EM13,2025-08-01,2025-09-01,2,213.9797,207.4,203.1,3.2397,False,False,0.03172,False
Blk1.1,B11-M-071,HCPI,EM13,2025-08-01,2025-10-01,3,214.7956,207.5,202.1,3.6099,False,False,0.03516,False
Blk1.1,B11-M-071,HCPI,EM13,2025-08-01,2025-11-01,4,215.478,207.2,202.4,4.0899,False,False,0.03995,False
Blk1.1,B11-M-071,HCPI,EM13,2025-08-01,2025-12-01,5,216.4764,210.5,204.6,2.921,False,False,0.02839,False
Blk1.1,B11-M-071,HCPI,EM13,2025-08-01,2026-01-01,6,218.2754,211.4,206.4,3.3311,False,False,0.03252,False
Blk1.1,B11-M-071,HCPI,EM13,2025-08-01,2026-02-01,7,218.3784,209.4,206.2,4.3542,False,False,0.04288,False
Blk1.1,B11-M-071,HCPI,EM13,2025-08-01,2026-03-01,8,218.4617,210.9,206.0,3.6707,False,False,0.03585,False
Blk1.1,B11-M-071,HCPI,EM13,2025-08-01,2026-04-01,9,219.1858,216.3,206.5,1.3975,False,False,0.01334,True
