block,exp_id,var,em,horizon_start,date,h,mean,actual,lag12,gap_pp,pass_yoy1,pass_lvl1,rel,pass2
Blk2.1,B21-M-022,HCPI,EM11,2025-03-01,2025-11-01,9,205.0076,207.2,202.4,-1.0832,False,False,-0.01058,True
Blk2.1,B21-M-022,HCPI,EM11,2025-03-01,2025-12-01,10,204.9069,210.5,204.6,-2.7337,False,False,-0.02657,False
Blk2.1,B21-M-022,HCPI,EM11,2025-03-01,2026-01-01,11,205.3451,211.4,206.4,-2.9336,False,False,-0.02864,False
Blk2.1,B21-M-022,HCPI,EM11,2025-03-01,2026-02-01,12,205.8931,209.4,206.2,-1.7007,False,False,-0.01675,True
Blk2.1,B21-M-023,HCPI,EM13,2024-05-01,2024-05-01,1,211.3721,206.3,203.1,2.4973,False,False,0.02459,False
Blk2.1,B21-M-023,HCPI,EM13,2024-05-01,2024-06-01,2,211.6506,208.1,203.3,1.7465,False,False,0.01706,True
Blk2.1,B21-M-023,HCPI,EM13,2024-05-01,2024-07-01,3,211.7758,206.9,201.9,2.415,False,False,0.02357,False
Blk2.1,B21-M-023,HCPI,EM13,2024-05-01,2024-08-01,4,211.8209,204.1,201.9,3.8241,False,False,0.03783,False
Blk2.1,B21-M-023,HCPI,EM13,2024-05-01,2024-09-01,5,211.3709,203.1,203.5,4.0643,False,False,0.04072,False
Blk2.1,B21-M-023,HCPI,EM13,2024-05-01,2024-10-01,6,211.375,202.1,203.6,4.5555,False,False,0.04589,False
Blk2.1,B21-M-023,HCPI,EM13,2024-05-01,2024-11-01,7,212.1644,202.4,206.0,4.74,False,False,0.04824,False
Blk2.1,B21-M-023,HCPI,EM13,2024-05-01,2024-12-01,8,212.917,204.6,208.8,3.9833,False,False,0.04065,False
Blk2.1,B21-M-023,HCPI,EM13,2024-05-01,2025-01-01,9,213.3867,206.4,215.0,3.2496,False,False,0.03385,False
Blk2.1,B21-M-023,HCPI,EM13,2024-05-01,2025-02-01,10,213.2369,206.2,214.5,3.2806,False,False,0.03413,False
Blk2.1,B21-M-023,HCPI,EM13,2024-05-01,2025-03-01,11,213.6545,206.0,210.0,3.645,False,False,0.03716,False
Blk2.1,B21-M-023,HCPI,EM13,2024-05-01,2025-04-01,12,213.7584,206.5,208.2,3.4863,False,False,0.03515,False
Blk2.1,B21-M-024,HCPI,EM13,2024-06-01,2024-06-01,1,208.6579,208.1,203.3,0.2744,True,True,0.00268,True
Blk2.1,B21-M-024,HCPI,EM13,2024-06-01,2024-07-01,2,208.6401,206.9,201.9,0.8619,True,True,0.00841,True
Blk2.1,B21-M-024,HCPI,EM13,2024-06-01,2024-08-01,3,208.4522,204.1,201.9,2.1556,False,False,0.02132,False
Blk2.1,B21-M-024,HCPI,EM13,2024-06-01,2024-09-01,4,208.6729,203.1,203.5,2.7385,False,False,0.02744,False
Blk2.1,B21-M-024,HCPI,EM13,2024-06-01,2024-10-01,5,208.5938,202.1,203.6,3.1895,False,False,0.03213,False
Blk2.1,B21-M-024,HCPI,EM13,2024-06-01,2024-11-01,6,209.12,202.4,206.0,3.2622,False,False,0.0332,False
Blk2.1,B21-M-024,HCPI,EM13,2024-06-01,2024-12-01,7,209.9505,204.6,208.8,2.5625,False,False,0.02615,False
Blk2.1,B21-M-024,HCPI,EM13,2024-06-01,2025-01-01,8,210.7965,206.4,215.0,2.0449,False,False,0.0213,False
Blk2.1,B21-M-024,HCPI,EM13,2024-06-01,2025-02-01,9,210.5105,206.2,214.5,2.0095,False,False,0.0209,False
Blk2.1,B21-M-024,HCPI,EM13,2024-06-01,2025-03-01,10,210.0629,206.0,210.0,1.9347,False,False,0.01972,True
Blk2.1,B21-M-024,HCPI,EM13,2024-06-01,2025-04-01,11,210.8112,206.5,208.2,2.0707,False,False,0.02088,False
Blk2.1,B21-M-024,HCPI,EM13,2024-06-01,2025-05-01,12,211.815,207.5,206.3,2.0916,False,False,0.0208,False
Blk2.1,B21-M-025,HCPI,EM13,2024-07-01,2024-07-01,1,208.9077,206.9,201.9,0.9944,True,True,0.0097,True
Blk2.1,B21-M-025,HCPI,EM13,2024-07-01,2024-08-01,2,209.0118,204.1,201.9,2.4328,False,False,0.02407,False
Blk2.1,B21-M-025,HCPI,EM13,2024-07-01,2024-09-01,3,209.2578,203.1,203.5,3.0259,False,False,0.03032,False
Blk2.1,B21-M-025,HCPI,EM13,2024-07-01,2024-10-01,4,209.5434,202.1,203.6,3.6559,False,False,0.03683,False
Blk2.1,B21-M-025,HCPI,EM13,2024-07-01,2024-11-01,5,209.7067,202.4,206.0,3.547,False,False,0.0361,False
Blk2.1,B21-M-025,HCPI,EM13,2024-07-01,2024-12-01,6,209.9382,204.6,208.8,2.5566,False,False,0.02609,False
Blk2.1,B21-M-025,HCPI,EM13,2024-07-01,2025-01-01,7,210.3747,206.4,215.0,1.8487,False,False,0.01926,True
Blk2.1,B21-M-025,HCPI,EM13,2024-07-01,2025-02-01,8,210.7037,206.2,214.5,2.0996,False,False,0.02184,False
Blk2.1,B21-M-025,HCPI,EM13,2024-07-01,2025-03-01,9,210.9259,206.0,210.0,2.3456,False,False,0.02391,False
Blk2.1,B21-M-025,HCPI,EM13,2024-07-01,2025-04-01,10,211.2103,206.5,208.2,2.2624,False,False,0.02281,False
Blk2.1,B21-M-025,HCPI,EM13,2024-07-01,2025-05-01,11,211.6507,207.5,206.3,2.012,False,False,0.02,False
Blk2.1,B21-M-025,HCPI,EM13,2024-07-01,2025-06-01,12,212.0007,208.7,208.1,1.5861,False,False,0.01582,True
Blk2.1,B21-M-026,HCPI,EM13,2024-08-01,2024-08-01,1,207.3058,204.1,201.9,1.5878,False,False,0.01571,True
Blk2.1,B21-M-026,HCPI,EM13,2024-08-01,2024-09-01,2,207.7054,203.1,203.5,2.2631,False,False,0.02268,False
Blk2.1,B21-M-026,HCPI,EM13,2024-08-01,2024-10-01,3,208.1704,202.1,203.6,2.9815,False,False,0.03004,False
Blk2.1,B21-M-026,HCPI,EM13,2024-08-01,2024-11-01,4,208.8238,202.4,206.0,3.1184,False,False,0.03174,False
Blk2.1,B21-M-026,HCPI,EM13,2024-08-01,2024-12-01,5,209.4021,204.6,208.8,2.2999,False,False,0.02347,False
Blk2.1,B21-M-026,HCPI,EM13,2024-08-01,2025-01-01,6,210.0502,206.4,215.0,1.6978,False,False,0.01769,True
Blk2.1,B21-M-026,HCPI,EM13,2024-08-01,2025-02-01,7,210.2562,206.2,214.5,1.891,False,False,0.01967,True
Blk2.1,B21-M-026,HCPI,EM13,2024-08-01,2025-03-01,8,210.5636,206.0,210.0,2.1732,False,False,0.02215,False
Blk2.1,B21-M-026,HCPI,EM13,2024-08-01,2025-04-01,9,211.2069,206.5,208.2,2.2608,False,False,0.02279,False
Blk2.1,B21-M-026,HCPI,EM13,2024-08-01,2025-05-01,10,212.0039,207.5,206.3,2.1832,False,False,0.02171,False
Blk2.1,B21-M-026,HCPI,EM13,2024-08-01,2025-06-01,11,212.9223,208.7,208.1,2.029,False,False,0.02023,False
Blk2.1,B21-M-026,HCPI,EM13,2024-08-01,2025-07-01,12,213.3378,208.3,206.9,2.4349,False,False,0.02419,False
Blk2.1,B21-M-027,HCPI,EM13,2024-09-01,2024-09-01,1,204.3532,203.1,203.5,0.6158,True,True,0.00617,True
Blk2.1,B21-M-027,HCPI,EM13,2024-09-01,2024-10-01,2,204.7609,202.1,203.6,1.3069,False,False,0.01317,True
Blk2.1,B21-M-027,HCPI,EM13,2024-09-01,2024-11-01,3,205.6397,202.4,206.0,1.5727,False,False,0.01601,True
Blk2.1,B21-M-027,HCPI,EM13,2024-09-01,2024-12-01,4,206.3869,204.6,208.8,0.8558,True,True,0.00873,True
Blk2.1,B21-M-027,HCPI,EM13,2024-09-01,2025-01-01,5,207.2295,206.4,215.0,0.3858,True,True,0.00402,True
Blk2.1,B21-M-027,HCPI,EM13,2024-09-01,2025-02-01,6,206.7952,206.2,214.5,0.2775,True,True,0.00289,True
Blk2.1,B21-M-027,HCPI,EM13,2024-09-01,2025-03-01,7,206.2206,206.0,210.0,0.105,True,True,0.00107,True
Blk2.1,B21-M-027,HCPI,EM13,2024-09-01,2025-04-01,8,207.051,206.5,208.2,0.2647,True,True,0.00267,True
Blk2.1,B21-M-027,HCPI,EM13,2024-09-01,2025-05-01,9,208.3521,207.5,206.3,0.413,True,True,0.00411,True
Blk2.1,B21-M-027,HCPI,EM13,2024-09-01,2025-06-01,10,209.9266,208.7,208.1,0.5894,True,True,0.00588,True
Blk2.1,B21-M-027,HCPI,EM13,2024-09-01,2025-07-01,11,210.1041,208.3,206.9,0.872,True,True,0.00866,True
Blk2.1,B21-M-027,HCPI,EM13,2024-09-01,2025-08-01,12,209.9641,207.2,204.1,1.3543,False,False,0.01334,True
Blk2.1,B21-M-028,HCPI,EM13,2024-10-01,2024-10-01,1,208.9473,202.1,203.6,3.3631,False,False,0.03388,False
Blk2.1,B21-M-028,HCPI,EM13,2024-10-01,2024-11-01,2,209.2605,202.4,206.0,3.3303,False,False,0.0339,False
Blk2.1,B21-M-028,HCPI,EM13,2024-10-01,2024-12-01,3,209.4262,204.6,208.8,2.3114,False,False,0.02359,False
Blk2.1,B21-M-028,HCPI,EM13,2024-10-01,2025-01-01,4,210.2478,206.4,215.0,1.7897,False,False,0.01864,True
Blk2.1,B21-M-028,HCPI,EM13,2024-10-01,2025-02-01,5,209.9008,206.2,214.5,1.7253,False,False,0.01795,True
Blk2.1,B21-M-028,HCPI,EM13,2024-10-01,2025-03-01,6,209.529,206.0,210.0,1.6805,False,False,0.01713,True
Blk2.1,B21-M-028,HCPI,EM13,2024-10-01,2025-04-01,7,209.6684,206.5,208.2,1.5218,False,False,0.01534,True
Blk2.1,B21-M-028,HCPI,EM13,2024-10-01,2025-05-01,8,210.0901,207.5,206.3,1.2555,False,False,0.01248,True
Blk2.1,B21-M-028,HCPI,EM13,2024-10-01,2025-06-01,9,210.6455,208.7,208.1,0.9349,True,True,0.00932,True
Blk2.1,B21-M-028,HCPI,EM13,2024-10-01,2025-07-01,10,210.5136,208.3,206.9,1.0699,False,False,0.01063,True
Blk2.1,B21-M-028,HCPI,EM13,2024-10-01,2025-08-01,11,210.2518,207.2,204.1,1.4952,False,False,0.01473,True
Blk2.1,B21-M-028,HCPI,EM13,2024-10-01,2025-09-01,12,210.1874,207.4,203.1,1.3724,False,False,0.01344,True
Blk2.1,B21-M-029,HCPI,EM13,2024-11-01,2024-11-01,1,209.1284,202.4,206.0,3.2662,False,False,0.03324,False
Blk2.1,B21-M-029,HCPI,EM13,2024-11-01,2024-12-01,2,209.1595,204.6,208.8,2.1837,False,False,0.02228,False
Blk2.1,B21-M-029,HCPI,EM13,2024-11-01,2025-01-01,3,209.8611,206.4,215.0,1.6098,False,False,0.01677,True
Blk2.1,B21-M-029,HCPI,EM13,2024-11-01,2025-02-01,4,209.6879,206.2,214.5,1.6261,False,False,0.01692,True
Blk2.1,B21-M-029,HCPI,EM13,2024-11-01,2025-03-01,5,209.5455,206.0,210.0,1.6884,False,False,0.01721,True
Blk2.1,B21-M-029,HCPI,EM13,2024-11-01,2025-04-01,6,209.3858,206.5,208.2,1.3861,False,False,0.01397,True
Blk2.1,B21-M-029,HCPI,EM13,2024-11-01,2025-05-01,7,209.5291,207.5,206.3,0.9836,True,True,0.00978,True
Blk2.1,B21-M-029,HCPI,EM13,2024-11-01,2025-06-01,8,209.6095,208.7,208.1,0.437,True,True,0.00436,True
Blk2.1,B21-M-029,HCPI,EM13,2024-11-01,2025-07-01,9,209.5767,208.3,206.9,0.6171,True,True,0.00613,True
Blk2.1,B21-M-029,HCPI,EM13,2024-11-01,2025-08-01,10,209.3326,207.2,204.1,1.0449,False,False,0.01029,True
Blk2.1,B21-M-029,HCPI,EM13,2024-11-01,2025-09-01,11,209.1925,207.4,203.1,0.8826,True,True,0.00864,True
Blk2.1,B21-M-029,HCPI,EM13,2024-11-01,2025-10-01,12,209.1332,207.5,202.1,0.8081,True,True,0.00787,True
Blk2.1,B21-M-030,HCPI,EM13,2024-12-01,2024-12-01,1,207.2305,204.6,208.8,1.2598,False,False,0.01286,True
Blk2.1,B21-M-030,HCPI,EM13,2024-12-01,2025-01-01,2,207.6796,206.4,215.0,0.5952,True,True,0.0062,True
Blk2.1,B21-M-030,HCPI,EM13,2024-12-01,2025-02-01,3,207.5554,206.2,214.5,0.6319,True,True,0.00657,True
Blk2.1,B21-M-030,HCPI,EM13,2024-12-01,2025-03-01,4,207.3102,206.0,210.0,0.6239,True,True,0.00636,True
Blk2.1,B21-M-030,HCPI,EM13,2024-12-01,2025-04-01,5,207.2598,206.5,208.2,0.3649,True,True,0.00368,True
Blk2.1,B21-M-030,HCPI,EM13,2024-12-01,2025-05-01,6,207.0882,207.5,206.3,-0.1996,True,True,-0.00198,True
Blk2.1,B21-M-030,HCPI,EM13,2024-12-01,2025-06-01,7,207.3644,208.7,208.1,-0.6418,True,True,-0.0064,True
Blk2.1,B21-M-030,HCPI,EM13,2024-12-01,2025-07-01,8,207.3671,208.3,206.9,-0.4509,True,True,-0.00448,True
Blk2.1,B21-M-030,HCPI,EM13,2024-12-01,2025-08-01,9,207.4694,207.2,204.1,0.132,True,True,0.0013,True
Blk2.1,B21-M-030,HCPI,EM13,2024-12-01,2025-09-01,10,207.1787,207.4,203.1,-0.109,True,True,-0.00107,True
Blk2.1,B21-M-030,HCPI,EM13,2024-12-01,2025-10-01,11,207.0459,207.5,202.1,-0.2247,True,True,-0.00219,True
Blk2.1,B21-M-030,HCPI,EM13,2024-12-01,2025-11-01,12,207.051,207.2,202.4,-0.0736,True,True,-0.00072,True
Blk2.1,B21-M-031,HCPI,EM13,2025-01-01,2025-01-01,1,205.2749,206.4,215.0,-0.5233,True,True,-0.00545,True
Blk2.1,B21-M-031,HCPI,EM13,2025-01-01,2025-02-01,2,205.158,206.2,214.5,-0.4858,True,True,-0.00505,True
Blk2.1,B21-M-031,HCPI,EM13,2025-01-01,2025-03-01,3,205.1134,206.0,210.0,-0.4222,True,True,-0.0043,True
Blk2.1,B21-M-031,HCPI,EM13,2025-01-01,2025-04-01,4,205.0711,206.5,208.2,-0.6863,True,True,-0.00692,True
Blk2.1,B21-M-031,HCPI,EM13,2025-01-01,2025-05-01,5,204.9999,207.5,206.3,-1.2119,False,False,-0.01205,True
Blk2.1,B21-M-031,HCPI,EM13,2025-01-01,2025-06-01,6,204.9765,208.7,208.1,-1.7893,False,False,-0.01784,True
Blk2.1,B21-M-031,HCPI,EM13,2025-01-01,2025-07-01,7,205.0805,208.3,206.9,-1.5561,False,False,-0.01546,True
Blk2.1,B21-M-031,HCPI,EM13,2025-01-01,2025-08-01,8,205.1703,207.2,204.1,-0.9945,True,True,-0.0098,True
Blk2.1,B21-M-031,HCPI,EM13,2025-01-01,2025-09-01,9,205.4348,207.4,203.1,-0.9676,True,True,-0.00948,True
Blk2.1,B21-M-031,HCPI,EM13,2025-01-01,2025-10-01,10,205.3518,207.5,202.1,-1.0629,False,False,-0.01035,True
Blk2.1,B21-M-031,HCPI,EM13,2025-01-01,2025-11-01,11,205.4224,207.2,202.4,-0.8782,True,True,-0.00858,True
Blk2.1,B21-M-031,HCPI,EM13,2025-01-01,2025-12-01,12,205.3873,210.5,204.6,-2.4989,False,False,-0.02429,False
Blk2.1,B21-M-032,HCPI,EM13,2025-02-01,2025-02-01,1,207.1208,206.2,214.5,0.4293,True,True,0.00447,True
Blk2.1,B21-M-032,HCPI,EM13,2025-02-01,2025-03-01,2,207.0775,206.0,210.0,0.5131,True,True,0.00523,True
Blk2.1,B21-M-032,HCPI,EM13,2025-02-01,2025-04-01,3,207.1368,206.5,208.2,0.3058,True,True,0.00308,True
Blk2.1,B21-M-032,HCPI,EM13,2025-02-01,2025-05-01,4,207.0133,207.5,206.3,-0.2359,True,True,-0.00235,True
Blk2.1,B21-M-032,HCPI,EM13,2025-02-01,2025-06-01,5,207.1257,208.7,208.1,-0.7565,True,True,-0.00754,True
Blk2.1,B21-M-032,HCPI,EM13,2025-02-01,2025-07-01,6,207.1484,208.3,206.9,-0.5566,True,True,-0.00553,True
Blk2.1,B21-M-032,HCPI,EM13,2025-02-01,2025-08-01,7,207.0926,207.2,204.1,-0.0526,True,True,-0.00052,True
Blk2.1,B21-M-032,HCPI,EM13,2025-02-01,2025-09-01,8,207.2125,207.4,203.1,-0.0923,True,True,-0.0009,True
Blk2.1,B21-M-032,HCPI,EM13,2025-02-01,2025-10-01,9,207.3044,207.5,202.1,-0.0968,True,True,-0.00094,True
Blk2.1,B21-M-032,HCPI,EM13,2025-02-01,2025-11-01,10,207.1667,207.2,202.4,-0.0165,True,True,-0.00016,True
Blk2.1,B21-M-032,HCPI,EM13,2025-02-01,2025-12-01,11,207.1049,210.5,204.6,-1.6594,False,False,-0.01613,True
Blk2.1,B21-M-032,HCPI,EM13,2025-02-01,2026-01-01,12,207.173,211.4,206.4,-2.048,False,False,-0.02,True
Blk2.1,B21-M-033,HCPI,EM13,2025-03-01,2025-03-01,1,202.25,206.0,210.0,-1.7857,False,False,-0.0182,True
Blk2.1,B21-M-033,HCPI,EM13,2025-03-01,2025-04-01,2,202.7001,206.5,208.2,-1.8251,False,False,-0.0184,True
Blk2.1,B21-M-033,HCPI,EM13,2025-03-01,2025-05-01,3,202.5661,207.5,206.3,-2.3916,False,False,-0.02378,False
Blk2.1,B21-M-033,HCPI,EM13,2025-03-01,2025-06-01,4,203.1533,208.7,208.1,-2.6654,False,False,-0.02658,False
Blk2.1,B21-M-033,HCPI,EM13,2025-03-01,2025-07-01,5,203.6337,208.3,206.9,-2.2553,False,False,-0.0224,False
Blk2.1,B21-M-033,HCPI,EM13,2025-03-01,2025-08-01,6,203.8905,207.2,204.1,-1.6215,False,False,-0.01597,True
Blk2.1,B21-M-033,HCPI,EM13,2025-03-01,2025-09-01,7,204.6321,207.4,203.1,-1.3628,False,False,-0.01335,True
Blk2.1,B21-M-033,HCPI,EM13,2025-03-01,2025-10-01,8,204.7893,207.5,202.1,-1.3412,False,False,-0.01306,True
Blk2.1,B21-M-033,HCPI,EM13,2025-03-01,2025-11-01,9,205.4159,207.2,202.4,-0.8815,True,True,-0.00861,True
Blk2.1,B21-M-033,HCPI,EM13,2025-03-01,2025-12-01,10,205.5569,210.5,204.6,-2.416,False,False,-0.02348,False
Blk2.1,B21-M-033,HCPI,EM13,2025-03-01,2026-01-01,11,206.25,211.4,206.4,-2.4951,False,False,-0.02436,False
Blk2.1,B21-M-033,HCPI,EM13,2025-03-01,2026-02-01,12,207.1843,209.4,206.2,-1.0746,False,False,-0.01058,True
Blk2.1,B21-M-035,FCPI,EM11,2024-06-01,2024-06-01,1,228.3718,232.8,228.4,-1.9388,False,False,-0.01902,True
Blk2.1,B21-M-035,FCPI,EM11,2024-06-01,2024-07-01,2,228.8244,234.0,227.5,-2.275,False,False,-0.02212,False
Blk2.1,B21-M-035,FCPI,EM11,2024-06-01,2024-08-01,3,228.7889,229.7,224.6,-0.4057,True,True,-0.00397,True
Blk2.1,B21-M-035,FCPI,EM11,2024-06-01,2024-09-01,4,228.9916,227.9,226.7,0.4815,True,True,0.00479,True
Blk2.1,B21-M-035,FCPI,EM11,2024-06-01,2024-10-01,5,228.7201,227.1,224.1,0.7229,True,True,0.00713,True
Blk2.1,B21-M-035,FCPI,EM11,2024-06-01,2024-11-01,6,228.9627,228.0,228.1,0.4221,True,True,0.00422,True
Blk2.1,B21-M-035,FCPI,EM11,2024-06-01,2024-12-01,7,229.9006,233.9,236.2,-1.6932,False,False,-0.0171,True
Blk2.1,B21-M-035,FCPI,EM11,2024-06-01,2025-01-01,8,230.7558,236.3,242.4,-2.2872,False,False,-0.02346,False
Blk2.1,B21-M-035,FCPI,EM11,2024-06-01,2025-02-01,9,230.6274,236.8,239.5,-2.5773,False,False,-0.02607,False
Blk2.1,B21-M-035,FCPI,EM11,2024-06-01,2025-03-01,10,230.2131,236.2,234.4,-2.5541,False,False,-0.02535,False
Blk2.1,B21-M-035,FCPI,EM11,2024-06-01,2025-04-01,11,230.8975,237.8,231.1,-2.9868,False,False,-0.02903,False
Blk2.1,B21-M-035,FCPI,EM11,2024-06-01,2025-05-01,12,231.8117,240.6,227.3,-3.8664,False,False,-0.03653,False
Blk2.1,B21-M-036,FCPI,EM11,2024-07-01,2024-07-01,1,232.9604,234.0,227.5,-0.457,True,True,-0.00444,True
Blk2.1,B21-M-036,FCPI,EM11,2024-07-01,2024-08-01,2,232.4559,229.7,224.6,1.227,False,False,0.012,True
Blk2.1,B21-M-036,FCPI,EM11,2024-07-01,2024-09-01,3,232.428,227.9,226.7,1.9973,False,False,0.01987,True
Blk2.1,B21-M-036,FCPI,EM11,2024-07-01,2024-10-01,4,232.6101,227.1,224.1,2.4588,False,False,0.02426,False
Blk2.1,B21-M-036,FCPI,EM11,2024-07-01,2024-11-01,5,233.3956,228.0,228.1,2.3654,False,False,0.02366,False
Blk2.1,B21-M-036,FCPI,EM11,2024-07-01,2024-12-01,6,234.2707,233.9,236.2,0.1569,True,True,0.00158,True
Blk2.1,B21-M-036,FCPI,EM11,2024-07-01,2025-01-01,7,234.476,236.3,242.4,-0.7525,True,True,-0.00772,True
Blk2.1,B21-M-036,FCPI,EM11,2024-07-01,2025-02-01,8,233.6156,236.8,239.5,-1.3296,False,False,-0.01345,True
Blk2.1,B21-M-036,FCPI,EM11,2024-07-01,2025-03-01,9,232.826,236.2,234.4,-1.4394,False,False,-0.01428,True
Blk2.1,B21-M-036,FCPI,EM11,2024-07-01,2025-04-01,10,233.4008,237.8,231.1,-1.9036,False,False,-0.0185,True
Blk2.1,B21-M-036,FCPI,EM11,2024-07-01,2025-05-01,11,234.435,240.6,227.3,-2.7123,False,False,-0.02562,False
Blk2.1,B21-M-036,FCPI,EM11,2024-07-01,2025-06-01,12,236.0411,242.5,232.8,-2.7745,False,False,-0.02663,False
Blk2.1,B21-M-037,FCPI,EM11,2024-08-01,2024-08-01,1,235.4662,229.7,224.6,2.5673,False,False,0.0251,False
Blk2.1,B21-M-037,FCPI,EM11,2024-08-01,2024-09-01,2,237.0156,227.9,226.7,4.021,False,False,0.04,False
Blk2.1,B21-M-037,FCPI,EM11,2024-08-01,2024-10-01,3,236.6211,227.1,224.1,4.2486,False,False,0.04192,False
Blk2.1,B21-M-037,FCPI,EM11,2024-08-01,2024-11-01,4,238.0756,228.0,228.1,4.4172,False,False,0.04419,False
Blk2.1,B21-M-037,FCPI,EM11,2024-08-01,2024-12-01,5,239.4269,233.9,236.2,2.3399,False,False,0.02363,False
Blk2.1,B21-M-037,FCPI,EM11,2024-08-01,2025-01-01,6,239.0979,236.3,242.4,1.1543,False,False,0.01184,True
Blk2.1,B21-M-037,FCPI,EM11,2024-08-01,2025-02-01,7,239.7321,236.8,239.5,1.2242,False,False,0.01238,True
Blk2.1,B21-M-037,FCPI,EM11,2024-08-01,2025-03-01,8,239.5293,236.2,234.4,1.4204,False,False,0.0141,True
Blk2.1,B21-M-037,FCPI,EM11,2024-08-01,2025-04-01,9,239.6766,237.8,231.1,0.812,True,True,0.00789,True
Blk2.1,B21-M-037,FCPI,EM11,2024-08-01,2025-05-01,10,240.3271,240.6,227.3,-0.1201,True,True,-0.00113,True
Blk2.1,B21-M-037,FCPI,EM11,2024-08-01,2025-06-01,11,240.5536,242.5,232.8,-0.8361,True,True,-0.00803,True
Blk2.1,B21-M-037,FCPI,EM11,2024-08-01,2025-07-01,12,240.7934,239.2,234.0,0.681,True,True,0.00666,True
Blk2.1,B21-M-038,FCPI,EM11,2024-09-01,2024-09-01,1,235.2679,227.9,226.7,3.25,False,False,0.03233,False
Blk2.1,B21-M-038,FCPI,EM11,2024-09-01,2024-10-01,2,237.4136,227.1,224.1,4.6022,False,False,0.04541,False
Blk2.1,B21-M-038,FCPI,EM11,2024-09-01,2024-11-01,3,237.2385,228.0,228.1,4.0502,False,False,0.04052,False
Blk2.1,B21-M-038,FCPI,EM11,2024-09-01,2024-12-01,4,239.1593,233.9,236.2,2.2266,False,False,0.02249,False
Blk2.1,B21-M-038,FCPI,EM11,2024-09-01,2025-01-01,5,240.3539,236.3,242.4,1.6724,False,False,0.01716,True
Blk2.1,B21-M-038,FCPI,EM11,2024-09-01,2025-02-01,6,241.1067,236.8,239.5,1.7982,False,False,0.01819,True
Blk2.1,B21-M-038,FCPI,EM11,2024-09-01,2025-03-01,7,240.4784,236.2,234.4,1.8253,False,False,0.01811,True
Blk2.1,B21-M-038,FCPI,EM11,2024-09-01,2025-04-01,8,241.451,237.8,231.1,1.5798,False,False,0.01535,True
Blk2.1,B21-M-038,FCPI,EM11,2024-09-01,2025-05-01,9,242.1756,240.6,227.3,0.6932,True,True,0.00655,True
Blk2.1,B21-M-038,FCPI,EM11,2024-09-01,2025-06-01,10,242.9752,242.5,232.8,0.2041,True,True,0.00196,True
Blk2.1,B21-M-038,FCPI,EM11,2024-09-01,2025-07-01,11,242.6603,239.2,234.0,1.4787,False,False,0.01447,True
Blk2.1,B21-M-038,FCPI,EM11,2024-09-01,2025-08-01,12,242.8592,236.3,229.7,2.8556,False,False,0.02776,False
Blk2.1,B21-M-039,FCPI,EM11,2024-10-01,2024-10-01,1,234.4055,227.1,224.1,3.2599,False,False,0.03217,False
Blk2.1,B21-M-039,FCPI,EM11,2024-10-01,2024-11-01,2,235.5047,228.0,228.1,3.2901,False,False,0.03292,False
Blk2.1,B21-M-039,FCPI,EM11,2024-10-01,2024-12-01,3,236.6458,233.9,236.2,1.1625,False,False,0.01174,True
Blk2.1,B21-M-039,FCPI,EM11,2024-10-01,2025-01-01,4,236.5335,236.3,242.4,0.0963,True,True,0.00099,True
Blk2.1,B21-M-039,FCPI,EM11,2024-10-01,2025-02-01,5,237.4505,236.8,239.5,0.2716,True,True,0.00275,True
Blk2.1,B21-M-039,FCPI,EM11,2024-10-01,2025-03-01,6,238.2789,236.2,234.4,0.8869,True,True,0.0088,True
Blk2.1,B21-M-039,FCPI,EM11,2024-10-01,2025-04-01,7,238.204,237.8,231.1,0.1748,True,True,0.0017,True
Blk2.1,B21-M-039,FCPI,EM11,2024-10-01,2025-05-01,8,237.9147,240.6,227.3,-1.1814,False,False,-0.01116,True
Blk2.1,B21-M-039,FCPI,EM11,2024-10-01,2025-06-01,9,239.1264,242.5,232.8,-1.4492,False,False,-0.01391,True
Blk2.1,B21-M-039,FCPI,EM11,2024-10-01,2025-07-01,10,238.6283,239.2,234.0,-0.2443,True,True,-0.00239,True
Blk2.1,B21-M-039,FCPI,EM11,2024-10-01,2025-08-01,11,238.6564,236.3,229.7,1.0259,False,True,0.00997,True
Blk2.1,B21-M-039,FCPI,EM11,2024-10-01,2025-09-01,12,239.2205,236.6,227.9,1.1498,False,False,0.01108,True
Blk2.1,B21-M-040,FCPI,EM11,2024-11-01,2024-11-01,1,235.193,228.0,228.1,3.1534,False,False,0.03155,False
Blk2.1,B21-M-040,FCPI,EM11,2024-11-01,2024-12-01,2,235.7001,233.9,236.2,0.7621,True,True,0.0077,True
Blk2.1,B21-M-040,FCPI,EM11,2024-11-01,2025-01-01,3,236.9497,236.3,242.4,0.268,True,True,0.00275,True
Blk2.1,B21-M-040,FCPI,EM11,2024-11-01,2025-02-01,4,236.3896,236.8,239.5,-0.1714,True,True,-0.00173,True
Blk2.1,B21-M-040,FCPI,EM11,2024-11-01,2025-03-01,5,237.3436,236.2,234.4,0.4879,True,True,0.00484,True
Blk2.1,B21-M-040,FCPI,EM11,2024-11-01,2025-04-01,6,236.939,237.8,231.1,-0.3726,True,True,-0.00362,True
Blk2.1,B21-M-040,FCPI,EM11,2024-11-01,2025-05-01,7,237.5779,240.6,227.3,-1.3296,False,False,-0.01256,True
